InstanceID	N1	N2	N3	X1	N4	X2	Class
477	151.0390276602305	137.6297992100192	156.19517819369162	539.7610741325518	112.212605862102	435.5663775626367	180.0
421	69.28886739251338	51.122009251739605	128.52424058490516	649.7262309421294	61.94442766405038	466.4650541514883	108.0
178	439.0261963840186	387.0225493679178	497.7491356582112	1061.4723057653025	365.6006451689126	712.0488499237956	64.0
576	458.6309125113595	416.5870641268693	496.851287360449	1068.4211827449492	392.487695456157	670.443287148782	24.0
387	16.761960226372025	34.086201043503074	32.816590333942756	402.35938177645585	1.2490917225950784	346.87991809041074	190.0
183	19.808498222726996	17.147134537679182	37.71169932307629	186.58246832162814	12.85370468626699	136.66763011399468	247.0
606	430.3012949231266	392.8712156468464	461.6762655841695	845.1036756887916	364.4080168663738	537.306464158115	0.0
212	444.3175186629163	406.6481459398762	484.53550593893146	997.143941751664	380.01691823166726	671.4081861886779	6.0
617	16.30731551140812	27.266160226486097	48.60632453578627	308.2559754136418	4.892782032663262	256.33656860808617	200.0
433	447.6178803085179	414.5605052280077	477.7864791553465	989.6055943762725	377.3086172549584	658.3497102884263	8.0
398	27.54249969393734	22.046706846753295	54.40550657132671	445.6531871089935	8.890774193548387	329.01623373416595	156.0
145	441.1717597068668	401.43045439373617	481.43003006644574	997.5090765113121	374.4676976284633	652.4262549054666	10.0
3	235.58890845393844	193.2043203999161	285.4816256622688	614.2352657218632	195.5977219189946	401.94841982116196	80.0
316	24.83996909153395	6.890442708341666	44.93818131211365	266.55778314655214	8.281594191018652	193.5165886657306	140.0
153	442.38068121692913	415.9299965821637	475.70430914506596	1039.922458997903	367.9177702664818	694.3377990226138	8.0
616	32.09673817855334	10.698934413168097	48.220547998224696	311.3661891183598	1.1615416666666665	242.87743904288942	180.0
284	117.8998203342014	87.37045939411854	171.63846998840307	656.0787972548351	84.35935083954689	382.6546694895597	98.0
494	68.0922041368218	32.23199453107133	102.19338809189941	536.9147592240961	39.419867683838056	359.2787843014779	112.0
84	54.596128760336356	28.23183685243387	89.4342562284012	562.5039875505098	40.11088419922643	396.319956828911	120.0
567	423.7211765783401	389.69277511866335	474.39743972167446	778.517666179644	354.5529753907675	573.4795640490013	11.0
79	443.99481110492866	395.0299206258052	471.33052127936867	1065.7172591047517	376.8593204963957	679.368569000967	21.0
412	434.21092557959946	397.9542702697633	442.1489832694525	800.6107601378777	364.58014588212035	587.826048573421	10.0
121	37.81577181771335	39.93717179824503	59.646237820138815	277.28306789121297	42.84280326559026	144.09599874109958	80.0
431	25.677540653661914	14.801157936019663	52.145407756122815	406.0304334237548	17.102038886727584	326.6489620126713	130.0
330	434.87206737225836	401.22103627925674	468.987818559506	1067.5785882979237	365.83816866652165	670.4977329384461	24.0
