InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
1304	144.15451126391446	173.11083939623788	173.49032045678842	459.7683368394404	88.97880968767522	51.73944044294077	183.9955848853095	51.194820991987854	159.46540097025354	348.0842294687414	188.34198116569945	85.11623089440629	10634.475046544765	5399.9160930201
715	2142.5788854469038	4706.647942734147	2170.27691000091	3224.791079161706	3096.1374446589316	1287.1354720409342	1634.1630841861383	560.651948423115	2752.7413736647873	1116.6204774993241	1033.2149245771586	3364.768586373442	15344.94061056843	1648.1161351836
1320	2030.7197528063111	4669.093717011769	2098.6327792431343	3245.0591545359025	3023.718717184403	1295.3537690165406	1689.4275720350897	544.2431072560565	2766.403454471659	1081.6914554043772	1106.430314119028	3429.4595354147627	15319.125319353461	1578.4788834565
298	1084.7230839922165	1411.3386059871075	1030.6976517694848	2093.5339057183114	1855.3215661603722	397.1246093526375	780.9729558947607	313.23928210838574	1490.1122112609667	555.5105930908991	550.1650186095538	2042.2602166231127	11552.676479515745	2064.7276931904
381	115.92060941346655	108.7066649739628	60.067665222110584	111.32322449200002	282.4628633201949	27.158394734382018	28.10262716435646	2.870219312097149	72.89403867530375	66.0084027330113	91.83118771067132	141.73349045988869	10408.135612645154	5024.0053598043
1107	2096.806339960473	4734.08927298378	2108.5585710588443	3035.978617608854	2956.007707661369	1316.3158211636437	1699.6319709264105	530.5236619868468	2792.9334025627336	1104.7951890144495	1109.93373804591	3439.6183095868037	14101.861123428942	1216.213378438
1268	2074.3954977583044	4809.066764419961	2192.15256619011	3223.8972157809585	3129.681787580437	1280.3702598354785	1685.2679191252164	554.7466582816312	2741.4600825010994	1021.5779057976836	1035.8669908948368	3593.2765530925626	11779.49698552629	23.7780084808
1125	641.3000836281194	749.5307362120128	569.3850284764424	1432.983687659105	1171.6327661637697	85.14800212353117	421.4473572824288	47.38795360093944	506.12813944873756	283.451864806587	374.7082373002719	673.0020450625833	10855.993132393485	2776.2966270917
419	2038.2877037014102	4729.526349430288	2175.862248820703	3172.8552138070936	3062.918531052795	1250.0350274334112	1620.9558397499686	530.4766693052443	2715.512246545259	1087.7680391961871	1022.3018518094143	3528.8609007210353	11027.174677533932	0.0040684825
749	2054.5208777450334	4518.060196224951	2061.5138017562876	2832.3205209505973	3091.3678808997033	1299.9995051946803	1641.2083895945575	557.9223671572532	2718.3879725068587	963.5645342973206	995.339996645249	3580.3580396315356	11635.357381639134	147.9070613302
184	2073.0877793843156	4651.66454155064	2173.5465934540716	3210.091002350436	3144.787615522561	1295.4411031128554	1690.5481966051818	568.6266230094383	2818.977791891707	1069.1872495432847	1025.3832741603483	3560.33337680678	12188.319677960208	141.5984083617
1345	2143.3423620232547	4739.257320844196	2196.069860310885	3221.185543423742	3036.787383264907	1283.4121453608952	1678.2830979683458	573.8001000011319	2762.9833738802026	1032.1779423918458	1066.6828160986752	3488.048163863473	12553.805748046998	561.879226388
1043	2056.5713225834334	4815.658589734817	2201.443618038091	3207.4817891994653	3149.3952913503235	1302.7690477337687	1703.2120277633014	586.842809260907	2801.7620164922873	1001.3787120462467	1045.0027709508336	3607.4560659789713	11799.410810785603	25.53755134
307	102.69156349745062	109.61197202649646	62.29448216847666	129.4760050598389	136.92879607095037	24.29213643768465	74.500975134956	27.037823339928323	96.47488456156586	220.02189466744426	121.28215700584246	21.737771356813106	9257.120062182925	3089.3903800405
1191	2038.065717383529	4312.181989439296	2162.5403044452105	3206.955373799822	2768.5611165127816	1307.7624796108173	1675.7018015342205	538.4189938745293	2735.0695729970053	1109.4235415341439	995.081794186472	2901.4057401306054	11449.836145082843	171.8752539569
982	2108.2670516402372	4798.988069790454	2257.096638398949	3247.5416065538166	3110.375725589627	1298.0937664053251	1726.5625902303145	544.5723714297775	2793.3562677497985	1066.2177779990202	1061.8141964454926	3624.889719866787	11877.45189791869	17.5942053209
271	59.197135196757394	52.723173889268274	31.45045550251182	107.42751432643274	381.66392952096743	14.76728946570552	58.52160013668453	3.3434887728301814	46.03436275274812	104.17136257530628	22.41233117995917	217.8148413667341	9842.151979263086	3488.1514951951
1190	2090.8674601796724	4897.925372379766	2232.639177927383	3248.209679926195	3034.6223402011556	1340.6764191161194	1711.5427027793448	579.1969327039142	2790.585693138906	1047.81770692246	1070.3429382294673	3478.060554963195	12628.488127301443	495.1407676672
600	1586.906454450964	4197.698337077049	1677.0256432908857	2594.2656490541267	2340.0384449147846	886.7299408461832	1019.7491112561064	263.234644840601	1971.9620857694604	676.5916500631432	638.3264353287933	3218.180742420007	11950.63613739517	1189.8985042476
119	2115.2623000563763	4736.692476712618	2126.6976289335043	3226.917716189194	2791.696810317169	1294.0775327392848	1711.34359107874	550.5231335201357	2799.9901321118896	1172.3628819272437	1055.3972981084605	3369.1415960578465	12492.286621260137	504.0958519729
