MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):25.7990000248
=== SCORES ===
P1	4529.66585326	1
N4	455.119951409	2
N6	400.674412562	3
N9	247.320648553	4
N7	73.7380218041	5
N2	41.5300014972	6
N17	9.26914761971	7
N13	-36.2361773897	8
N15	-39.0807284539	9
N8	-82.8910100577	10
N10	-252.74016561	11
N16	-254.10872447	12
N5	-267.976284813	13
N12	-287.466145987	14
N0	-318.984856935	15
N14	-393.017055399	16
N1	-418.907574537	17
N3	-428.522360397	18
P2	-500.600236935	19
N11	-539.431672877	20
