InstanceID	N0	N1	X	N2	Class
376	264.99200118912137	319.91314045540764	577.3789115165198	430.9766249125453	-0.958924275
179	625.2954297268985	643.4864417049525	861.5642403706138	785.0139621589183	-0.756802495
354	896.2701661878417	898.9219787279508	1189.4003676986213	1098.4778442360498	0.656986599
385	653.8142533273067	667.5179914596143	946.7303776020427	784.8224927453338	0.841470985
173	557.9549788681187	622.9794132375233	891.3595996545954	725.0178875957298	0.909297427
404	827.1279303998731	800.0884709792364	1136.6962095115393	1005.9533016603314	0.656986599
355	554.9745561204122	564.5859427783911	820.9746892321194	713.2585847810861	-0.756802495
38	1044.3324224751502	1073.0048268661567	1246.6598792986294	1210.4829449797965	0.141120008
174	937.7176698052551	1053.141295654592	1197.709844831093	1124.8428392847763	-0.279415498
378	294.23530771145244	349.63051949637935	619.7805473886408	453.8918875514724	-0.958924275
481	830.3659337672335	840.3199383925331	992.6794921764766	961.0017928369447	-0.544021111
251	835.1397980105088	869.307831136312	1005.6848321215347	994.5886271497116	-0.544021111
496	759.0391297797147	762.6266189119858	922.4357282380917	893.8486538011364	-0.756802495
111	500.24069701047773	523.4979269917192	665.6148449932592	643.2588892139908	-0.958924275
80	696.9403199462453	698.2968379484305	846.5876665438734	785.3405243162845	0.909297427
63	881.6207992148939	954.9969786870884	997.3680185598131	1033.096614822915	0.0
208	888.3893261738126	918.7154996189638	1040.2317241460578	1061.1238925480352	-0.279415498
167	945.7861709860626	965.7230634614742	1063.7512774640325	1086.0047675709588	-0.279415498
393	941.2654521931086	956.080916825702	1077.9585451783173	1089.211232549841	0.141120008
71	854.8889552183488	890.1784100875013	1013.7195593164474	984.5392851042255	-0.279415498
47	425.71632277582285	425.4413120041672	626.7958375156772	527.372840951871	0.909297427
227	934.8231730269779	955.7019775325125	1065.0296939234497	1057.9814169317885	0.141120008
166	863.6972910290018	931.1986078150975	1060.463963676468	1044.4562107735148	0.141120008
243	402.02312267820093	418.1658252782449	637.9021907728026	545.6655574696255	0.909297427
486	854.4691684618027	933.6556764791537	991.600682649217	1013.4974656532539	0.0
78	863.7934340524378	939.8062315860806	1053.1451318416434	1061.269717986508	0.141120008
123	657.835728070438	629.8390399669578	850.8161276740038	741.7910352169473	0.656986599
335	650.1185224905424	663.5404217157635	777.5515186467599	765.623957502445	-0.544021111
420	492.8787297880621	487.9113689496319	718.7457042228616	605.3829578594627	0.841470985
98	442.8237006516538	446.4820509082638	644.6773707293539	534.8037184891149	0.909297427
408	810.167969152652	877.7915706385603	909.7467916078089	953.7581149280874	0.0
226	404.87035093057295	437.52604824941244	624.7223325868075	537.2623540471831	-0.756802495
