InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
1304	238.65449391080566	43.91902544179363	280.3801158466499	375.9608389425637	43.59381484972044	127.06939038514263	89.36449213410202	71.80208663496869	142.47707262571092	58.24229033515262	1016.5326130196604	44.963997794216155	12605.183166048917	5794.82
715	295.39041026074847	41.018534841266096	230.66986412076596	132.68172804272027	11.794854143472172	113.88283546127141	266.7974957539819	36.15610318827732	193.74781143975363	42.43355878483762	735.156288063726	33.46078327849612	12308.792363839282	2653.99
1320	174.9642226329391	49.03865031287185	295.1281162658145	282.41638866164084	55.698241550223614	132.8281319345508	141.38043632037585	77.55231591425908	153.36433487461804	60.80628769060677	947.788335037452	57.21578601335423	11508.552544565167	2112.17
298	299.6428671636525	3.111448413781397	258.16687689541504	305.53125094411547	0.672270080322645	71.35571496936795	105.52797262167982	25.257074495600186	173.39413642393654	27.40976253747605	1171.2817614528938	0.44001775500453233	12893.523945312932	5551.62
381	368.14597843006277	82.00550787010181	381.2413393930942	228.7530016913276	108.03163708202531	237.2212751982273	416.20400006327844	124.82095812139136	326.5790381150113	77.67473985605736	625.5516173978588	112.80550845667281	13888.025041667162	13.42
1107	427.2303950561337	96.40464066115989	435.43329982148924	261.4250573346351	82.6162925681954	136.0823552716685	388.9595820851569	164.0261938048907	236.48589562136084	80.89460159392475	953.9316956056957	117.23081594131507	14648.208084193593	181.91
1268	248.3635711817358	12.964675837612672	300.70124019182634	274.0465717973706	0.6903191603923239	63.83074949044499	237.52261785485373	8.673523033176819	155.34795598512432	2.3202007924089156	931.6800753246331	7.42289686629465	10798.52435071896	3524.38
1125	213.99632418283107	4.0972281035300995	250.3804551337027	256.99881697241904	0	51.041981661183186	301.37736409731997	16.459100377185823	186.47142620395894	20.46520539038555	779.0750104232806	2.9204632122079026	10439.909115331502	4201.9
419	450.7798731922617	91.81025732458463	415.1037350065823	407.334047107875	85.29276237100855	246.32528508084485	378.11971661475866	189.91691644741658	357.52075808881386	89.56235283884236	1064.8657391617544	121.15082276956595	15109.71007179686	405.64
749	196.46664930314108	4.661981783628421	229.78459231596864	208.57446146957835	0	74.76938593924652	99.32791140021807	20.840643041459735	143.7149035488632	1.75890303103023	753.4357944417978	6.947549546785095	10363.021159153051	3515.7
184	327.16319609852354	95.0354406626829	428.0483390279425	341.3124112245257	63.34787576483343	246.07357149118175	380.40069936436487	175.47115608295522	286.07656147037477	81.60711932552944	1047.753885270018	100.80510479456503	14908.051872623566	370.3
1345	329.40903522741837	88.48345711254619	394.4085997565587	246.33366374753638	65.25483912461796	250.07124495658175	318.08387067717126	144.35078263988132	229.04585876606774	88.89153513113753	661.1619105849361	110.45179529615422	13666.84929683197	1.15
1043	298.4933252727855	83.34366171150977	329.0279719387769	251.27599419120244	109.9800025061604	244.17096476110666	180.7962433690608	138.31969504201516	302.6908288888002	95.49941392637074	963.021103116178	110.48800614311553	14381.1961301696	896.88
307	352.42660116333394	104.7318711563982	401.12502343460153	263.056838240955	124.37766981058539	262.9337320211164	226.9054756070402	202.19177732286622	341.8498319842167	94.5401229977609	780.7086378214881	113.82356747092338	14303.86503881768	168.81
1191	250.52787803046243	21.31166726965973	345.3261291450119	221.8606779750271	19.794366574212326	69.05651565690731	166.40758790080844	17.101022170461178	126.85259847459233	2.2975834901626424	881.6229829341502	7.461988793944964	11951.830621623998	1882.54
982	498.67017741218206	88.57869436427052	448.7514384869491	431.25355775573263	115.17866054601596	195.36938924117396	396.56078665136744	167.53856824142858	340.85004211359075	76.36465308928292	965.8513911957883	120.5308012273744	15044.935495106409	686.19
271	163.46127632528064	2.923890896163959	275.8511110562642	346.3842590326298	0	64.42521892489744	143.44798462730603	24.01078590888026	155.72241400410252	27.02089301705948	1153.5565808766617	0	12411.4255791947	4392.36
