InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N!!	X	Class
1304	204.62962301510763	309.8963850646202	1047.7052589683153	364.0969655450642	257.99792162101113	655.6866643933228	536.8291566814285	421.76979744764236	311.10396574456286	279.6022158435666	306.6444334537388	481.3631191693019	2441.4761864321613	1.35
715	140.2438237130184	288.85521141966774	953.5745205645225	310.5969177879987	188.88003707800954	558.4328950357577	430.24534488984773	355.32657449816764	298.9928384343682	272.0760311167786	241.4311017967711	476.8107654418411	2260.0074431605217	-1.38
1320	293.9644480204618	427.8705580157813	1802.0660458138666	713.6243506226269	617.1521579839051	1092.0935359608727	799.764829171423	838.7786097028865	992.8738080151546	406.91087526203125	754.2947303997756	732.1070534491178	4007.3221708021974	1.01
298	205.29737100260203	327.9513387766988	1992.743904599401	729.8801517660871	783.0438668439868	1441.4891645112564	872.1786662996551	875.4545148820191	1063.8030195630768	393.93709461168845	932.5064034211711	1114.460934725326	4872.983237683722	1.35
381	206.39614226583964	359.787566682071	1952.8302153763198	773.6473509975744	765.8390408057656	1398.5427692444448	915.9056297838481	931.3322399739977	1053.0126659322736	338.78776593651844	946.9260115508268	1179.816368837755	4969.107149612222	-1.37
1107	212.48180289574262	253.57686469415341	776.3200644196118	429.8920910799501	453.5728303716255	728.0811050551685	464.92029484823973	467.8796290274046	521.4594929992536	263.46886907538936	561.502274503904	606.9932668426713	2107.2349682319536	1.08
1268	175.56344510962484	310.9821504525767	1086.6873735503987	329.4718292447394	243.9474517750263	640.0919066303628	535.125794866754	458.2574227040788	330.84170684777376	345.81925278736924	304.8662308309173	550.9955148567135	2541.252254392938	-1.33
1125	243.95134357349124	378.06408482201607	2062.3613040855967	808.525651600484	832.7842749594829	1468.2499738224858	930.4695301126827	1001.4454368354168	1051.4185406033755	411.296579316733	1017.9803091134702	1190.9814779133758	5161.12639226632	1.18
419	245.56395896309095	399.477498650526	1941.3224161715234	824.3816415539931	792.793784525572	1393.558583538465	820.4172325620494	927.2887699474057	1083.8220773516916	375.6744105124594	995.7213597696788	1180.5359056143238	4994.6354324562135	-1.08
749	249.56633186756068	393.3194362613152	2039.5493523783887	816.0582877517824	830.8383881365683	1482.2748724920161	949.4160265100185	956.8314438164628	1099.2492302061048	443.49168973406495	1008.3695000925361	1242.0977990105357	5119.623903870014	-0.98
184	279.62025512535195	309.05994074500103	1450.2023557128805	734.123697259922	831.8568336099252	1231.0165688101633	726.5577565719292	875.3196024953978	963.9838951916962	329.22064565876656	949.9264687628936	1028.150764726807	3675.9821589659796	0.48
1345	91.49831699558814	180.89767585490935	769.35137934209	326.48315010156193	325.31211014900254	676.2888277565307	449.9664174629508	392.1409003936153	414.80598820339856	227.826676667283	404.0131213739199	466.0097189661343	2259.6855148598083	-1.39
1043	228.86786363257187	350.3542529035575	1648.0043294438524	700.823594403001	787.4954353941645	1334.1731784640501	870.9313323725977	881.153118017679	1018.1704048942235	368.8185480023985	937.8030181446215	1062.0966991725286	4299.828527740952	-0.92
307	324.8158410053508	449.3401568805871	2055.247600298454	871.4360377105521	898.1450428700892	1505.1173931510207	997.7217585952126	995.8496012753022	1074.3555798732618	474.5240792901954	1051.195801846213	1232.8684083420023	5057.7998631583505	0.62
1191	210.4603159931107	261.659297537676	1047.3325654624396	342.83995494046974	229.98223159947992	618.7418678754634	535.0252120486609	413.10991246908355	291.3608495417194	302.32022207471954	298.3099523437308	526.9184550057824	2402.7037210613835	1.32
982	239.1776692131831	268.4716588990413	680.9085847451596	386.5621564004763	433.2755000357338	766.589459764336	456.80179909918314	479.15193699240575	430.5712416305314	306.40103868733456	505.55057049848057	586.2048750053334	1985.399378479783	-0.04
271	217.1543950816781	302.96163391923875	1552.5327025219212	713.2008207504817	780.766132250588	1292.550170506259	786.7438873138805	784.2037303115301	1040.849396410163	367.66068852177654	900.7576128982911	1029.0750226295156	4036.162969493183	-0.84
1190	231.41471553722656	354.79611131847133	1073.8025705780526	373.12649447487917	290.22733640697226	587.8183084707258	554.4860122215842	456.4147393337913	326.6672863870011	347.77401214155776	344.3196381106609	549.3984983952857	2441.818414556468	0.95
