Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
100	993	1000	0.8123720073173639	0.5449999999999982	0.0	0.5011102159818014
200	986	1000	0.8926920069401305	0.5499999999999977	0.0	0.858036204179128
300	980	1000	0.8794622022508114	0.5551428571428547	0.0	1.197085400422414
400	973	1000	0.8931776401343363	0.5597142857142832	0.0	1.5323930342992147
500	966	1000	0.8826626843185985	0.562571428571426	0.0	1.8546096007029216
600	953	1000	0.7642424560592616	0.5652857142857116	0.0	2.156819983323415
700	942	1000	0.25564991325787434	0.5684285714285688	0.8874734607218684	2.339300266901652
800	930	1000	-0.02638919637331745	0.5737142857142837	0.8924731182795699	2.43579443693161
900	922	1000	0.6657428982213724	0.5782857142857124	0.8839479392624728	2.531384015083313
1000	909	1000	-0.15033047953365297	0.5825714285714266	0.8866886688668867	2.626434318224589
1100	898	1000	0.7089018930367856	0.5855714285714267	0.9031180400890868	2.712848699092865
1200	886	1000	0.6424469208994295	0.5867142857142839	0.917607223476298	2.788334381580353
1300	876	1000	0.632523361702038	0.589714285714284	0.9178082191780822	2.8572580337524416
1400	869	1000	0.27091615012888665	0.5942857142857124	0.9240506329113924	2.921320680777232
1500	862	1000	0.5183028162649931	0.599857142857141	0.9187935034802784	2.9824976325035095
1600	851	1000	0.483391913842881	0.6011428571428556	0.9247943595769683	3.040323634942373
1700	848	1000	-0.048231940770135234	0.604714285714284	0.9280660377358491	3.095668315887451
1800	843	1000	0.22815389818038728	0.6054285714285695	0.9288256227758007	3.1497859319051105
1900	835	1000	-0.0033331335043763843	0.6072857142857119	0.9281437125748503	3.2032507181167604
2000	826	1000	0.50916546487761	0.6111428571428548	0.9358353510895884	3.2564685185750326
2100	819	1000	0.6627644833822224	0.6114285714285694	0.9340659340659341	3.307112717628479
2200	817	1000	0.749899651982005	0.6112857142857124	0.9339045287637698	3.3599464019139607
2300	813	1000	0.7118600501165977	0.6119999999999979	0.931119311193112	3.414431349436442
2400	818	1000	0.49426446581433	0.6124285714285691	0.921760391198044	3.468214766184489
2500	811	1000	0.6997787647143876	0.6125714285714263	0.9198520345252774	3.519697133700053
2600	804	1000	0.35064237434607015	0.6137142857142834	0.9216417910447762	3.5727731188138327
2700	803	1000	0.4501689651934006	0.6152857142857117	0.9165628891656289	3.6236146330833434
2800	799	1000	0.5708418461297334	0.6157142857142828	0.9236545682102628	3.6749988357226053
2900	799	1000	0.08702826171915863	0.616428571428568	0.9136420525657072	3.7309261997540792
3000	796	1000	0.5889998751368364	0.6177142857142824	0.9221105527638191	3.78659428358078
3100	794	1000	0.5095652631197588	0.6181428571428541	0.9206549118387909	3.8398440361022947
3200	796	1000	0.6354223244348246	0.6191428571428547	0.9133165829145728	3.898625135421753
3300	791	1000	-0.27494319864163613	0.6188571428571403	0.9152970922882427	3.956925435860952
3400	784	1000	0.6185433927772469	0.61885714285714	0.9170918367346939	4.014121850331624
3500	782	1000	0.5137386569327361	0.6178571428571403	0.9258312020460358	4.0701310674349465
3600	784	1000	0.5895374480347695	0.6168571428571406	0.9221938775510204	4.126727386315664
3700	778	1000	0.4592347436392204	0.6174285714285692	0.9318766066838047	4.185377184549967
3800	774	1000	0.5444039199226699	0.6198571428571406	0.9405684754521964	4.23937418460846
3900	775	1000	0.541423088786623	0.6201428571428548	0.9354838709677419	4.295837251345317
4000	769	1000	0.6645638139228462	0.6195714285714262	0.9362808842652796	4.347687081495921
4100	777	1000	0.7012951594505169	0.6199999999999971	0.9305019305019305	4.401088364919027
4200	778	1000	0.500955716959809	0.6202857142857114	0.9318766066838047	4.457517882188161
4300	773	1000	0.6417112389002392	0.62085714285714	0.9379042690815006	4.515826070308686
4400	774	1000	0.11316286972127472	0.6214285714285688	0.9289405684754521	4.572956736882528
4500	766	1000	0.9014761385373885	0.6219999999999977	0.9373368146214099	4.632446269194285
4600	768	1000	0.5902956409331411	0.6218571428571404	0.9322916666666666	4.6941981991132105
4700	765	1000	0.6676328281956906	0.620857142857141	0.9320261437908497	4.759797652562459
4800	760	1000	0.8120014426684702	0.6208571428571407	0.9355263157894737	4.827759202321371
4900	761	1000	0.5633755386730716	0.6197142857142834	0.9316688567674113	4.897767166296641
5000	756	1000	-0.19389123507721095	0.6197142857142833	0.9338624338624338	4.9698400338490805
5100	752	1000	0.4073122150725002	0.6194285714285691	0.9335106382978723	5.035123531023661
5200	751	1000	0.5260283611064862	0.6195714285714263	0.9347536617842876	5.102880601088206
5300	749	1000	0.6626439761626665	0.6181428571428548	0.9359145527369827	5.169166886806488
5400	755	1000	0.6311421356421356	0.6195714285714264	0.9324503311258279	5.2392160852750145
5500	753	1000	-0.8442225666887124	0.618285714285712	0.9349269588313412	5.315770097573599
5600	750	1000	0.07698138473570972	0.617999999999998	0.9413333333333334	5.385322650273641
5700	749	1000	0.7768084946804388	0.6159999999999981	0.9425901201602136	5.451023499170939
5800	747	1000	0.20937757493678547	0.6149999999999982	0.9464524765729585	5.526480138301849
5900	749	1000	0.4323098204993325	0.613714285714284	0.9506008010680908	5.596161703268687
6000	753	1000	0.8578575985761256	0.6125714285714269	0.950863213811421	5.663474567731222
6100	754	1000	0.6653721715833764	0.6137142857142843	0.9535809018567639	5.728602516651153
6200	751	1000	0.7493535974687987	0.613285714285713	0.9494007989347537	5.798479735851288
6300	750	1000	0.5685856739619399	0.6129999999999987	0.9453333333333334	5.86630030075709
6400	744	1000	0.7368556824140157	0.6129999999999988	0.9516129032258065	5.938083700338999
6500	738	1000	0.9205241599464786	0.612999999999999	0.9498644986449865	6.0023820996284485
6600	737	1000	0.5695913204467674	0.6117142857142845	0.9538670284938942	6.066238649686178
6700	739	1000	0.7319890598939834	0.6109999999999992	0.952638700947226	6.1336551348368324
6800	739	1000	0.6479431885396524	0.6104285714285708	0.9566982408660352	6.201180684566498
6900	739	1000	0.8623782533938347	0.6104285714285708	0.9539918809201624	6.26934640010198
7000	739	1000	0.695256812733452	0.610714285714285	0.9512855209742895	6.339173916975657
7100	734	1000	0.7620992199573212	0.6099999999999992	0.952316076294278	6.4133141040802
7200	730	1000	0.6360858160529621	0.6097142857142849	0.947945205479452	6.487726585070292
7300	729	1000	0.797383009495383	0.6094285714285708	0.9492455418381345	6.56338851849238
7400	727	1000	0.7989341962491068	0.6092857142857138	0.9477303988995873	6.636773566404979
7500	726	1000	0.8225699933229201	0.6078571428571422	0.9476584022038568	6.711220753192902
7600	725	1000	0.6425308485610395	0.6085714285714279	0.9448275862068966	6.784296270211538
7700	727	1000	0.7167486624721551	0.6084285714285709	0.9463548830811555	6.857870550950368
7800	718	1000	0.9227142928473551	0.6088571428571423	0.9540389972144847	6.928016618887583
7900	719	1000	0.7184129492066991	0.6089999999999995	0.952712100139082	6.996377921104431
8000	721	1000	0.8144803377787894	0.6111428571428564	0.9459084604715673	7.069304450352987
8100	719	1000	0.7941623766384687	0.6098571428571423	0.9415855354659249	7.145494417349497
8200	720	1000	0.327397263290264	0.6097142857142853	0.95	7.218958767255147
8300	723	1000	0.6792816211947219	0.6091428571428568	0.9515905947441217	7.29686363140742
8400	728	1000	0.7483529716205637	0.609285714285714	0.945054945054945	7.3712739666303
8500	727	1000	0.7522231781536126	0.6099999999999998	0.9449793672627235	7.444451399644216
8600	728	1000	0.7352972345429304	0.6085714285714283	0.945054945054945	7.52037923336029
8700	721	1000	0.09608671098592371	0.6089999999999998	0.9528432732316228	7.596955784161886
8800	717	1000	0.6800961404881022	0.6064285714285713	0.9595536959553695	7.672075200080871
8900	716	1000	0.6007194242727841	0.6054285714285715	0.9594972067039106	7.742415603001913
9000	715	1000	0.6651864006849264	0.6050000000000001	0.9608391608391609	7.815493086973826
9100	714	1000	0.7527364287229942	0.606285714285714	0.9607843137254902	7.885916598637899
9200	712	1000	0.7865421306484817	0.6042857142857139	0.9648876404494382	7.957256452242533
9300	712	1000	0.6876238900179586	0.6032857142857138	0.9648876404494382	8.02843253215154
9400	711	1000	0.3890098843265591	0.6038571428571421	0.9592123769338959	8.100833249092101
9500	711	1000	0.7907140334254725	0.6039999999999993	0.9507735583684951	8.173034151395163
9600	707	1000	0.16457372801085637	0.6037142857142851	0.958981612446959	8.243529764811198
9700	704	1000	0.6960291907663297	0.6017142857142852	0.9630681818181818	8.311382782459258
9800	702	1000	0.6794577294740368	0.603714285714285	0.9615384615384616	8.38036763270696
9900	702	1000	0.5614329506343615	0.6017142857142851	0.9544159544159544	8.451988236109417
10000	698	1000	0.6996333524180578	0.6005714285714282	0.9641833810888252	8.524086836973826
10100	698	1000	0.42317988142247487	0.5989999999999996	0.9656160458452722	8.595769468943278
10200	698	1000	0.22939274237394458	0.6002857142857138	0.9570200573065902	8.66717083454132
10300	697	1000	0.7732207715636669	0.6009999999999991	0.9555236728837877	8.7427148660024
10400	696	1000	-2.0705788119973567	0.6009999999999991	0.9554597701149425	8.817829783757528
10500	694	1000	0.08382066966343013	0.6008571428571419	0.9582132564841499	8.890266935030619
10600	694	1000	0.3692263938855605	0.5994285714285706	0.9538904899135446	8.964966468016307
10700	689	1000	0.5875182470222432	0.5984285714285709	0.9564586357039188	9.043798700968425
10800	692	1000	0.6482477900327487	0.5981428571428563	0.9523121387283237	9.118170050779979
10900	693	1000	0.7580304217161847	0.5972857142857135	0.9451659451659452	9.203639650344849
11000	689	1000	0.535359900109469	0.5979999999999991	0.9506531204644412	9.28510260184606
11100	690	1000	0.850294173220106	0.5974285714285703	0.9492753623188406	9.361442132790883
11200	692	1000	0.6913506547317418	0.5969999999999992	0.9465317919075145	9.443651286760966
11300	691	1000	0.4532219501563253	0.597857142857142	0.9464544138929089	9.530054267247518
11400	691	1000	0.7119032662031374	0.5971428571428563	0.9450072358900145	9.61249205271403
11500	688	1000	0.7998351448673999	0.5964285714285706	0.9476744186046512	9.694011835257212
11600	688	1000	0.655022572014553	0.5955714285714279	0.9505813953488372	9.776058383782704
11700	693	1000	0.7998913770971282	0.595999999999999	0.9466089466089466	9.855394105116526
11800	693	1000	0.6682244378748837	0.5954285714285705	0.9538239538239538	9.936729502677917
11900	689	1000	0.8177819239920892	0.596714285714285	0.9579100145137881	10.017864402135213
12000	691	1000	0.8651195857721916	0.5944285714285705	0.9536903039073806	10.104361800352732
12100	687	1000	0.8937738114347442	0.594857142857142	0.9461426491994177	10.187658369541168
12200	694	1000	0.8872657271884198	0.5912857142857134	0.9452449567723343	10.275932232538858
12300	695	1000	0.5672898489941823	0.5915714285714277	0.9482014388489208	10.362723286946615
12400	696	1000	-2.6870815713191134	0.5911428571428567	0.9454022988505747	10.449759300549825
12500	693	1000	0.7959063169713698	0.5909999999999995	0.948051948051948	10.536514802773793
12600	692	1000	0.8372937808445912	0.5919999999999996	0.9508670520231214	10.625770954291026
12700	694	1000	0.7228359650520061	0.5901428571428567	0.9538904899135446	10.713438415527344
12800	695	1000	0.862838650530346	0.5892857142857139	0.9553956834532374	10.803903420766195
12900	698	1000	0.8304743906852391	0.5898571428571425	0.9441260744985673	10.893680147329967
13000	700	1000	0.7168831700857166	0.5892857142857142	0.9414285714285714	10.985483984152475
13100	697	1000	-0.13259936935249772	0.5895714285714285	0.9368723098995696	11.081934968630472
13200	696	1000	-0.04597976660184032	0.5891428571428571	0.9367816091954023	11.180267854531605
13300	692	1000	0.7283705885709602	0.5892857142857143	0.9494219653179191	11.273276484012603
13400	692	1000	0.11821774346377623	0.59	0.9450867052023122	11.366830801963806
13500	691	1000	0.7901124672828164	0.5884285714285713	0.9507959479015919	11.461877830823262
13600	693	1000	0.7648061562993671	0.5881428571428571	0.950937950937951	11.554267652829488
13700	694	1000	0.7408474112352892	0.5871428571428573	0.9582132564841499	11.642903220653533
13800	696	1000	0.8346464275858702	0.5877142857142855	0.9482758620689655	11.737273001670838
13900	697	1000	0.6328184085028645	0.5872857142857142	0.945480631276901	11.836149287223815
14000	696	1000	-0.35499848279589613	0.586	0.9468390804597702	11.930440318584441
14100	699	1000	-0.5852689796459463	0.5857142857142857	0.9456366237482118	12.026539782683054
14200	695	1000	-0.6081098118244266	0.5835714285714287	0.9510791366906475	12.117687483628591
14300	690	1000	0.17942482166384505	0.5840000000000003	0.9492753623188406	12.211086801687877
14400	694	1000	0.9173569318018333	0.5842857142857145	0.946685878962536	12.307485949993133
14500	698	1000	0.6713916643177393	0.5841428571428572	0.9441260744985673	12.40669191678365
14600	695	1000	0.7414035788202833	0.5828571428571425	0.9496402877697842	12.500888836383819
14700	696	1000	0.5704478939811204	0.5819999999999997	0.9482758620689655	12.599233249823252
14800	697	1000	0.7045649590746693	0.5818571428571426	0.9426111908177905	12.698906151453654
14900	693	1000	0.5644219215606471	0.5814285714285713	0.9451659451659452	12.801333018143971
15000	698	1000	0.58983014631717	0.5808571428571427	0.9512893982808023	12.898133150736491
15100	703	1000	-0.08730036516616253	0.5807142857142855	0.9459459459459459	12.99637560447057
15200	699	1000	0.6247877515432798	0.5787142857142856	0.9470672389127325	13.09752886692683
15300	700	1000	0.8297874975938844	0.5768571428571425	0.9471428571428572	13.195115435123444
15400	700	1000	0.6872966555888738	0.5769999999999995	0.9485714285714286	13.295555432637533
15500	697	1000	0.027256121544716013	0.5788571428571422	0.9497847919655668	13.396701753139496
15600	697	1000	0.5875079823215316	0.5777142857142852	0.9497847919655668	13.495101435979207
15700	697	1000	0.7268662195528425	0.5779999999999996	0.9540889526542324	13.594112769762676
15800	691	1000	0.6150258575326928	0.5791428571428566	0.959479015918958	13.693275252978006
15900	691	1000	0.3174595547158151	0.5784285714285711	0.9536903039073806	13.790175501505534
16000	694	1000	0.6062257748831665	0.5787142857142854	0.9538904899135446	13.892176250616709
16100	697	1000	0.8252560028462783	0.5787142857142853	0.9540889526542324	13.99194126923879
16200	698	1000	-0.5538410420552468	0.5768571428571424	0.9512893982808023	14.088593852519988
16300	700	1000	0.815083201883081	0.5758571428571426	0.9457142857142857	14.193782234191895
16400	698	1000	0.8505780998104631	0.5757142857142853	0.9441260744985673	14.299272366364796
