InstanceID	N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
1304	7322.835024768088	59.29633471574094	8783.731674403198	5591.960323002398	6891.64901257313	35897.17978975361	20246.226839446415	4623.613485625531	14.212972545952452	1031.7262986890987	9312.448664517202	25.55590154489295	1822.8971748892009	454.087855
715	7066.734941437984	55.20454407782009	8701.762268063105	5201.787887826607	6751.377157741026	34842.974236009795	19686.208851682466	4501.9959380344535	28.92503162051438	1002.4504804268428	8798.782679051197	60.392198770719816	661.1051128232866	240.8531204
1320	6753.041348529638	115.87851533539867	7936.884182004807	1168.3136338589416	5818.290458481083	31397.28676192389	17255.978483136383	4218.924113536766	42.19425457426127	937.466667667225	8117.890921603158	65.55312488500077	1417.1873095163292	123.2341517
298	6011.658102853087	43.35781232156172	7364.873331368708	529.2924879332198	1761.4028703916667	26164.263312534214	14563.88098591003	3622.154557435879	34.00117264378607	558.0510080062156	7244.103972753162	85.20696717464234	293.9629377937867	25.54868084
381	7388.967954792951	67.05460096961883	8839.564186311463	5529.344026506332	6848.481776449054	35930.3189187092	20292.64400925693	4675.711214432851	39.42550640376896	1084.642193539453	9373.306353230708	52.642297176994106	1866.8675812613858	257.2158858
1107	7322.274660339908	19.59687391943157	8781.383612613705	5482.6548316199005	7101.11269809068	36223.35669797621	20296.36757756583	4638.134380177692	3.237731429904895	1047.8053997453912	9262.466159887916	17.510185539275803	1803.3490950192095	736.5462726
1268	7316.274250568347	65.11558409115571	8742.209539224137	5507.88701234041	7086.300670812481	36212.02618910995	20194.75861678809	4614.599138859034	7.780738888409375	1014.2135437215504	9237.977214484567	19.126088747844385	1815.2936698131844	750.7611674
1125	6147.360403212216	108.99874479050017	7478.396816932591	1657.2482733816676	2393.9804254086994	28034.08221422498	15403.008975925113	3788.574422855045	39.09804316411596	662.9437399063884	7421.474787258872	72.94352350109	524.4005557119848	155.204814
419	7300.616221770462	4.420599055839084	8765.399931643633	5540.614335395495	6919.959957632439	35763.800389484415	20222.44781414442	4624.69442273283	2.141640579293415	1039.7783794654952	9258.837247594132	25.780969675925498	1789.180854009974	915.3113587
749	7252.831628064454	39.351096130776526	8712.171860210348	5595.133777288142	6683.856301569821	35389.148833988904	20030.403989899296	4590.427345571903	20.742292519828315	1025.431399236919	9114.087312652591	33.05378529920997	1834.2695763978754	454.265202
