ReliefF Analysis Completed with ExSTraCS
Run Time (sec):7.32800006866
=== SCORES ===
M0P3	0.0683888888889	1
M0P1	0.0675	2
M0P2	0.065	3
N1	0.001	4
N16	-5.55555555556e-05	5
N6	-0.00105555555556	6
N7	-0.00316666666667	7
N15	-0.00338888888889	8
N11	-0.00555555555556	9
N2	-0.00766666666667	10
N10	-0.00766666666667	11
N9	-0.00938888888889	12
N13	-0.00944444444444	13
N12	-0.00961111111111	14
N0	-0.0105	15
N5	-0.0112222222222	16
N14	-0.0122777777778	17
N3	-0.0134444444444	18
N4	-0.0138333333333	19
N8	-0.0166111111111	20
