MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):79.55111885070801
=== SCORES ===
X2	59102.90909478467	1
X1	-1178.7933939965842	2
N8	-2983.1542850588376	3
N6	-2984.811550103892	4
N9	-3013.6562890893	5
N7	-3060.520658358415	6
N2	-3291.5399650753207	7
N0	-3377.0662020685304	8
N10	-3428.2586639163346	9
N3	-3477.4767706470557	10
N1	-3497.5104780821857	11
N4	-3685.3438788584317	12
N5	-3792.0080935467267	13
