ReliefF Analysis Completed with ExSTraCS
Run Time (sec):8.11800003052
=== SCORES ===
N15	0.00605555555556	1
N12	0.00527777777778	2
N2	0.005	3
N3	0.00333333333333	4
N8	0.00327777777778	5
N11	0.00205555555556	6
N5	0.00161111111111	7
N0	0.00133333333333	8
N16	0.00133333333333	9
N7	0.0005	10
N6	0.000388888888889	11
N1	-0.000444444444444	12
M0P1	-0.001	13
N10	-0.00133333333333	14
N4	-0.00261111111111	15
M0P2	-0.00561111111111	16
M0P3	-0.00605555555556	17
N14	-0.00683333333333	18
N9	-0.00705555555556	19
N13	-0.00788888888889	20
