InstanceID	N1	N2	X1	N3	X2	N4	Class
376	423.62389385955373	450.74986515031907	1545.0871477008031	511.10481532572686	1056.5116503289253	469.0886352824901	19.0
179	457.63087760316193	456.67071048938	1587.921169398115	502.62148370223144	1093.130723667042	485.6302944470483	12.0
354	462.7445440967623	502.84992676831945	1536.6248107322124	535.1765477693544	1084.1636713975822	517.3253081255741	11.0
385	255.76899913633403	250.53843508518807	1204.2174322321848	242.8323477365562	733.2918380385469	317.40917030292013	20.0
173	300.4403075945397	342.4161126580127	1171.0356865507622	365.10943414712654	800.9212375386091	382.8734327757847	16.0
404	206.4748612591259	226.74327770869536	1270.164761133289	231.25567422113355	728.2778935648756	271.43738122939254	24.0
355	314.6571760918846	308.98934961169755	1351.960509361711	320.87268280701977	873.454520622999	361.3438018039301	18.0
38	219.09952343580215	195.30646912996235	1192.3321129632168	228.8594425000372	792.7393813244084	272.32028776259233	23.0
174	157.05336209822784	115.3074489784032	1170.3861947150924	167.13922607023406	646.3363989325167	198.11946238914507	24.0
378	293.4640942010114	363.981575538459	1051.6381355666583	361.50758942632854	691.6579752916933	377.345452185854	18.0
481	330.24163741610636	354.8202979599224	1333.4568977291851	424.5234139755579	957.7206855079326	374.32557685525086	15.0
251	80.71334035556187	87.77600498343772	651.8600719511624	95.22410352468295	445.84447665948977	100.6031842429881	41.0
496	122.31038860651532	126.53706981779266	945.243035817991	152.5149941048843	621.8367048708088	139.37508690496313	33.0
111	77.56341060909804	108.29438359763527	656.0115999673708	66.57079115231936	413.07547481455015	82.96219100764506	41.0
80	401.5870832341033	404.95970470590333	1223.3564082421208	448.2024233060677	858.8864452286443	419.1535154749338	11.0
63	77.11257305501879	112.37375139213546	690.652753140761	108.45014617254867	476.66905480602486	122.55202410434026	41.0
208	122.43478828112767	121.07574411580333	705.9350243391413	113.21473066207824	492.76625235023187	128.04780591726123	39.0
167	377.6622968928206	404.72163035398444	1119.451243176211	397.17998690998166	796.127689317607	413.86585600542855	3.0
393	399.4213995086887	423.2017637910592	1314.1236520869313	443.11669928372373	904.9350699044192	434.63249940837727	8.0
71	156.77945721429407	150.3350874271941	705.3670484699231	154.54397485047772	381.7527655077186	147.5204934730922	34.0
47	150.9748535925466	209.0640109461279	838.8460067055732	217.64884492569567	660.7586364824182	205.10385163536827	30.0
227	368.009912322444	367.3546666516421	1350.9451785658573	421.7256868305732	980.7170823374606	392.9566307748444	19.0
166	228.372740052427	213.16522315308765	1066.2984043472957	238.52283689104277	694.063869006268	269.26789535849804	26.0
