ReliefF Analysis Completed with ExSTraCS
Run Time (sec):8.09100008011
=== SCORES ===
M0P3	0.0114444444444	1
M0P2	0.0101666666667	2
M0P1	0.00938888888889	3
N11	0.00488888888889	4
N2	0.00455555555556	5
N12	0.00344444444444	6
N9	0.00338888888889	7
N16	0.00122222222222	8
N1	0.000333333333333	9
N8	0.000166666666667	10
N6	-0.000777777777778	11
N4	-0.00122222222222	12
N3	-0.00138888888889	13
N7	-0.00255555555556	14
N10	-0.00344444444444	15
N13	-0.00438888888889	16
N0	-0.00444444444444	17
N15	-0.00472222222222	18
N14	-0.00483333333333	19
N5	-0.007	20
