Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
100	995	1000	0.9383262392817173	0.5596666666666666	0.0	0.47204816738764444
200	986	1000	0.9395702132855054	0.5636666666666666	0.0	0.7875162323315938
300	973	1000	0.9354292389970474	0.5676666666666673	0.0	1.1079884847005208
400	958	1000	0.9234183347315014	0.5705000000000006	0.0	1.3889437317848206
500	952	1000	0.8922617469022414	0.5690000000000011	0.0	1.6473571499188742
600	945	1000	0.8789230083704511	0.570500000000001	0.0	1.8933083176612855
700	934	1000	0.8855854537369291	0.5706666666666673	0.9004282655246253	2.0400758822758993
800	924	1000	0.8562167099681298	0.574333333333334	0.9058441558441559	2.125372048219045
900	910	1000	0.8053470781706232	0.5778333333333342	0.9	2.212667151292165
1000	899	1000	0.7693135795303842	0.5820000000000011	0.9010011123470523	2.2968433141708373
1100	885	1000	0.7848507701113614	0.582333333333334	0.903954802259887	2.3779245018959045
1200	871	1000	0.69839397447408	0.5830000000000004	0.9104477611940298	2.4522864699363707
1300	858	1000	0.713143106711241	0.5841666666666667	0.914918414918415	2.524264148871104
1400	847	1000	0.6222568019745239	0.5846666666666669	0.911452184179457	2.592879335085551
1500	833	1000	0.6617352247512733	0.588166666666667	0.9159663865546218	2.6605060656865436
1600	819	1000	0.6679458997780335	0.5895000000000002	0.9242979242979243	2.7301565210024514
1700	804	1000	0.7385827422861001	0.5891666666666674	0.9228855721393034	2.794070565700531
1800	795	1000	0.7849287004172192	0.5901666666666672	0.9207547169811321	2.8582805673281353
1900	781	1000	0.8710067956087049	0.5898333333333342	0.9231754161331626	2.9134040514628095
2000	772	1000	0.4373478486608184	0.5923333333333345	0.9132124352331606	2.966316334406535
2100	754	1000	0.6610592031097543	0.595333333333334	0.9137931034482759	3.0167919993400574
2200	749	1000	0.7460438259762927	0.5971666666666672	0.9158878504672897	3.0664435148239138
2300	742	1000	0.9116649164222079	0.6006666666666672	0.9164420485175202	3.110781983534495
2400	738	1000	0.7512359808714544	0.6003333333333337	0.9186991869918699	3.1517208854357404
2500	739	1000	0.8089811245979028	0.6013333333333337	0.9215155615696887	3.189269781112671
2600	735	1000	0.8582601645937622	0.6015	0.9251700680272109	3.2281360189119974
2700	727	1000	0.9555226647778438	0.6043333333333335	0.9243466299862448	3.265421982606252
2800	724	1000	0.7133312523543189	0.6048333333333332	0.925414364640884	3.305204617977142
2900	714	1000	0.9271155908957005	0.6071666666666667	0.9257703081232493	3.3418980836868286
3000	707	1000	0.6918149207900274	0.6093333333333334	0.9306930693069307	3.378857986132304
