MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):8913.00445795
=== SCORES ===
A_3	41129.8726054	1
A_1	37719.2140072	2
A_4	37323.1569015	3
A_2	37292.8276914	4
A_0	28440.3778051	5
R_1	6359.34974375	6
R_0	6246.9318846	7
R_29	3935.23290823	8
R_14	2983.53476015	9
R_21	2886.14530796	10
R_18	2144.98975282	11
R_19	1889.71815021	12
R_13	978.676217069	13
R_26	895.390810468	14
R_20	583.006737386	15
R_22	-52.4268450926	16
R_31	-421.672197026	17
R_25	-704.330459923	18
R_16	-711.611100306	19
R_8	-742.002724776	20
R_27	-1034.49936244	21
R_30	-1383.59673187	22
R_28	-1423.00093025	23
R_11	-1647.93882305	24
R_17	-1662.13453962	25
R_5	-1732.8998567	26
R_3	-1833.33634539	27
R_2	-2170.63035012	28
R_15	-2214.43771754	29
R_12	-2395.75118674	30
R_4	-2816.63031103	31
R_6	-3110.47924547	32
R_24	-3141.3022342	33
R_9	-3915.09324505	34
R_10	-4353.53909698	35
R_7	-7008.49889053	36
R_23	-7239.05610167	37
