ReliefF Analysis Completed with ExSTraCS
Run Time (sec):7.59500002861
=== SCORES ===
M0P1	0.0260555555556	1
M0P3	0.0250555555556	2
M0P2	0.0223888888889	3
N3	0.00405555555556	4
N11	0.00127777777778	5
N1	0.000111111111111	6
N9	-0.000277777777778	7
N16	-0.000333333333333	8
N2	-0.000833333333333	9
N6	-0.00116666666667	10
N10	-0.00138888888889	11
N0	-0.00305555555556	12
N4	-0.00383333333333	13
N13	-0.00394444444444	14
N12	-0.00444444444444	15
N7	-0.00505555555556	16
N14	-0.00627777777778	17
N15	-0.00744444444444	18
N5	-0.00838888888889	19
N8	-0.0133333333333	20
