MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):80.69409108161926
=== SCORES ===
X	19220.391508282028	1
N7	-407.94093432493173	2
N11	-831.1039222194704	3
N1	-886.1779704165056	4
N4	-979.3431828714274	5
N10	-1040.423992473814	6
N3	-1102.1152467213833	7
N8	-1129.154278581802	8
N6	-1134.9457953869787	9
N2	-1262.9281256960894	10
N5	-1356.5060391254774	11
N9	-1794.5362740264354	12
N0	-1856.1532304794127	13
