MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):84.85846400260925
=== SCORES ===
X	62383.96443251902	1
N9	-2787.369362954454	2
N11	-2928.0824701346537	3
N3	-2994.6625452378685	4
N1	-3119.7123726144455	5
N6	-3149.5451814843072	6
N8	-3399.6993630452016	7
N5	-3417.1030498010805	8
N7	-3451.0688735678887	9
N4	-3473.861935755107	10
N0	-3537.001477053036	11
N2	-3586.103532060559	12
N10	-3790.878894885289	13
