ReliefF Analysis Completed with ExSTraCS
Run Time (sec):7.32899999619
=== SCORES ===
M0P3	0.0483888888889	1
M0P1	0.0478333333333	2
M0P2	0.0411666666667	3
N7	0.001	4
N15	0.0005	5
N16	0.0005	6
N1	0.000166666666667	7
N6	-0.000666666666667	8
N2	-0.00227777777778	9
N10	-0.00255555555556	10
N11	-0.00261111111111	11
N13	-0.00422222222222	12
N12	-0.0045	13
N8	-0.00622222222222	14
N0	-0.0075	15
N5	-0.00866666666667	16
N3	-0.00977777777778	17
N9	-0.0103888888889	18
N4	-0.0113333333333	19
N14	-0.0140555555556	20
