InstanceID	N1	N2	N3	N4	N5	X	Z	Class
477	430.6967128388843	194.6844814083593	461.93317793944726	461.68565247904655	210.81743188387497	1291.6012211705097	2776.2071376199096	5.2
421	544.820840399625	346.2510976139408	597.288183746183	482.70329851005977	382.4392216667151	1063.0763555474311	2191.1732231001383	0.2
178	496.37086208342447	188.081118344959	487.6807513661895	529.422004207569	205.3629472095929	1365.779271661607	2852.451103451182	4.3
576	346.96703780711067	181.68825638338296	397.3192553196515	389.89634007531254	274.4060710674344	775.9771044939366	1580.4510895892413	2.8
387	613.1883038534437	338.1227484800345	582.4592322379481	668.5650104066726	391.65459188061135	1461.0104699941687	2704.0798541600984	2.1
183	196.89830436955882	86.94005500663484	250.93248823334295	256.63557110461454	99.43296780337306	615.7430003255733	1649.7067778420053	5.9
606	619.9027371544795	317.3012010432408	536.129027962149	610.9386154968947	342.8346188770561	1445.2988991477243	2674.5275895379914	2.5
212	529.3204898261338	239.78308042257447	446.3886304361741	563.1704690171499	294.4997902517917	1404.1457682920745	2628.0863925135423	3.2
617	647.6365647109549	379.09613267429955	555.8590851943243	682.011840734695	470.627584490426	1406.0070780784602	2600.8426518025735	1.6
433	502.76983186692667	220.6648558198904	431.0447427955048	510.0812353538875	242.64681880028212	1359.0905112734908	2610.3515591857513	3.3
398	580.607550304838	372.84031108246046	678.0931090727836	617.4663106953492	377.4657554986646	1351.2804199323782	2516.815841813249	1.0
145	531.866892309746	360.55595228857584	668.3229920583844	616.980436343155	404.9665250674821	1244.5541730801144	2362.7476176764167	0.9
3	486.26586491007384	211.40116406495977	386.18821448850866	523.2462704105126	218.98315041969425	1349.7131185091448	2581.01614559664	3.2
316	422.39194634709474	170.0483535935685	392.48826792956754	462.6809111732552	156.09300340349418	1274.0612802728374	2722.500745004308	5.2
153	648.7827352781392	387.5046347785662	728.1532514340222	658.5662692426727	406.7013686587482	1390.8860786650075	2669.359596692217	0.6
616	555.0835222654234	373.2027131212672	691.8771173984693	626.2864314555264	399.660383422922	1359.7617654468258	2597.153795244687	0.6
284	456.9180042529613	206.5774567730336	388.33355318601235	492.64882279254766	194.26561221841257	1287.7545777179976	2520.039399462642	3.5
494	406.4532181268872	157.1359833834761	420.24789353532367	465.7303205325099	178.88954325736591	1257.0004761932844	2768.1758323672234	5.3
84	230.73237228630254	160.68505267946986	260.7421390508616	217.53321472898472	188.4565106167614	408.51839826253797	1001.0548153908646	3.0
567	432.87309420806804	165.7613764254186	407.1808025651606	471.44347295567843	168.18487544938975	1267.773796789173	2761.2998348443653	5.1
79	423.99562975464295	180.29721839041096	403.2388240556813	452.0730120748142	187.84501573360097	1299.1080082783797	2747.8020505022155	5.2
412	464.5818207585888	193.08528659323136	517.2731296485084	555.5406873964901	214.08751086058467	1379.5032893468042	2852.444206553129	4.5
121	559.2077757570315	270.01858742439157	474.3411294837363	537.5369773016722	288.1872336952327	1392.3410708382046	2645.5728814617705	3.4
431	247.12923870754804	94.36598280587754	308.6741539429742	292.5606587877814	96.5383694596248	664.7796445367135	1672.7797530253276	4.9
330	628.8643647551659	407.15435697044876	619.5640744918297	668.1212727647843	394.96960537225186	1456.8636192352974	2713.6644263792714	1.1
14	549.8872134898343	281.1252084759685	528.1389655269322	607.3999580960985	381.0121627031611	1405.176387361556	2597.7790149210778	2.2
486	425.7224981575941	191.06598245809772	441.0205578637126	494.68153344203614	199.76865260190675	1289.4201462451797	2728.2427195837	4.1
269	438.0380944063727	171.64601345932337	392.3195931002609	460.3818592275637	176.66520874772507	1288.779157514956	2741.418056333532	5.3
0	456.831540246532	272.25430660941424	487.32567155759	602.4125172232611	280.38366846897105	1348.5574043683923	2577.399799454024	3.4
358	616.091738432648	348.93452732627367	554.4093885787573	624.8403130605578	375.49404449254286	1434.3954419297902	2680.7469102814407	2.2
220	341.4453012976504	211.27417331146142	310.1580841527827	314.5575273637875	310.02907940431766	447.89707687363506	1064.1214348897586	2.0
117	333.31793353333194	242.53136375455875	393.0324736661537	350.2471266156528	330.8489830837711	610.2081411287093	1338.6655469771144	1.9
184	486.00664377959214	279.143917325946	482.22242308365645	583.2353201346325	324.89502584841625	1359.4534645165577	2552.013800033329	2.5
586	495.83101925242306	213.2694223063383	418.5955092917005	497.6714620943308	242.21593784115885	1332.3789714199104	2580.487082330805	3.4
536	191.77800821311746	78.9528496616909	242.52282140404384	250.09755161671924	87.47619962688653	601.6658392373033	1635.685408291678	5.9
348	587.880775771522	383.79095988014035	685.8284263048096	636.5088259531095	416.8122104494278	1333.9928044661897	2517.2892321998893	0.9
103	605.1610383162831	335.86892721931963	686.4995635758048	595.6883374554711	397.47245051554466	1452.5354086066484	2748.263177351603	0.6
155	425.25584442241217	160.34493370709993	386.21694671209707	440.74263639578203	158.20334136705912	1293.952331470988	2726.613613443949	5.7
452	400.3814956982873	161.21324576936692	440.60023599727015	483.64175422272797	169.61213247533317	1257.6331994000323	2787.447838550342	5.3
589	687.4902231903397	403.989029211196	607.5455912926872	733.8263204355181	434.70676498891163	1543.1135284383931	2792.560770804206	1.3
276	592.0390026782708	310.235754443848	491.3025393632237	618.3840504833553	345.325313464396	1441.7602171243807	2623.687234830457	2.3
614	347.1020915271931	151.6145629136136	395.1436902602251	430.5826147017303	139.27975302449877	1062.576051924787	2353.9960012407273	4.7
444	527.6070097427098	347.71785466075465	521.8713956626154	565.0136553876172	430.8546658659619	1241.1646894829325	2300.614017336689	1.7
560	518.4442889594292	339.1678301733314	717.48984626199	612.9070487555281	398.74299192472523	1478.9700433201624	2780.7987695345214	0.4
527	547.5843710523137	345.2617179888606	619.5891236465114	606.8974309344496	369.24277467991436	1359.5156925300246	2431.6002463582827	1.0
239	242.3590262816602	109.15929109950021	267.73992527766603	299.36211042461383	91.66825033904783	775.0792085071765	1791.4933364189815	4.8
274	434.9079695564068	176.83197859841889	404.5679080399588	432.44709516634623	172.10352230335502	1342.3668590180046	2765.5756515436433	4.4
478	433.1536444570412	180.8450745249019	390.6587174825342	434.1860164756888	169.80711484061638	1319.9908967306321	2743.0555334102582	4.5
118	449.731672765301	190.19456883960143	409.488024266779	449.82986776853096	208.622873386301	1338.6852834119322	2743.5138957146532	4.2
425	525.261733915632	334.92012470981945	735.1090282640876	722.7222903773038	425.23781935696167	1443.5927959803319	2767.6646982513116	0.6
604	539.731708221601	247.14593199025816	445.58969530228137	515.2140943856282	272.289285273634	1382.5975805781504	2638.0840645076837	3.1
146	595.6388000707313	313.7861369987044	540.5705248200969	569.9362802006937	319.0005651905328	1434.888968299912	2680.50440766061	2.3
60	389.02527635768155	142.08637450267437	355.01898949010496	373.6972634678263	173.20400019222276	1163.7486404109202	2554.012548586011	5.6
506	448.2707529703817	327.82363316758415	524.642200401138	559.5099217390162	369.55201640334184	1204.9328854657458	2271.6585506087727	0.3
113	427.9507840205811	169.00868840570973	328.4884070376025	454.93885554606027	175.913333685031	1292.9000955550619	2711.371001425728	5.7
42	520.2469766569736	333.3068653167728	704.7459872152116	681.2190059884966	411.882047486043	1491.2187058678292	2768.7328227698345	0.4
334	450.7107736000484	173.47361455380639	365.66145780457066	474.092364387826	181.41945000865218	1327.8651772171577	2733.499918534687	4.5
298	650.3902786535099	405.1789942850208	615.7938468513045	671.6494352174293	426.30979777421504	1346.9491818501945	2536.1970045185276	0.9
253	399.56382308435565	159.61370204609628	391.5764849676871	445.2483546820548	172.10677276122476	1299.6820318889984	2736.5882083163324	5.7
488	500.3574004864407	353.38479792141453	685.6557001817228	656.6815487961602	399.5847756072585	1465.0319533288898	2738.6169922919685	0.3
67	359.67056252489743	199.7019981241995	356.0575235516635	349.9930740585564	214.8210707448084	746.0506862346454	1574.6066047222776	2.9
241	404.3166708101802	126.7457804381755	343.1616985025838	467.25596750565177	210.67605230390294	1249.874724427442	2436.186113949368	3.8
462	433.13384980785725	155.89080126340878	425.716606399765	500.8417037559708	239.75572125878904	1278.7872280320862	2519.8128007015785	3.8
34	467.33464287839683	196.4710820948955	466.45147020899566	479.26604323075463	212.6998820977342	1339.1922917048876	2793.332091806041	4.2
165	582.0910332500641	358.0956025313933	597.2962297042493	564.0180454497125	376.25099381286026	1268.7989621786846	2445.22872904541	0.2
409	391.150933084318	129.92020842707464	402.58669436190416	489.62031798029597	203.93977942502806	1310.4858322810312	2669.46695467489	4.1
11	553.9437246524536	370.7032758846556	735.5355363001739	632.2571498087185	401.67530250111275	1480.6555288624932	2822.545666121631	0.5
207	549.0349395671958	247.2934000305826	517.8829027439741	585.2964580179917	309.308647921094	1400.115423896024	2675.7077570057977	2.6
602	544.9880096946553	367.95429382893155	643.3392417787325	572.3136588475686	393.800558351355	1328.2688886095036	2483.917464766572	0.8
363	210.19401027913364	81.46910287937581	153.82372721761277	194.50414728148994	74.62316974366557	484.6481875627224	1216.0779863865191	3.9
367	438.26395332218635	175.3506992519166	333.47784778657683	459.10913153623835	167.45952462745407	1277.95160130079	2693.3303810511607	5.8
135	405.65042496006646	137.72124015388613	417.4446573158914	455.5884593829425	189.01134222054642	1254.7627225239985	2741.2139896826684	5.8
397	554.809983418294	263.4908643539614	395.8861491467281	539.3700237579089	282.03579078425633	1379.0775381241945	2575.003127521479	3.6
271	541.1631345286369	337.10169727603443	549.3014176528518	613.8604560449559	399.59018209133933	1410.3103213023476	2638.8435079674878	2.2
