InstanceID	N1	N2	N3	X	N4	N5	Class
477	700.4909242992843	419.78457913511943	528.1603160249673	1024.3273836185335	388.1207025241941	531.137012450409	-0.848872488540578
421	742.6230805319605	489.536926131879	630.746944298911	1245.2556065833137	458.4830709686801	759.8742644149919	-0.848872488540578
178	917.9410248161388	668.6890123444549	737.8324708679461	1135.5309666567118	645.7324797163104	833.3361251155588	-0.49901177664292
576	938.3865163408097	495.38457172253965	810.1126063692803	1440.9809621054148	426.3802924138026	628.0115997606183	1.41088885306209
387	1399.3656757257527	847.2143901058618	1160.6691371376576	1874.1429383836467	831.8388906771379	1060.3154265706478	0.493150590278539
183	1182.7372575177608	661.4605229905288	952.2653360959584	1815.540352854217	582.06250729332	880.3997275490696	-0.675262089199912
606	1143.765729629652	731.1374220277779	902.4009729600776	1781.9290779359815	572.9057358467649	883.0148347679805	-0.675262089199912
212	1361.0143912274455	855.1491235861536	1096.567082300924	1876.582678789529	776.8422435623346	1093.220611657736	0.493150590278539
617	532.0134959799835	213.2352931569418	434.89384396294713	854.4864343881992	168.59799099925598	337.0958319455653	-1.38309263996582
433	786.4254875140404	319.11560621651887	736.064494709988	1743.6026825813497	216.18524354096346	563.037707397856	-1.41044611617154
398	1082.479665492827	699.158579024834	884.3603549677701	1349.602131495842	673.3348569383982	880.5237755974719	-0.49901177664292
145	855.2505081351101	546.2641633931806	666.8904683537756	1265.6841150690427	498.53310571870225	761.3270883406326	-0.848872488540578
3	1261.6188310063771	778.5328547304384	1082.9592325045314	1729.5713069729356	669.6985103995015	1008.7267884608834	0.843858212814768
316	1035.8041397662644	745.8694893207829	867.724837087348	1188.7089132151264	745.7716642147105	957.1059508668053	0.68075478845144
153	1015.3655010434998	580.587219554653	919.1345675984509	1450.0005151869461	527.3833361161908	708.0060027803108	0.843858212814768
616	1405.876827017352	865.4041601067892	1114.9398973476657	1832.8898850610465	789.332442185084	1097.4326303440273	0.493150590278539
284	834.341029499695	486.5996716671645	697.2618260165873	1182.882735376671	384.45503935762116	566.220790462617	1.41088885306209
494	740.0401979471457	339.7412449837599	635.3987458054837	1688.7959695099335	177.24877226889674	526.2805813050869	-1.41044611617154
84	967.7660474025214	488.7607357492842	884.3129590051936	1571.8961220087285	400.37336054809117	702.3754202983877	1.41088885306209
567	792.277144372333	329.7523806594502	662.8094063999915	1608.648014135047	226.78518706796208	444.6566854106165	-1.41044611617154
79	1010.2657557476314	537.457724744892	767.301994468099	1746.9432515379915	391.5223962308921	703.2426808676921	1.38177329067604
412	1297.4375296284084	824.706856750923	1119.1070466815584	1797.4065801703362	731.5684511387212	1021.881432958997	0.843858212814768
121	697.9918615946858	309.1942832537546	578.7504313285446	1296.9028153317036	204.23771642409224	351.0146872648715	-1.38309263996582
431	1251.2780301977436	687.7217020614404	967.2107766039746	1867.9069135785999	652.0995588282689	947.4121293734253	-0.675262089199912
330	919.0294907531802	501.6242872847389	826.8082999054631	1396.8149482709857	426.2443733752035	645.4052179943154	1.41088885306209
14	987.1937189724106	477.76154813802015	839.0706665144414	1507.615663122861	406.3605006158886	603.3856113103511	1.41088885306209
486	914.9529062542312	570.7106746789817	790.6276063548548	1363.9315168774513	613.1375696676248	774.213226469914	1.0
269	843.4578464052806	545.5336688794596	724.36891391306	1344.342119879905	506.75439054482786	692.3056749393372	1.0
0	1082.1336655103996	781.322297690358	869.0552228138175	1233.3066770295095	785.0900870032644	961.2176620772494	0.68075478845144
358	1171.3515261374037	695.2143066936192	889.5541237170418	1815.1160333492633	568.3867657687869	842.6997142447736	-0.675262089199912
220	1331.7971242592162	809.3627490765765	1121.5760180508498	1820.30554612218	786.1907490651224	985.1547056777157	0.493150590278539
117	913.4807370952416	633.2995511115978	700.9238764602233	1081.6897273094733	596.9683298200771	820.6581132758157	-0.49901177664292
184	1066.7078641621351	776.7304349749293	879.8968253750811	1215.208559338717	789.4751911376819	939.1700404550845	0.68075478845144
586	708.0059100045361	477.78241346250667	626.1975688201805	1209.8463548518025	434.11883669017067	652.6918302813084	1.0
536	754.3891902222049	291.0739838335508	640.5512339472864	1684.444023579901	171.5575185506659	497.0952403297401	-1.41044611617154
348	908.7023965417686	457.55521208901536	771.386008152083	1368.5361293254834	412.2777631812832	578.3311199713844	1.41088885306209
103	1407.5379664190289	875.0691194640865	1188.4698803996396	1871.4179348381288	836.4731032913826	1086.9854232982516	0.493150590278539
155	1039.9203466658091	584.6750957637752	874.8007533438924	1485.7157749561993	479.506594763682	745.0287618285597	0.843858212814768
452	1022.6228458350143	607.1211319787288	883.6683500450393	1439.1097598810863	477.46609848795845	716.4217603311431	0.843858212814768
589	493.9396661091515	223.225338675786	412.142091647957	822.149468832262	151.88635526789975	300.2382315196362	-1.38309263996582
276	762.1466350719402	545.4477517699894	698.5403136744446	1308.8412345503584	509.61217758144477	743.3770797482929	1.0
614	1176.7349922826122	674.6421815595312	957.8033712934247	1813.2485602476506	577.6657722383429	786.6925210888568	-0.675262089199912
444	587.5545538337263	282.7595950555329	487.2788893794828	1079.3886328424032	188.86901723849832	329.4007846549613	-1.38309263996582
560	1356.739271781662	847.0476257409144	1172.5790659307763	1893.1208527855656	822.8131415403253	1071.7511243672188	0.493150590278539
527	1069.1193577403808	612.4989789623568	905.537364197433	1490.019959696447	543.7780529290359	709.6350194917727	0.843858212814768
239	764.6515113302069	319.0730804054283	710.0895562134468	1728.5176475122776	218.10851248311943	553.3547508217672	-1.41044611617154
274	1359.6513050378044	819.4589772296216	1134.2691089576479	1812.8787267691166	800.3079355433454	1009.3310037150623	0.493150590278539
478	907.5964601382497	642.8955418715045	717.3713064333148	1078.1214207021808	599.8186900644627	772.5802875460406	-0.49901177664292
118	601.1387462936028	291.7795041486877	539.4846361095516	1054.1379535623141	158.32502473303026	310.5227903350864	-1.38309263996582
425	773.6645442349618	341.1695900530478	666.3814068725188	1388.536914538301	232.70965660283827	439.3725740556743	-1.38309263996582
604	1198.334682880507	768.4684300374915	1003.5860905872242	1979.6214522181683	618.001196350721	971.4761562426518	-0.675262089199912
146	1379.2348773731019	856.840264199848	1116.3117178356654	1876.7091042931406	793.0294741559118	1084.5227203564316	0.493150590278539
60	1176.5045872277394	769.0367263301401	899.7577784379223	1286.5925375796687	778.606831636906	963.165542300822	0.68075478845144
506	916.0729203876648	644.9987040491898	678.5081264237791	1061.702243249341	587.4731103043129	769.0171298064901	-0.49901177664292
113	840.9478989191774	487.8285643448631	764.8874799718966	1603.668271860969	366.08820484691495	620.3228252232134	1.38177329067604
42	1036.0636478333997	722.5591138657588	888.0865280322454	1211.8183509594246	774.664281319385	963.6915399451339	0.68075478845144
