MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):72.93496298789978
=== SCORES ===
X2	61599.131090692026	1
N8	-2735.8891915845597	2
N3	-3011.1104086895684	3
N10	-3018.785882287306	4
N2	-3098.312794967889	5
N6	-3144.4169050380515	6
N7	-3489.0303718427967	7
N1	-3617.224897986678	8
N4	-3709.267722857556	9
X1	-3719.5391755957207	10
N0	-3768.537776160407	11
N9	-3911.4332440176186	12
N5	-4222.782955015577	13
