MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):1105.58295608
=== SCORES ===
A_3	25316.8567023	1
A_0	20879.2241213	2
A_1	19490.5703908	3
A_2	19062.9051334	4
R_13	3177.27315739	5
R_12	2060.11161655	6
R_1	1067.78994992	7
R_7	1057.08405443	8
R_4	408.072865192	9
R_8	309.257781743	10
R_11	-166.790459649	11
R_9	-450.121246394	12
R_0	-1210.38700746	13
R_10	-1423.21956152	14
R_3	-1627.74223329	15
R_6	-1798.85248876	16
R_2	-2451.51898591	17
R_15	-3076.42210042	18
R_5	-3276.2850748	19
R_14	-3688.25368628	20
