InstanceID	N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
1304	209.00984645018843	7.816538276340703	620.5722041967031	216.2046024285114	64.68010655240987	5644.440383902934	299.9360166615752	100.94185523101	20.244125275073635	6.00191970227079	98.65688787672407	1068.3356909707716	9.926637253310087	93.22246185
715	268.32769962478636	12.070342373682568	612.0472913785808	184.9454389944821	38.988155572838174	4286.534304678211	298.4272865235706	206.54665177102845	114.88459068980143	11.930636444099099	128.52362755787544	993.0535784777683	18.733916860169362	7.561916608
1320	187.3533086398413	6.7695956862043065	524.4087134029577	173.07766968579	23.443808993384124	5832.367520118289	325.8219912010068	103.54185489165384	157.07683803362357	7.709439576825425	118.03695277648039	1163.6209600454551	7.379116290607559	83.88570194
298	323.19869192960164	6.943708625149619	615.632976419938	251.77787379167214	50.60525763982877	5986.5340547805035	353.925508565184	109.08239304028578	49.6817595536695	10.641769125419211	163.65237156335462	974.7850928597444	8.092657858223614	71.50397647
381	166.83907064824191	7.144306035273679	410.76723477506386	120.3780872928035	46.288147621282576	5651.688958556372	256.35531166175355	101.94679699757559	165.51494087021337	4.350980039361787	67.89943877282185	1231.173505490392	8.126914598929096	89.27446667
1107	259.52603460205967	9.61275692329384	707.0398255842383	73.60338242891932	41.2087295607792	5531.598255678221	325.48151888986376	183.55556798172765	206.26146552291738	8.405480031499444	141.92118997016325	864.2733601392404	24.57245432751481	14.58198755
1268	139.84149895363888	5.132584366396169	590.8399751039384	97.94977946743384	21.685297030649018	3963.863587050463	326.2651986683119	201.80377343463414	44.709283815045616	7.719338903842779	93.86206140821281	766.5922920554648	18.10082840087368	7.467667598
1125	287.24061381078513	3.8705059973985323	513.5988456681266	101.99182293899221	62.982295385170836	5714.980111420138	298.9094285675573	149.94258017870507	165.81137614818948	8.189088298998522	82.74865908579754	827.0526985078121	19.16524551233244	25.68025033
419	268.4409846131535	0.759150321693047	379.9394751702548	127.19577109094058	7.504299845894355	4176.86296880603	239.10245011899065	86.3397755822092	107.91788612139992	6.707311763703501	136.57590040706992	850.4306448361307	3.9609501930206	104.2648473
749	317.4373812901813	3.4822683983212332	465.1738649651972	137.72627046059227	38.05784628725481	5382.644254561395	358.3948692709144	109.08816978818965	43.140356866193706	7.83934689335837	150.9434312075607	975.2002988523848	8.158497014676113	65.12794604
184	200.9082483616381	7.114823776724819	709.5984962403824	86.20793829675029	24.471554950891807	5550.4021130273495	325.6489445109055	168.35604185235974	190.36940813296178	6.621559572508952	164.00432851805238	980.5258903955754	15.993409860512404	14.89619399
1345	307.3691340380843	8.591577032122641	721.0951280525151	152.6418878139581	114.09267464737626	6053.64585394864	310.8110461727368	115.76329385787051	86.49684045991104	14.505159907326654	153.68579950548462	1116.7767635721034	11.101570092896129	46.96379911
1043	327.42182288357594	18.956454438826174	553.8010938676164	139.40005691207267	101.80713701474754	5661.886783740354	306.18267731861357	160.31738180092094	227.1479216225365	12.754848623662223	145.0317444584777	1204.0112161220652	22.137068919682036	40.02154728
307	296.2948920213949	2.602223496808252	712.6669574134859	153.2537543263875	88.33153517810689	6164.335337195825	332.9561703411666	180.96216113288625	233.86217037413672	9.379590102182972	119.67058437909563	1301.5806833671134	16.76469937385763	33.77472284
1191	269.23913757785175	1.9352754850849003	394.2029389692291	96.0468905019189	18.038524416785048	5526.9741387683	182.09030802622308	75.46100911535862	20.72019804690605	1.21473081886802	144.27502099429057	945.0617165119246	5.1904317636867745	82.65908445
982	251.29136802701225	2.779280352062076	660.2494854495861	231.85155034785396	32.22724298999362	6290.468459171622	365.44286223360456	168.25546278880316	220.23749508791624	12.473471029779839	167.89622910166668	1211.3849236940594	14.283659306420827	43.7171325
271	310.28821482126494	1.7808151700774646	599.3415527602675	106.44202792635024	36.73242660801854	5954.379932629755	289.21039476573026	104.81699300705941	22.770835984519145	4.726171584611494	135.69286631172133	1023.4875641523587	5.232943133407117	70.18301856
1190	161.1089977459547	1.0098341740946826	408.2619432187287	102.50920788207954	18.994208763738357	5075.344593617163	254.38598097949796	93.17595063556762	116.56922013913453	0	105.77813927338909	897.5593872858739	2.8347308291770936	97.96100471
