MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):162.965579987
=== SCORES ===
A_0	3546.92833279	1
A_2	3436.54163438	2
A_3	3317.89940456	3
A_1	1876.59576119	4
R_7	596.189258616	5
R_12	507.971067477	6
R_14	377.243115821	7
R_3	274.700844556	8
R_8	239.745343428	9
R_6	56.9859301185	10
R_11	-92.1510922291	11
R_0	-111.650497662	12
R_2	-122.126253573	13
R_15	-130.183459666	14
R_10	-161.123437748	15
R_13	-186.465748446	16
R_4	-191.305082397	17
R_9	-221.081934503	18
R_1	-697.348849044	19
R_5	-797.8535023	20
