MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):214.938999891
=== SCORES ===
A_3	2267.5825096	1
A_0	1952.19214271	2
A_4	1427.5042888	3
A_1	1107.76487447	4
A_2	1058.29434214	5
R_24	879.647096866	6
R_16	441.029961811	7
R_31	415.351869044	8
R_25	312.679901981	9
R_27	287.798968474	10
R_19	228.789420111	11
R_0	204.57138858	12
R_20	158.808817454	13
R_3	153.926904122	14
R_2	148.074551573	15
R_5	134.346260829	16
R_23	119.674470546	17
R_11	92.0447603496	18
R_9	-1.8709956936	19
R_12	-7.7557168475	20
R_26	-73.6055526793	21
R_18	-95.5260381656	22
R_30	-96.6372117155	23
R_7	-99.6084868453	24
R_13	-113.512965315	25
R_14	-120.444822387	26
R_17	-153.734576155	27
R_10	-189.541075348	28
R_15	-208.489800547	29
R_8	-240.278498406	30
R_6	-267.457155843	31
R_22	-315.202776368	32
R_29	-365.213402624	33
R_1	-435.310536623	34
R_28	-537.759468253	35
R_21	-550.813536257	36
R_4	-603.51925366	37
