InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
1304	22.603360499684335	56.84088982245184	5.109385979202357	34.0846471036174	27.49770811971234	64.06604202851832	833.4543734771445	19.254226258950382	1596.8600476138981	2142.431065423879	6.340667209464771	6364.344407688859	8194.737260381544	321.87
715	44.460034298617146	22.248987512992723	10.792805690118287	44.401579598956204	37.16752202853605	38.48485461610005	834.2476069451002	12.917467041081647	1474.7747576792606	1890.109676371371	4.05524596401048	6068.1920507174555	7261.589270926602	492.22
1320	109.43788073719392	65.81868275444505	5.179391032969814	56.74654552531169	81.27561519439217	80.87900427231939	962.437505202377	7.0173494847709765	1955.8227305442842	1950.5132118504266	6.790758213106236	6098.5187871955895	7961.218081505526	435.48
298	78.59370112162057	112.87747591598232	9.928527712330228	44.70235615748221	99.47471159973954	97.98509601504261	918.07528880076	28.272630086781838	1744.8084795910743	2268.227879903307	11.637551563998832	6341.752352227121	9027.671696263293	222.91
381	117.195681821213	166.14702930361898	7.953539930584947	42.78409710732308	51.87630169250458	111.61449209335609	798.574928243802	9.708989611592244	1191.1742585824159	2050.8720674166198	8.158230266801745	5801.298820329984	7683.645366618161	322.17
1107	32.49670327865091	25.420564062067143	17.965763625985854	45.879716065532655	49.14487083140882	45.941574948545345	826.3537806948991	20.24698476639924	1340.464219752493	1712.525312966096	9.352985699163092	5691.599538261221	7134.96785594876	136.0
1268	39.93041889071165	19.12359012175964	4.943374727435763	39.676586395254446	74.69353441310624	53.61381595962602	772.5815653198867	18.20999713230521	1494.881253066561	1955.3429940039828	5.846823879007294	5892.114699829827	7048.215578661076	393.65
1125	33.93077782257436	24.856515300222117	2.619860360556625	29.001601391468082	45.79509403899913	40.56470278032271	740.114325466421	3.2177474914531667	1367.3224754864298	1776.6528942784726	5.157959002306311	5705.421325500959	6840.824188593077	492.93
419	118.88656755829649	98.95937196486695	5.621122867494416	55.183413662657756	50.26975561205117	105.85587041909581	868.5865970904466	7.68557357945885	1359.5925057963311	2017.904551348371	7.880315502142153	5837.8752229514	7623.815451786595	451.56
749	51.64749067696768	61.731380915751494	10.326459878121856	51.37801133893946	62.10742797814182	93.33369196162361	940.3860611581988	16.312321977815152	1654.502425542273	2069.5130874746383	11.234003971403553	5919.218504512161	7673.138029164949	51.1
