InstanceID	N1	N2	N3	X	N4	Class
477	653.058575707473	374.10271747665473	268.13834203395146	2037.4114976793787	353.6088596670066	100.0
421	785.547760773909	465.99484948817417	375.8555680309174	2243.1429629464255	474.65580479216544	81.0
178	773.714870552054	504.01232343571064	363.6766961043022	2332.749657749909	507.55356257686054	25.0
576	67.2386275547161	48.45942010504519	0.9141964285714286	1412.283488313792	11.91419642857143	361.0
387	677.7857018323289	454.68399503533306	319.0740137074394	2182.1606268900077	412.3817156373659	121.0
183	95.54309046786265	39.36268530111808	15.727688035311784	1640.065533313958	16.594719144038017	324.0
606	212.1244716996157	72.80127295220953	28.789014695579063	1961.7876426938335	31.311507995757196	256.0
212	715.6546762819834	457.11890956793593	347.1451484064526	2215.5489545169717	466.3642576065937	49.0
617	74.76159788348515	60.67107850112957	20.331586582665384	1144.3165742599012	17.509288123672146	400.0
433	216.06417007194398	88.64730488981763	27.26245566767825	1881.492338820881	27.02260900776558	289.0
398	162.54774758537872	81.67661497584575	3.8687994958407224	1755.43802328497	26.529617728639177	324.0
145	829.7943429110071	468.6071259491806	374.27082257417646	2456.120658213103	493.3469883061276	36.0
3	794.037799757109	469.9904752985414	340.46719720062515	2378.2650236154805	456.1463356996517	36.0
316	290.2811210110662	123.63162709330314	51.729753970176496	1757.131667913449	79.15948677591226	196.0
153	109.06778165401444	51.63460475716206	32.35920963998463	1462.1703848515842	26.174458008384956	361.0
616	836.7620645072207	486.0688734039144	375.4469696011095	2122.274377646014	474.3412588612906	4.0
284	79.88574302513389	39.587066254810466	12.322284590982251	1437.1551270688246	17.873731476361524	361.0
494	813.3681722219095	491.93637648052913	366.7730993140942	2255.8658451149827	476.7672849854971	81.0
84	159.33240394525575	59.64336648116944	10.518626026769802	1806.2744166135872	26.724512485935122	289.0
567	263.4327108865144	81.79420134005332	34.81095343671404	2014.659560969158	46.558269208145795	256.0
79	722.6545720104965	449.1398048413564	341.528899451222	2028.6729963590237	426.6092628807265	144.0
412	780.5544248509947	457.2594621624	347.9062884676485	2163.703519349385	461.9387490973137	100.0
121	715.8274619620316	489.22261108072377	338.2209779623284	2047.1075713241373	458.7829061686744	9.0
431	428.2116942925568	240.68038941173506	158.22427206247028	1730.2802143767144	184.6874321361917	144.0
330	830.8513392029329	481.40807063373705	378.2531194131595	2230.548266231446	468.6786838785483	16.0
14	42.377618474557096	24.863669016242188	0.0870192307692309	1101.0419319811162	11.956781135531136	400.0
486	797.2587779662267	519.8708178103485	342.797989209877	2057.266405557217	501.57833541656174	1.0
269	263.5136249749999	93.86005669217677	32.78540502817849	1730.9186081583607	33.50559742155708	196.0
0	831.671672904223	503.40807079468277	372.31048102906436	2267.2695987915154	480.8282910530306	81.0
358	65.31299796543078	34.29907162599632	12.16348550888245	1421.024267352054	22.552752522337673	361.0
220	225.80284864807845	103.43117748755067	23.898268428968972	1984.5503156253492	47.38375259614664	256.0
117	830.5234512921735	485.54741296160944	345.1414346268284	2225.8582489560463	474.97146967112883	16.0
184	249.1634134363244	92.14854940201259	43.10484359258494	1706.3954922868697	50.0964983900237	196.0
586	213.05834820724505	94.00801743909484	10.841902118249347	1966.197868788523	33.91765177288298	256.0
536	56.28042773569661	37.55214329283124	11.96613629664369	1117.0280736610039	17.080547527184844	400.0
348	759.376594860298	473.3040850885716	356.82167392790757	2067.683280083162	455.4005090319278	144.0
103	827.5827175354062	472.03064259531874	357.84534083884535	2107.4941336112993	457.42206529767765	4.0
155	714.5002667388111	460.85035424463615	366.99711535603785	2091.2967340739706	462.8292744998795	100.0
452	98.42610147294968	53.00963906283559	0.9518894993894996	1655.8809138194797	12.226543192500454	324.0
589	304.5425422721635	129.7969054422655	35.23957987685155	1787.7753584245627	62.49952088917879	196.0
276	180.6943245009204	73.86958339637908	24.947914464102706	1832.7020972036344	34.45436826739804	289.0
