InstanceID	N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
1304	421.44976213978	269.04895293842014	404.7711339280908	4539.099018487563	322.60339242025594	603.6647649954905	271.36362544111626	261.49774327252914	833.4965239307968	392.14695249428536	660.7581363383903	436.94482941173044	397.0924363057602	-12.18758528
715	172.98526629227845	108.84434588068324	268.88209625236925	3858.626717247795	60.819228705323034	222.63226216311168	183.22746856783553	156.58510599028898	418.4093931906038	198.05838406513223	288.44852839750416	162.47869534590427	144.96833850530743	25.47147356
1320	7.09494044538645	6.26583209301439	6.934299367319016	1217.7973456579787	5.887588732333637	7.154343467917251	2.6582468949428995	11.105402775142402	15.065413597508066	3.727815373987773	3.2396210382413604	14.949201929221914	82.64848159520852	75.51494324
298	345.7841920555832	264.7466552255155	472.58789011378974	4293.860460891425	289.54214135400554	617.9527820071743	296.4986448142482	230.87380512306157	634.4892576379916	369.00697957816675	434.7835638786328	452.97960566975837	403.4490140584138	0.442649216
381	446.63809725189213	282.6557466820245	423.27175917138413	4989.5253923330265	260.3866103911902	637.5210595432909	316.3249194233394	291.04932674992904	790.5582240899779	321.9568111038071	653.3168913391573	539.7279313077253	434.4677615139285	4.68980117
1107	477.0714726058037	268.7221106023036	406.3920687224802	4768.02671650232	350.3479928850828	575.7435870114382	247.93070746890703	241.73653889589383	802.7917584404686	400.900409517566	432.9671727718402	530.9617542827016	380.75542520822	-3.272304395
1268	34.42915116318936	6.7384980338870895	0.13465699374224882	1188.6914177420417	2.8793391467564042	7.573314653973203	1.6432019447522261	0.9607213075593848	102.36890839588708	2.6030660654011553	0.9562243087865874	4.678563178029106	113.75762586998047	-42.35833935
1125	354.7362367097182	238.12577065336959	392.69914381972075	3830.922127479391	301.1207601986588	575.8368471136018	240.6539404493989	255.25086224069491	617.2098899210456	323.81022855900716	530.1764963364889	431.96125319956644	392.8441706341758	-3.184316142
419	0.7559363158582207	8.626662386414619	10.323577707862759	1299.7509791130874	1.4941189826207677	18.13487895267053	1.2946023628089456	7.131468484582806	22.9270463476988	6.395502546215577	21.790195628180523	16.1901945840237	62.891513775605276	45.66265187
749	2.9958413897752285	3.6724856015566467	2.8907286919246187	1166.928822950263	1.5411529392041898	5.3005407857245395	1.2087211955901016	5.772729012367671	8.198097465684727	11.226409304846754	6.2362531394771565	1.5475912015864086	72.99410000002574	91.53955184
184	454.6875784617053	275.69794533924164	479.9912137428741	4783.574476621557	210.66362279756723	597.953548480768	287.0193303783187	233.46296221544387	786.969338322302	344.92476880356213	423.65801295288355	494.23145763427414	460.5721596117728	-0.501635135
1345	333.6951097217222	247.9011197884651	409.2491350857424	2368.6897105883204	220.24700306820486	569.1074302228737	292.2184282672246	223.57641238896443	581.8938140232492	339.0526531224008	461.69705703950603	413.14401767235387	391.47592635538047	9.083237938
1043	34.247404958830465	3.7949838905160984	0.5793054825037766	1160.1406666640655	0.714497076000475	2.3046293127794426	1.020064000772804	1.2471176848966492	71.31054908691388	0.2773848384173807	46.30276078068442	5.851866457089428	79.41667660247761	-59.99448098
307	375.34616969451747	266.8571829743517	508.8173670240375	5074.93115461505	249.61410361360436	573.5054783862006	309.7877860521486	303.73709085297855	881.0908322149457	359.06686083363405	618.3777884945562	438.5181855231705	398.55046699174954	7.774746687
1191	399.7529921539685	260.8276348368563	503.28052954954	4633.773506864303	354.8821734296588	577.6235077270647	240.96724902422474	249.59089670344588	642.3183735807997	372.25908749363856	451.2593074135459	422.66872787039546	373.8041000610424	-4.769169168
982	11.1492448047879	1.7513147587091906	0.47793476597032614	1159.5966902178925	0.3939942082594249	5.60316484905204	2.4039312705699816	0.955821844849841	137.78164737610012	1.4118232534824329	1.8713171128851886	14.96784823113091	3.2092064515675913	-60.54676105
271	370.7984722823837	250.60174329710642	395.0229997576645	3211.8696909736213	299.4965609576866	567.5086883643021	239.41023346587343	227.85863410229288	674.4585835543791	308.2963829151233	499.9954887070692	423.5083169113689	398.79985323663954	-3.405215206
1190	34.143378367889326	2.1860678338129858	2.711620356224308	946.4779138280417	2.5509146817466983	3.6899929600449775	0.8280125198547477	3.086636176252139	81.13088251792924	2.501317273176234	1.5231561269783316	2.8281648741201546	67.96862047803995	-80.88386612
600	429.36355464589593	252.2981344216798	523.2288633025612	4859.577559091327	327.2569143980592	616.1957327050318	312.06935246384637	303.1968626641683	730.7792920854257	351.6754123847953	423.1741926456666	486.8349979875923	389.4420251888026	19.25361434
