MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):25.4029998779
=== SCORES ===
P1	723.312574218	1
N7	201.550280996	2
N13	130.511540276	3
N2	125.073448768	4
N17	112.03042921	5
N11	76.2738613524	6
N0	52.9511254962	7
N16	23.4141645883	8
N5	10.8069193339	9
N1	10.0046879771	10
N10	-2.67412272247	11
N12	-60.6788531653	12
N9	-65.5497905242	13
N8	-84.0673152634	14
N15	-92.4834593411	15
N6	-105.903848216	16
N4	-181.05894958	17
P2	-181.677294703	18
N3	-188.399304316	19
N14	-216.455577399	20
