MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):25.6440000534
=== SCORES ===
P1	1780.25571949	1
N15	310.387296645	2
N6	269.98162484	3
N17	203.419788274	4
N12	27.6746984343	5
N4	19.0032038429	6
N2	-21.140155971	7
N16	-37.2864625685	8
N9	-39.6353318068	9
N13	-63.4005614369	10
N1	-65.2647446352	11
N10	-80.5542672417	12
N3	-90.7547876477	13
N5	-157.024603446	14
N7	-171.441200528	15
N11	-198.777089977	16
N14	-229.562542746	17
N8	-258.583766342	18
P2	-297.458754175	19
N0	-323.3317712	20
