InstanceID	N1	N2	N3	X	N4	N5	Class
477	203.31882851663858	190.66668794696824	342.41292250193925	672.5112936526489	196.8977624253236	160.60168218709097	-13.5177704418902
421	1163.2017189921964	1144.2538187159619	1071.7065348399412	1669.8205673078542	1234.5479476774071	1140.6732727734343	4.59890619103152
178	80.67389192266042	41.375570542952254	177.3539787607131	487.88055854482457	58.69521230962445	59.53589980213928	-10.9998922720577
576	508.5502580752296	541.7667302047038	499.32675596943875	821.4743136953683	562.0229074045743	481.2165931758632	9.75431760235675
387	120.67117346925559	103.55260989457359	247.42863082055618	558.7257069566566	107.43141016208253	60.604447486778795	-10.9998922720577
183	1089.4490662806697	1082.3636871177669	938.6908761748928	1277.6675532831625	1146.6731947571827	1062.7963368796857	2.84766698359609
606	1126.1031250562153	1104.9992478513152	1084.0076529624032	1736.1325325429198	1191.8474241945182	1091.4733988765388	0.423360024179602
212	1112.4784880135035	1100.6324541828164	1086.302060451995	1675.0429960165309	1153.482958224328	1096.8010265192959	0.841470984807897
617	1078.6961756057076	1070.857056205709	935.6870065805517	1528.6555055720705	1146.4789720683755	1090.7437576637255	3.70906636717581
433	1141.7872913284984	1118.7939124931859	1121.1616976967077	1722.5736343847325	1201.5248981482953	1112.0317429245706	0.841470984807897
398	8.329494287721182	9.993654232007001	115.38373610270294	410.00576417049115	4.999403960391706	4.241350551230428	-16.3437573619525
145	26.864817043911465	22.82102703370137	31.039065095982167	225.52682234488455	43.40420045230743	14.25928026229162	18.2589050145526
3	1095.5363956047736	1066.4126551548566	998.1278443546671	1597.6881770702978	1148.520087907393	1059.0572888552656	-6.43887501600522
316	1144.7998790408149	1098.531813439612	1096.7083473446762	1699.0475619180336	1174.102907158191	1103.5703718710304	0.0
153	1092.874674006724	1046.6644095703405	958.5061309257324	1552.111816129126	1111.4325389754683	1029.7764619835498	-4.60645306664104
616	1116.938169089036	1105.8978983613267	1105.163752069284	1728.3541649406284	1165.3829235455626	1079.1740098775022	0.423360024179602
284	1132.0119404087923	1090.2760818862691	1044.4928102572155	1728.32890823906	1179.5510317313463	1062.8548861820366	-3.02720998123171
494	1125.783849114891	1106.795075619915	1030.0379074100956	1639.605139495993	1173.7453126454618	1100.0307146911628	-1.67649298919356
84	49.30586279995059	29.07911010826846	75.25620980544313	283.5002139448846	69.36767634436838	39.88112031973161	9.75431760235675
567	22.375971074487964	15.50100540217927	21.625408209029956	204.5000755723756	24.718967578473585	16.299800715955215	13.8685029797282
79	1103.4779238319015	1059.934684704879	973.5706193121392	1529.3772849751113	1141.0519660476125	1066.3344550150134	-4.60645306664104
412	1132.2124189088722	1125.2280956366526	1112.3253338646791	1729.7539525604186	1194.159113631597	1118.2271795900142	0.841470984807897
121	17.21255403192175	15.976387241548071	24.45120880709431	198.9653204019843	28.582690972386654	25.25863194788571	18.2589050145526
431	67.43685520965086	29.160059002633098	193.7953479381768	480.8033290071288	28.119129664129144	50.50269707740397	-10.9998922720577
330	1142.6260903371165	1083.0998611838709	1104.1004882552995	1713.8767095419369	1169.116254731986	1081.9960102698776	-4.79462137331569
14	1124.3812299370218	1112.982278871556	1099.1477221961175	1714.787856835787	1194.9653843336316	1094.5037050963804	-1.67649298919356
486	20.125193107253015	15.865960281436614	138.18388883837505	437.79512551156085	6.837736270101117	24.81462195635693	-16.3437573619525
269	1136.9506444981923	1095.4642003654035	1076.1010378425476	1667.589387628952	1165.1682812767954	1087.0421036402668	-4.79462137331569
0	1099.7869738458946	1087.3398292719241	990.0705649500684	1543.5351686823096	1172.7191059692377	1084.0884271288091	3.70906636717581
358	1103.5371702507061	1089.31704642843	987.932343908837	1545.2343819760085	1166.5173939117365	1082.2140777390225	3.70906636717581
220	25.660121576696756	25.033103996575925	187.11483651310564	471.3785113115929	13.099612669096889	4.000447364530727	-16.3437573619525
117	1089.8302751015674	1078.361460489865	951.5506861174383	1361.1791189671674	1167.3879345666498	1083.1839145198403	5.46217147874633
184	36.79994609679445	26.740772584020352	134.29783364841734	432.13944675757665	22.577963665911447	16.005245571954465	-10.9998922720577
586	1096.2560537452125	1084.7822234904675	930.6010669531366	1291.7854498631334	1165.3597444080867	1079.682325985165	2.84766698359609
536	1086.5452971167788	1082.1246407820604	961.8422543504779	1579.5828678505727	1139.0795918019778	1066.8047508863347	4.59890619103152
348	1121.929560417452	1074.37265041762	1047.2676623025404	1619.060273018119	1150.491159417359	1063.0189371708925	-4.79462137331569
103	14.111863504774432	12.787868344709468	130.11493064149707	434.2640380042187	4.611668474791071	26.186306470378877	-16.3437573619525
155	49.407020442644864	27.368392602003915	193.22398745466626	507.3978648305337	21.543950349868698	37.78814677750523	-13.5177704418902
452	1124.6587689975047	1080.7669121298682	1024.0425514761182	1671.0415426925936	1152.9042607035287	1056.2820888465133	-5.4402111088937
589	1091.7927507132322	1075.4535835950073	990.6247493846556	1544.0420292790604	1151.2873779023707	1070.1134317790559	-4.60645306664104
276	1130.8065508699103	1098.6923415819087	1128.3821967525762	1712.526720722338	1175.746030879515	1109.039617880707	0.423360024179602
614	1053.4019216837253	1043.0833036314546	982.8663976167957	1564.2164642131504	1095.1328191731236	1016.9986941704003	-4.79462137331569
444	1102.6870443408159	1087.388891965033	958.5410327406919	1616.4186228784245	1133.590577644564	1083.163815836735	-3.02720998123171
560	23.061421046811887	7.875302297367147	38.106831704782294	209.47438761153313	30.955413985812843	11.909130695370862	18.2589050145526
527	1083.9838124251232	1070.5668212004161	926.5730961754039	1284.8487592912795	1150.8562960293314	1087.9730034219713	2.84766698359609
239	1117.1570352167762	1098.2795306439887	974.9759626404176	1525.0529786584484	1199.2954140117536	1094.035895741142	3.70906636717581
274	38.53121206643571	33.183816540802276	43.183382125784846	234.4581823041388	47.970283870199765	24.295474877847433	13.8685029797282
478	1083.849732135222	1018.3731214186884	891.8716527082898	1499.4831519013985	1091.3577599319494	1024.5042977047506	-6.43887501600522
118	1126.6647186015398	1040.7024383196551	1017.3976367615068	1635.22341072494	1128.3418481497674	1040.5304362335949	-5.4402111088937
425	99.8045912856099	66.56885592131201	205.26786848169687	487.59968312637034	68.1033430437444	21.11668503876524	-10.9998922720577
604	10.080125081510005	14.231336167784939	167.68912660401313	458.68543306525663	4.963919204803289	5.920211044001679	-16.3437573619525
146	56.25869448713348	33.266148838658395	74.79462421308665	269.7209755310335	50.361918590623475	25.13189619863276	13.8685029797282
60	21.79106725606192	21.029979304583474	126.74883430564739	420.9127717736745	18.03449851192241	17.888619162204762	-16.3437573619525
506	1127.0473403653793	1092.5629576798756	1017.6784583597287	1627.9726117775047	1175.4381031682815	1088.0510095823765	-1.67649298919356
113	171.9210382028104	160.392868633939	237.81835313371838	599.888459522999	144.2724494982643	126.11025915778845	-10.9998922720577
42	175.1739711148744	171.86283678897908	268.6672265110507	620.0788149776034	214.98600842490836	169.95574152800427	-10.9998922720577
334	1093.8933267003881	1070.5251667165471	979.4772295019392	1553.9392245020697	1139.9024406157253	1078.9182489759573	3.70906636717581
298	1085.94227772438	1083.4941438081646	1001.3521678756501	1558.222710415383	1144.941317699984	1072.0187838323122	-4.60645306664104
253	41.21601667051251	9.339735802251477	71.06192997931272	275.75816516623337	69.42190749583486	36.67460743518062	13.8685029797282
488	1090.2016021563045	1095.9594860296174	947.5938137358324	1294.3108318093282	1164.7372787018664	1074.821299079504	2.84766698359609
67	1109.209494866691	1086.0558090145207	1020.2371722538874	1653.2998884317171	1178.5311173937037	1073.7240995323148	0.841470984807897
241	703.9252918827324	715.0563300830747	656.4864407702057	1152.3556654137758	668.6262583463284	645.7456306884926	-6.43887501600522
462	15.078099563718208	21.30677459770587	118.73804560091313	415.69751734605035	8.259958101063994	12.928048358231063	-13.5177704418902
34	1079.969252402925	1058.1378698880808	930.6698528471028	1335.3997262650569	1152.4842673296612	1083.397808112599	5.46217147874633
165	1104.5433312012754	1081.9832123739438	986.2248803330533	1610.0100720099738	1166.2104277864846	1078.2699889413234	-3.02720998123171
409	695.8465841080662	707.6695273203495	604.4254701144073	1130.5662177592544	663.0281650566133	663.2232962322995	-6.43887501600522
11	1098.9644225986328	1024.378212624165	982.1744517316829	1589.829505423249	1082.644712256517	1006.513715475016	-5.4402111088937
207	689.847799990686	680.9601117732687	604.2536893542466	1115.57542663228	657.7764522603569	639.4121344232491	-6.43887501600522
602	30.858413683729108	18.9272731994473	208.05161272722015	503.84756015849234	10.784221542674791	5.063308671465627	-16.3437573619525
363	1135.7965052017996	1091.8846461035337	1155.0766027522745	1754.4832835484615	1174.3766503650654	1088.1960020527413	1.81859485365136
367	31.335089179475883	4.477523865030053	21.136399084387747	227.3499604096631	40.06746218010541	12.1256658069793	18.2589050145526
135	1121.1769906567977	1087.8166909074648	1086.4488631030829	1693.4850111045566	1166.5477045711584	1087.3366637639383	1.81859485365136
397	1111.8572342215912	1091.622157036339	1146.4101514672595	1733.8568874192945	1146.1916840938059	1088.8783518237901	0.841470984807897
271	1088.6773158169174	1071.8437462062634	919.8497393947898	1272.2560523964596	1138.7265675144656	1070.7986456245137	2.84766698359609
396	1116.7155405301849	1117.4809588933908	1038.6286453398502	1630.733748518428	1203.314641509898	1099.3793512063287	0.0
552	47.84703622098738	28.37987716159985	134.96273002380312	439.04071465722853	22.785331682374387	14.967784179508126	-10.9998922720577
518	1105.0398742760667	1080.7600932088958	1047.9005506149874	1622.55196116002	1135.0452877781447	1068.8029956810126	-1.67649298919356
54	1137.6048886384426	1101.194736347894	1139.1455538394807	1774.3590764526487	1209.5114911232297	1095.6919471629549	0.841470984807897
344	254.32369043027242	260.40494564904054	255.72599485143581	609.716062814824	289.9937524082347	235.622455014284	-4.60645306664104
329	585.1537238346374	582.4264891314804	586.4600324765663	1050.7672310773503	593.8279256551629	548.3737995003389	-4.60645306664104
134	359.62858307759103	320.7142863936257	391.68550380359756	753.285240380165	316.9933383156599	313.36812688150286	-4.79462137331569
48	1006.0491477126902	1010.0035869857209	899.9869623182337	1435.6721447062534	1068.4527317793563	1029.247061174382	3.70906636717581
73	1070.7112558797205	1059.5880203806864	1036.98287943657	1625.8234832042904	1134.8906562445666	1052.8764391626796	0.0
98	20.35205931609633	19.896747103184417	183.21824603558412	498.05883855940624	23.482722423888514	4.647171031070874	-13.5177704418902
229	22.006862530479232	27.30435203822532	137.29666379298772	452.0341876286075	5.957173589805082	28.386297041782754	-13.5177704418902
570	1113.4617553601602	1093.6153543366202	1113.4482725899034	1722.9442622787221	1151.7504755601815	1100.13984738862	-3.02720998123171
