X1	X2	533	430.73854392006274
N8	X1	107	87.93856632230708
N8	X2	91	75.90352793188066
N2	X2	13	11.115661063714311
N2	X1	12	10.619222510979894
N0	X1	9	7.839176163187458
N4	X1	9	7.320141315236524
N4	X2	9	7.320141315236524
N0	X2	8	7.075506056568633
N7	X1	8	6.627015401628507
N7	X2	8	6.627015401628507
N0	N8	6	5.480122766358207
N3	X1	6	5.186306993494555
N3	X2	6	5.186306993494555
N6	X2	6	4.750226361921438
N6	X1	5	4.245265585094327
N7	N8	3	2.639492536613011
N2	N8	3	2.560747950464952
N0	N4	2	1.7795417308973973
N4	N8	2	1.7795417308973973
N6	N8	1	1.0
N0	N1	1	0.9382953921827679
N0	N3	1	0.9382953921827679
N0	N5	1	0.9382953921827679
N0	N9	1	0.9382953921827679
N1	N3	1	0.9382953921827679
N1	N4	1	0.9382953921827679
N1	N5	1	0.9382953921827679
N1	N8	1	0.9382953921827679
N1	N9	1	0.9382953921827679
N1	X1	1	0.9382953921827679
N1	X2	1	0.9382953921827679
N3	N4	1	0.9382953921827679
N3	N5	1	0.9382953921827679
N3	N8	1	0.9382953921827679
N3	N9	1	0.9382953921827679
N4	N5	1	0.9382953921827679
N4	N9	1	0.9382953921827679
N5	N8	1	0.9382953921827679
N5	N9	1	0.9382953921827679
N5	X1	1	0.9382953921827679
N5	X2	1	0.9382953921827679
N8	N9	1	0.9382953921827679
N9	X1	1	0.9382953921827679
N9	X2	1	0.9382953921827679
N0	N2	0	0
N0	N6	0	0
N0	N7	0	0
N0	N10	0	0
N1	N2	0	0
N1	N6	0	0
N1	N7	0	0
N1	N10	0	0
N2	N3	0	0
N2	N4	0	0
N2	N5	0	0
N2	N6	0	0
N2	N7	0	0
N2	N9	0	0
N2	N10	0	0
N3	N6	0	0
N3	N7	0	0
N3	N10	0	0
N4	N6	0	0
N4	N7	0	0
N4	N10	0	0
N5	N6	0	0
N5	N7	0	0
N5	N10	0	0
N6	N7	0	0
N6	N9	0	0
N6	N10	0	0
N7	N9	0	0
N7	N10	0	0
N8	N10	0	0
N9	N10	0	0
N10	X1	0	0
N10	X2	0	0
