InstanceID	N1	N2	X1	N3	X2	N4	Class
420	902.517517647583	964.0656940471403	3581.817832946638	968.4170828206888	2486.1364539435403	1109.39364264646	12.0
98	875.2365810524361	837.5061889025496	3416.891253816931	933.362181689133	2442.659109319793	1000.0606548442423	11.0
408	716.5880459385962	731.8345394866243	2745.815989738087	656.6336768780335	1788.047216095119	836.035560848806	18.0
226	609.1764831202291	609.5619413226118	3017.859892411765	647.1585721651467	2153.7713377464042	851.3336451496125	21.0
350	520.8822221073041	556.5168042532888	2393.2553860288767	558.1322587537693	1466.7350630406172	718.6276747446758	21.0
406	266.7103209733404	224.96581455964045	1852.140835302474	279.47511874479574	1315.8521573712696	302.39111296780925	37.0
323	481.4186931543124	371.47064705242684	1869.2212554092898	354.1294924693199	1000.8515086845341	549.5211229177025	32.0
62	346.35661667970726	276.1103045218226	1816.55441147747	364.3680456302572	1224.5687165143108	311.06125951457545	39.0
184	886.4280274653064	942.003758401596	3391.397162717251	890.8870575100956	2384.0510862413576	1056.6246741269429	11.0
165	536.7787872194914	556.3587105721393	2756.51655006235	596.3862227853876	2046.0401602263555	611.6150574521197	28.0
200	434.79731686592555	519.6253187995607	2541.015100312081	465.28659813745503	1533.5969571619414	494.285103841809	29.0
67	685.804606658493	647.6107995096934	3087.255047060483	720.8574653021574	2188.222431547999	926.6697686502611	24.0
158	736.3864305350911	771.5179264687994	3162.228818020252	867.8802973120828	2373.5139333405155	1035.2970435287189	12.0
368	244.15211136700117	206.5804418504597	1605.759088530597	284.6505504030469	1173.5254352723825	276.01965224824454	42.0
135	821.3575142102032	655.7799853366954	3066.937763629303	866.6133087632937	2138.2137915853264	919.3867067138998	6.0
267	669.032721402629	720.8433378323525	2519.560822912554	713.9871779425281	1743.9356507641787	825.1109056856658	17.0
358	293.7081392051411	196.70681582750365	1694.0759868159585	261.08030883240014	1035.8320274789376	378.17856728725667	38.0
89	623.0127111570278	783.7511438537334	2505.194261508314	698.7210305428906	1908.4964888767072	830.4671707724789	17.0
59	638.2846340922716	607.981852034016	2961.1409774778576	705.88091308743	2144.4896287104393	843.3648727659415	24.0
431	462.871656842982	490.1817785466591	2664.37729507368	574.0529568093107	2062.3912949638825	693.8626673680566	27.0
214	807.5323715468148	836.1332703116126	3252.958223455854	737.7651707006014	2212.1772135651727	959.1984747965332	18.0
487	432.65302507917727	540.2375588617163	2508.628497521119	494.16862473972424	1936.4510415911789	660.0305176320877	30.0
454	602.7170335970043	585.6342366079336	2959.934689188969	568.0448824186872	1837.322842017491	805.3748807225021	25.0
121	431.7162396310004	457.8956400360168	2340.54166426639	328.641106799299	1415.2945903090408	532.4795992623359	32.0
77	402.45204041757694	322.0990111178791	1870.4372961395989	370.76265814172626	1213.406112305305	389.6099427039211	39.0
336	314.8009274373895	247.737397823078	1716.9899087197075	313.47867789134335	1296.4219253706406	311.011439723354	43.0
326	673.4982695676663	693.119579126612	2826.2272671195587	738.9564667555957	2210.536446356105	941.0759862498177	22.0
315	611.5994583671476	789.7058364331376	2610.8038465972368	672.8407548942215	2042.6701319348253	802.9744511310814	23.0
41	902.2009766317178	820.1839952073535	3422.6693217422094	892.9845434865186	2367.4852485400124	1063.3180991568022	12.0
73	246.79336989790966	189.37994892010738	1437.6256459218828	188.3083838162036	1070.2104149747743	249.31217740094147	44.0
396	383.6357557417644	320.48683145903334	2306.312953060835	373.24847331926713	1537.916559622208	617.8698621455486	37.0
239	923.5613635546925	974.1552739884522	3229.2492388740475	984.365498167699	2373.6187455316076	1119.2772043962264	3.0
320	803.5619052935722	745.01085089176	3227.190152928153	742.0170718996005	2233.001640252455	936.9648287190121	22.0
407	341.75745785243475	330.77595885365463	2030.578249532707	310.96008179815146	1490.7945861230678	362.02394644973106	38.0
238	683.8368015857943	695.4126827774528	2516.119307403169	766.6550922111924	1846.2960842329985	829.0689867480536	12.0
430	329.8327778947868	342.5123722644485	2383.2802259137984	407.47711189748344	1750.5342653337523	498.4838074449519	34.0
330	580.7674057468372	504.8436855126191	2668.380905404871	537.017566564395	2015.1875541034246	656.8306676032444	29.0
31	810.2682533537995	805.1603399739597	2830.5035346018685	822.2941515682716	1951.8624461992613	688.5534788585599	8.0
478	681.2042067134137	806.2231288516995	2670.8820128395732	793.9818448454268	1878.0157669683122	862.8688335123167	16.0
39	441.0980462978917	542.2668451587737	2192.1299671215556	508.14274436648753	1842.9853035681626	651.9962282333424	24.0
192	302.11865070481474	271.7780296521264	2278.5008386661398	373.3419712750526	1509.7551604429325	551.7350055442816	34.0
462	327.726059853643	322.8270791791743	1987.1481843240488	338.97136987250434	1420.381839765817	422.2060202402436	40.0
128	891.4443014777075	915.8215716895629	3541.9752341733038	910.948710097584	2528.760880991178	1066.9929370742823	16.0
292	455.18418411163333	287.19729175095495	2336.630411456276	463.03609418353113	1423.8572396734469	622.7032404334548	33.0
45	498.20178574432003	549.2511070413085	2686.1191153139553	508.61084147107954	1877.2674107511875	522.5838322454202	33.0
161	805.6418026241032	786.0963395936949	3064.179007151656	902.4837117248456	2213.6079912914447	784.9059427042462	8.0
321	430.2828673506507	379.39736562252926	2099.677375879542	447.3269153236225	1303.0694209242695	566.305211653772	37.0
133	621.6847588182137	592.2542299823612	2812.3859829175767	726.0772422907618	2129.5298218551384	810.0321812575031	25.0
442	652.8528131167193	659.9611577384026	2905.65618038851	635.1752774036742	2033.0046129797104	843.6866737799014	27.0
479	738.3217616036256	820.6477563835226	3305.3420513023543	815.045190032697	2312.925182261077	986.0126268487473	20.0
342	683.6169698682305	792.753755845858	2993.740152029079	835.7399053093083	2209.3612102569455	909.6803511670838	17.0
185	659.9729278039493	608.9519273577562	3069.49742149587	655.9673345052464	2101.377300326282	931.6707137659735	20.0
84	517.9338127247721	488.30887565873485	2561.825653757696	490.58403203189937	1572.273774958307	712.33346135161	29.0
160	780.9329431739861	785.1284415561845	3210.366846561038	801.799893098923	2296.3963371296472	847.5716126897713	17.0
329	353.5346675797663	306.8011184364692	1821.9100164653237	354.1462061668357	949.5431336854352	458.199949744435	28.0
288	573.1396812313859	631.1064571828911	2799.219396868683	636.6450000009723	2110.964586493925	648.9746045169954	26.0
268	709.4946266014878	802.2140515035084	3094.022104285899	874.1407710021042	2261.6810211157945	804.6392631199108	11.0
50	319.2597388236087	273.84052858027275	2027.774673777613	304.15122087514646	1448.394714257015	462.12359960066703	37.0
349	440.74106779296966	323.3230806426038	1756.610767088548	390.27226171550814	961.6011696757467	535.4668683896335	31.0
297	498.7894974199545	589.5828031742873	2368.2065309675822	528.4579411225997	1844.8962895603383	724.4441567569254	27.0
471	699.6857722354437	775.1000359359521	3164.7551682415287	794.4182621661698	2235.4107802240014	916.2012735870492	22.0
374	781.2519504292004	783.8678817103098	3281.434738578992	823.0160129395341	2273.724236321236	907.5669159153134	18.0
472	351.6030453809288	344.2816314769534	1840.4620454818555	298.5723764890454	1041.9515097812432	456.0947254781035	36.0
168	606.0275140259482	634.3557871780794	2885.4193824106173	573.0592919789898	1994.7506366248726	831.8327619411982	26.0
122	772.9810332577728	867.1356407727089	2926.6561034001606	810.4609616428455	2104.1436255237386	663.0064904700508	6.0
383	680.7531791013345	722.6222201446159	2949.442260187446	828.5915485631316	2150.944479050262	834.3973416800163	12.0
352	207.42631062853144	165.2639828773833	1476.0125011048558	229.96777402592434	1045.321710460123	231.6395053367794	42.0
414	511.52682619039757	551.448246845382	2702.266860171332	529.4124536707917	1980.973676310257	630.1848462270905	28.0
290	921.20881354703	785.3583633573509	3203.6094788133296	954.9219623216082	2345.303873557831	1039.8169744155407	6.0
198	453.237129211401	400.58298991760955	2490.693028271448	379.4118187413464	1597.3986101390383	484.7361159414992	29.0
424	751.3353696309905	761.3224645194514	3180.2761657033066	856.527627313811	2322.1217688422507	1027.6030048170303	11.0
91	610.1675062481037	613.8870359479392	2715.246262315784	614.31051339471	2006.2517595281686	710.5878462504544	24.0
379	253.09644882085826	356.05892041575856	2085.0058951043547	312.35696241201833	1463.1665413853123	475.8887692839626	37.0
134	840.8565586164522	836.6760026481157	3374.146437888624	893.9308205415076	2392.532852764372	952.2147178375029	12.0
149	655.8546471719795	668.5925711123953	2906.5055565148223	657.6739657747949	1906.3825409009166	828.4200190372902	20.0
69	314.1994379867536	315.60318831847457	1451.4236298824196	225.46166300510689	707.7801729385318	420.3400298596597	30.0
103	366.9299883189428	296.7785956578465	2329.8258596136266	411.27057145624576	1707.562967141542	382.8444082231792	34.0
482	884.7660493343664	929.160881418249	3409.2679479043827	933.858251404768	2375.6015773474865	1016.3184937815942	9.0
384	665.4574812966845	646.7411549798162	3080.3195309730104	661.9475987512931	2096.269351114345	819.934506245331	22.0
459	446.55072003571684	483.2144958967913	2693.4865384637915	440.04465454444414	1531.7467494493094	587.0850848700894	24.0
426	719.8653517073537	791.8126491168822	2898.9846524784766	783.2177014629181	2015.8590991978533	955.279085813431	16.0
432	752.0818091581414	685.3553383960145	3000.8343762716827	781.4570735383066	2015.6049163908729	922.0519998504222	17.0
421	272.4597513466038	287.0232627526506	1715.3148892223576	232.5177114917154	1189.0137703810112	369.40276024210993	41.0
120	756.5476005545707	796.2987557153187	3282.9455796795532	805.034033485412	2273.8652958138578	1010.7341377427581	19.0
147	254.00088757204003	197.60063427776984	1550.3542611659543	233.0222813798848	1011.0409287389346	258.09461260577035	39.0
334	895.4375395101835	961.7024764160695	3345.627466572317	953.8683986822152	2360.1240150436047	962.1050796877365	8.0
142	429.80799900648117	445.67258126807326	2253.261876802041	408.7916437434034	1259.4685737565699	590.67975925065	31.0
229	398.0447219109587	208.88507648994897	1729.5706424121179	303.69921859768095	1025.1224168332833	316.45189201864616	36.0
362	881.7486701962342	761.5142485964041	3078.7403092907134	916.9421887908876	2250.823244373445	953.5183851954047	4.0
53	727.3825371498327	880.0753167662405	2903.679769412848	867.938314728092	2063.43815849235	651.7547992541178	4.0
131	363.9749238262979	276.79699184735364	1652.626371421009	269.3683683220851	922.047864832649	342.36558235440094	35.0
100	868.462621068347	759.9869056485211	2874.9727927928816	871.1822821851331	2062.5934077325282	934.6639569422475	10.0
474	692.9171798812174	786.0457545448259	2887.153044891513	784.9830325215723	2095.8510084397267	898.5373016555874	18.0
188	219.40765266316956	149.75952786319746	1500.6023169634939	242.2944011259863	1013.0343462161326	232.09347402652855	40.0
5	592.219667385893	552.8611024106752	2463.4943440278917	448.64951947166827	1417.1283216062711	738.9439852300325	24.0
101	495.6018390754405	587.8276448392412	3075.8296678721676	543.0386288650844	1958.4370286696196	707.8059281146577	28.0
447	582.5759871441502	657.9216425023698	2816.9211025639943	709.8441075775538	2090.255108043083	775.7235752763652	25.0
205	705.4908395045894	747.8964477696601	3321.4761555876144	816.1551912333824	2526.62915411485	966.2153002737125	17.0
325	486.5276530360432	579.2609056171835	2692.145396574833	525.2356060713587	1896.0814140346458	594.3710790089356	27.0
347	852.8547409595827	832.8555374659501	3402.1220229580617	809.919313857231	2333.3760340092463	1035.990487806699	17.0
23	382.95921477156804	386.49857094162945	2108.0936045952694	318.0528288334527	1126.6148495115792	515.1248391015041	31.0
223	416.15270303613556	317.64633829293143	2058.4180605009637	291.46883742114323	1290.9929852570801	479.3928467104762	36.0
3	391.44422333425916	371.0720618867393	2299.410444607924	386.05718946744236	1631.6795106872116	543.2076662060686	36.0
138	938.3489661390182	971.1852945038842	3623.304168193228	966.1646279959245	2529.2282337595148	1103.9962898354506	11.0
434	588.3836818892651	472.18772068561634	2843.9054093032964	522.0043109432404	1758.8369597145656	595.5689657918497	28.0
27	476.2124816541416	419.8645180216614	1766.4403448461712	392.9131767418197	955.2271090310722	530.9403083557199	30.0
70	466.15641062797295	478.1629317552528	2324.513259007423	375.8705647831996	1613.2276656427557	482.4688194863501	36.0
312	402.56095492791985	378.0743928356433	2209.6986765274837	359.07149691978987	1639.4753216817462	409.4115669508962	37.0
418	825.7176563232358	785.9128527468956	3336.5460582531528	824.3529525159829	2459.237933928766	982.1044275539037	19.0
181	825.8261035787298	807.1053780118569	2879.887897077659	799.1985287858311	1991.0983465527809	953.5166763469093	15.0
363	347.66354783113115	301.8191196908966	2083.68620698366	344.87209528480935	1549.664070609976	435.34385761960465	38.0
93	445.76503921091177	349.9984864633125	1877.3717072299382	372.93207061678976	1007.0820208323677	456.78072199981864	32.0
171	691.2048181447897	856.2778344571473	2868.940558933013	745.2846111968266	2119.2991523767105	963.5906088577383	15.0
20	401.42703555578913	506.20082728153415	2527.3440544545438	524.746219572402	2022.8039463600735	616.8171541227176	31.0
57	596.9334005670769	823.6776690221847	2886.68249797806	701.5695676679474	2292.90311373835	791.0746127745763	21.0
416	472.5877966749749	539.9372163225726	2192.4003576564355	463.65184196143593	1772.4684653765066	608.6580319599753	33.0
252	421.0484839678825	442.76789535266744	2116.9236269665735	407.5610370373795	1780.4481706729084	522.335197253075	30.0
279	466.095536989151	386.1809841800802	1948.3425795401718	366.5462811226349	1079.6459767762053	552.0956370483019	34.0
163	809.342827551405	741.9047650975566	3446.046233514748	780.0249115137404	2346.4921262582247	959.6736287549024	23.0
453	855.5284920738076	901.8581063448678	3291.09231081734	937.8992422322809	2293.67139405903	992.6297164604158	7.0
493	529.8286861828733	516.4790231550481	2682.445721827878	546.6183621558714	2038.532410377363	672.0185043579446	24.0
37	452.37369304534633	269.8116474913314	2230.0166722471067	423.86886959878416	1373.1552940869012	433.12513376209586	34.0
399	724.474364812706	626.6769228181082	2773.6354652696573	795.6643933428187	2186.55104086494	834.121692167001	19.0
293	413.4965170051513	317.7385159843749	2184.311963372525	400.557839387438	1423.7688552445122	505.3774455451935	37.0
104	759.6753940548508	776.207718010859	3171.388616611323	764.3140967407171	2122.487356256553	953.9543578098602	20.0
178	800.9142435339363	857.2546966163673	2992.592867230552	857.4841357723659	2028.9235413580561	708.7283293074221	7.0
272	717.561732117097	658.2751262830295	2795.9000695863983	678.5371913023938	1760.5481454828926	938.1269170269684	18.0
210	457.13371004352734	439.6207153201706	2118.866486816815	322.54871088749945	1173.0605993207516	462.64112301348285	31.0
141	314.4668440363164	284.7822864648303	2098.794857666825	340.80968666247173	1543.8254445853258	366.4204801858292	37.0
304	870.3526648572749	909.682535165943	3494.2456156941803	904.3375169807891	2420.025711855317	1051.1909754010424	14.0
305	535.2469393243509	602.8292140733153	2408.0232740811052	564.3516058424312	1935.653116175599	630.5161952024963	29.0
125	491.1189790296898	532.2781384242192	2666.522647037503	507.84333501197375	1993.0888255688192	660.4938226511732	28.0
154	396.1132356522366	299.0612973394808	2377.897852741035	425.7918790215257	1432.5435216320263	528.1646607888013	30.0
225	855.0477151584838	866.6813335501095	3484.236581336472	912.3752715545933	2490.0280917678215	1044.3666951020246	16.0
274	699.5333570530569	729.811594805591	3114.162255097577	725.9967509134822	2203.1059643804406	831.726242219488	23.0
29	535.880122647425	423.1649590121607	2754.2630055513614	451.67376320011925	1686.2902953693729	731.5608161355289	27.0
372	314.1602467783937	285.84381763144376	2264.7937577821276	341.8959072199943	1614.1003101756537	365.9752593877412	33.0
193	400.79379740753564	455.58404838718707	2421.6793814238213	463.7322337388193	1824.4133657478897	559.5028709969489	35.0
306	901.1177776207453	969.0657292693709	3510.7500716315453	945.2461465196916	2447.015462499243	1082.4983303780582	10.0
65	619.7198878160825	540.8443010862298	2873.555908444891	698.1035102043983	2118.341552884238	792.5768656922033	24.0
484	864.6174772145476	823.4913957703436	3105.4042789677146	857.8898696776977	2188.852428539096	1015.8787275620853	9.0
153	449.76172602652576	321.1764302981194	2102.1581317469777	344.41715819656554	1225.1728977321823	492.29427210220166	34.0
465	365.25960531197865	319.8731171409461	1686.7072543769175	294.60621360253293	858.9681252984378	392.96087694191164	33.0
247	827.8589767323782	840.1925747892965	3364.392985356292	867.072067157237	2363.281571883452	996.4245787013743	18.0
394	326.65178792991077	325.8723355885952	2089.4664458649368	378.921641963215	1368.122120704612	488.37455914953216	37.0
308	784.5498667198328	777.2710896581224	3365.7929440208	908.987424817729	2392.5745943239617	976.0124825614233	15.0
395	758.2075568233276	832.3414714930196	2806.007043024803	805.2201384716278	1883.1595731305401	586.4922692664435	7.0
233	367.9505093908665	281.9202179932749	1766.3849972307203	300.63803921088663	980.2678662287697	505.3399007775506	35.0
485	636.2517658044895	744.0469676782783	3069.209808788787	705.1058588017386	2154.027759572412	881.0646995924178	22.0
21	741.0876055992017	733.8561630081431	2972.319373823583	661.3048078135939	1951.6267454663355	900.6874890687149	19.0
278	640.6244585723123	670.3023513918268	2531.9584854319924	694.0969828828363	2007.007358022702	793.0874120032626	20.0
316	675.5785560811496	308.95133555100296	2178.600268225222	718.823913959318	1710.2647528868326	509.66833326831755	0.0
491	539.8648137871127	540.3243116460231	2839.3745927548807	503.03497831879235	1738.3751633679974	766.5787694294044	24.0
183	794.4326104598155	788.7669903065637	3072.772469617977	851.3450016876017	2069.3375871604944	618.5031016388418	9.0
405	684.5418044543635	714.5034137566155	2840.586358608015	670.9467548287532	1883.1616791725953	843.9907902153817	16.0
469	372.78437877157387	282.8078840501764	1898.2739404934807	282.4349136745966	1125.603914811457	438.7282713653603	36.0
348	252.80509689194253	202.2159270618144	1510.3473294511514	203.90827330271273	990.1353060434726	284.3024320922935	39.0
444	759.3603741730332	624.4064082737259	2626.7546143581117	752.7585892064711	1752.9485412197814	590.1758190368912	9.0
140	850.4963964409424	824.6820507064739	3390.1034234743206	839.9971873177402	2330.622909243506	956.9461018371046	15.0
415	781.6999058905781	875.9514024780534	3458.8023157418015	905.3772839562349	2512.7486447089336	1018.153227829578	15.0
419	385.5795855385207	296.2229100235074	1940.061864562063	311.5449822004083	1172.1619971333876	380.77436303482193	36.0
286	489.95793451182425	459.6940429164974	2447.7107925286105	427.63242209893167	1374.7182725659327	566.3766073605962	28.0
498	478.69049171189397	406.6749575879006	2539.973412440331	471.53770911844816	1487.654305433283	738.1528248126086	28.0
54	462.1188548403968	477.5096160917543	2789.336818082769	467.81388632814935	1691.1225299764426	552.9202424695204	27.0
109	738.1137208188134	807.7202999877424	2780.0671235450764	810.7913198833654	1992.8289316112105	573.1587988481568	3.0
298	440.2596239881562	441.2798486973447	2219.1606674144164	408.62870421785647	1258.6593790064435	520.6663235864628	31.0
34	556.5274461152395	617.4869035934726	2955.5645677384277	627.9193121263273	2151.319763547261	809.4242431728852	25.0
244	730.33678832336	708.0604307617214	3087.4057238081436	690.1741758496431	2107.58645002375	848.9161214773438	21.0
458	359.78967442054983	270.39588596726344	2040.893194708428	364.91218067459596	1114.9307352860544	420.290279733891	31.0
220	595.3861663031983	442.9836685598046	2353.162851807639	478.86867257655973	1245.9420709902818	631.253906936581	24.0
344	844.8772796598923	858.5043740852672	3223.6884537798733	924.3776830830141	2197.0740080631313	890.9511247705285	7.0
204	555.6748433751592	416.61419211788876	2912.2820684668745	531.2557316515908	1848.6100489297203	732.0729838711378	28.0
72	635.4361989723368	705.4916092100508	2371.996608932358	718.9796171271831	1852.5972341598417	831.6458603214102	14.0
401	667.7038091418339	612.5805161077378	2255.95519095082	653.4733350754498	1701.3412860623316	317.3656191423268	1.0
411	280.0556825645834	263.433940133329	1933.2918632323401	291.16152426469614	1394.4179019784578	352.63633608509025	38.0
388	868.2727350835628	842.8543387827136	3368.4537593651803	851.1766773427289	2334.894916325107	1029.0969500076176	14.0
456	555.1739863135533	496.81089109864047	2852.4765210461314	490.80230299221097	1743.8038580968164	742.0901669823805	28.0
309	367.89548055827737	435.96318408356956	2449.8187182394768	428.2821509857774	1670.4884403164065	407.2861178271949	32.0
318	513.0764604642317	621.6871327191607	2798.9432444465656	628.7556755771406	2094.164424622384	733.6397394369563	26.0
75	890.830097815314	789.5825421303812	3273.202057394256	904.575081359415	2289.0537938666107	967.3282504061026	7.0
99	511.3715926666116	708.5757450012476	2741.7427958764865	627.7747115517745	2141.817972082237	686.0081807658503	20.0
422	660.5772737364509	690.82087677192	2980.8358184111403	657.1310637127965	2025.7976342114744	867.4027349611102	18.0
26	741.3864946268113	834.2437117127783	3331.599195236965	848.5437029435832	2391.801490914837	990.6088957106056	13.0
126	553.4086208532027	429.06441797225415	2680.90172632586	511.0775084242066	1745.0404080734434	721.6829148299373	25.0
49	387.85776330295835	425.3941754176496	2121.6073649395967	480.29973158894524	1816.8467084268866	539.5021394366303	23.0
236	826.4371797115427	579.1848108342978	3028.3536978950738	873.8565139396372	2168.2306053414063	993.7999622513923	7.0
452	736.3334694920762	674.8033034642831	2937.7400772392	777.7863363903145	2075.069143576005	895.0010387490526	10.0
172	497.6263229814775	422.85833588674024	2449.945922487005	440.1727020605134	1391.1626398842918	688.776015386628	22.0
146	297.6411625373068	274.77314828325103	1363.6275701185502	212.25626014286502	667.5547113996441	387.60693550196123	30.0
464	631.4169148833736	654.482316961988	3046.2878263861526	742.785589673305	2167.6127496952	776.162726903326	22.0
25	703.7756105553789	725.8980444896081	2792.955179688786	664.2465437775174	1905.2087969482056	866.0110863161254	16.0
400	701.483441731938	803.1080985844699	2692.969032677032	801.9003493737675	1832.7245077328118	650.3682786728033	7.0
429	195.50484161469024	139.45578904785938	1430.833799655782	231.54509125319214	1002.6134609687539	246.0282108101667	42.0
285	639.0282946095433	556.649009625953	3140.143604055586	612.6462719643853	2059.670127824015	845.7843014243251	23.0
237	488.00055412847854	502.6516769179006	2655.808223197915	516.6150658220073	2016.478519961921	656.6180246914603	26.0
412	491.166110233119	332.7882814695172	2244.563544581915	424.9597693006289	1294.6381133656353	619.0467294737604	30.0
289	736.2469254673084	708.3406955309918	3175.8746926631657	784.9862494751983	2355.750815132846	905.6954520009226	18.0
397	269.5773140493781	262.3608536037225	1652.2606354772038	270.6398061855843	1220.6528073694642	308.40680062362816	43.0
477	914.6669285342813	969.8009470577335	3561.0083225457042	970.4174477322083	2502.932035330326	1110.5642083266014	9.0
271	363.3848153826615	453.4249651789486	2377.7887250328267	416.29190628797545	1909.9098687343826	507.3974931569935	31.0
222	808.9678910211513	832.2400630575387	3309.129240029005	857.8684556894261	2405.7035204494223	988.6850365629962	16.0
338	891.2114546006204	960.7111863603316	3393.0922848046825	931.8710203229656	2354.8254342481173	1019.8876489086543	7.0
43	664.7528366143565	485.85055754721833	2606.4883557902403	727.3564630176464	1784.4865142674832	547.8805517991908	4.0
324	621.8667149721363	669.1008902346479	2759.5336556033294	683.924029427607	2018.3019426063534	773.6633527624934	17.0
413	573.5062686034879	605.5179114182267	2822.6778456761444	611.0788214461833	1969.128325009496	739.1157884660628	18.0
387	295.00691159086915	389.4585607778776	1983.4657455633817	390.62503445724906	1669.3149471237898	425.58736561584675	30.0
341	259.64375035925457	237.24854091740002	1593.0175418520391	250.56736947363663	1181.4903100697204	289.52467983892143	39.0
209	691.4989862899299	647.9674689095358	2393.40284190998	695.016241830884	1749.621391806299	851.6325962999285	14.0
425	417.8254089952575	385.40576125812277	2281.401502957463	413.2107849976589	1258.310566690805	605.5448789523278	31.0
373	590.3407284572025	686.6422881074425	3070.6417024994716	626.6286852314303	2155.006549234434	788.9673312439843	23.0
217	391.1117834304191	458.64663560156896	2097.1542564449055	435.82971761699616	1716.4115675391254	508.9073779715195	33.0
473	635.4800785329113	554.4960187757977	2582.340937391182	518.9174584820901	1474.2072440416682	686.4957581281535	25.0
310	796.0373450590159	813.2858394138718	3457.2243145088423	874.3763715979135	2518.3793286019127	1027.2895035666177	13.0
353	794.2261349128854	723.180608760607	3212.38444115763	709.8569191613044	2151.1300765807473	956.0325312864071	19.0
33	574.2834983903289	577.7515433981855	2629.8786080887803	449.318062106731	1471.4076614319317	671.8518008732989	22.0
446	692.8087877494256	503.8598893394187	2976.292234344482	681.8571039403221	2159.309906041519	775.9205206386889	22.0
144	389.17422523070485	347.39300064944916	1818.660974945093	349.97643821128463	887.7897395648743	488.6969515445667	27.0
106	309.2371884772671	236.97506594610581	1687.7898546957344	302.7782010382314	1263.9844515228338	351.49288736916486	43.0
40	818.9120353287371	684.1462958587001	3006.088522683193	831.8674437129512	2049.5815098740304	733.9331461589661	7.0
190	813.1426378263018	811.9686133191744	3339.031756673321	909.0240562873242	2360.0182739727106	984.4749222075255	16.0
76	422.2284552371778	446.1927352405946	2484.6262317419705	397.2703107468865	1667.4228317442303	432.832006638896	32.0
381	474.6215730590354	514.2489960547256	2601.564911671309	417.4666905943922	1571.5899323146937	732.1062650370113	29.0
327	797.5296010281482	813.0595023644694	3383.3851475511224	820.1299621188001	2338.20685722219	1047.29280003316	16.0
79	674.5768740059511	628.8771716845744	2779.8092337527128	815.8941852633511	2080.599125055021	822.0733915844876	18.0
19	682.592938860222	752.0020361392719	3115.2608585799103	645.7006961448152	2078.761732609008	883.6544647631619	19.0
