MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):26.8840000629
=== SCORES ===
P1	392.733598546	1
N17	175.191514058	2
N5	117.384990404	3
N13	106.554740146	4
N7	100.113887674	5
N1	97.4113658651	6
N14	67.0367050893	7
N0	53.1747444712	8
N9	39.2307479775	9
N10	-15.6828499412	10
N15	-31.9234722835	11
N6	-47.7912113717	12
N3	-58.965300707	13
N16	-66.0825081013	14
N2	-75.4792595435	15
N11	-98.6018693631	16
N12	-111.00204639	17
N8	-114.208486759	18
P2	-162.957970867	19
N4	-200.107825138	20
