MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):75.04807305335999
=== SCORES ===
X	63148.378179467094	1
N10	-3193.8257215786725	2
N0	-3267.943023931941	3
N2	-3290.122438571325	4
N9	-3293.4269580082982	5
N4	-3370.3340657090994	6
N1	-3372.7732197143123	7
N5	-3433.6370431680916	8
N8	-3600.4610785377117	9
N7	-3722.3700186656533	10
N11	-3758.06668273409	11
N3	-3854.9964007396557	12
N6	-4207.685735121926	13
