InstanceID	N1	N2	N3	N4	N5	X	Z	Class
477	11799.085123753928	15437.439594995945	14951.930262002525	12909.753289455497	3961.777855285867	27513.629360267718	35492.93990051983	5.2
421	9815.194019363309	17320.83016817208	15491.070773004996	11623.330180648441	6671.950693524346	25932.655447784855	32551.627526405064	0.2
178	16712.948001795095	22315.469494146473	20610.983026602364	17112.336397192626	7374.722240227812	36799.97176960173	47601.12981960201	4.3
576	15130.87815465642	13595.980513153847	11610.113312795795	10130.136058516966	3717.321724042726	26940.24773534623	32937.64733559079	2.8
387	10021.67517359147	17047.856445956786	16728.595277585762	12647.395131730142	3748.666112054234	25784.419846201956	33638.85307756342	2.1
183	13583.87962929383	13256.345166381423	10408.823452002996	9587.853882156509	3233.972030025994	22573.21631130286	29486.292345745354	5.9
606	20084.642151121036	20172.869419409333	19675.059143303235	16888.262293506985	7754.645902020798	39050.72381076455	48371.10928352908	2.5
212	14813.662476284126	18539.4472264681	16338.41180227065	15089.14535010353	7089.405852617081	32360.482615482517	40838.50298581578	3.2
617	15868.246003663251	16359.748662528218	13565.642520596191	12707.864512917658	4727.129013598437	30198.59474268988	37666.589027075475	1.6
433	15644.86947707781	19873.479854711906	17508.967613760542	14217.208013154102	4499.694885946674	33218.75442505428	42259.623596215744	3.3
398	10461.892529046616	10024.596766653205	9277.859672324284	7947.831290513448	2739.887095928564	18531.729754523058	26327.252423369842	1.0
145	15397.8636165416	15038.44933460618	13492.916772681274	12107.778416914076	4091.4705780408844	28880.912698305332	35767.694067571276	0.9
3	17550.71428428655	22409.535377366858	20761.785702258534	16855.201827333418	4885.837538232953	36887.322276497944	47321.43023546055	3.2
316	15530.653797717947	19088.941656744202	18658.959812705463	16540.973411199317	7130.964986738368	34191.22523702222	43737.890251133635	5.2
153	19014.89590887761	19847.030423706634	18014.402427151774	15018.321209035537	5383.2044366860455	34960.77223163981	44791.58835930746	0.6
616	18138.157569466897	22077.58719660291	17098.457401181186	16247.805552246293	5684.4512048056595	36325.50946644296	44542.90198996801	0.6
284	20960.540351257994	24303.493925046485	21141.440205743085	18747.281164550488	6681.623717916632	41239.75987180584	51724.264755373326	3.5
