MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):2698.15999985
=== SCORES ===
A_3	79405.1067899	1
A_0	79011.1574928	2
A_1	78896.5620322	3
A_2	61328.005854	4
R_4	5189.87508699	5
R_12	2547.42941551	6
R_10	951.563906405	7
R_6	-3.36177189695	8
R_11	-445.999141554	9
R_1	-450.996516383	10
R_13	-780.908780315	11
R_0	-936.415778687	12
R_14	-1952.82584976	13
R_9	-2343.49567876	14
R_7	-3646.22672192	15
R_5	-3744.36927078	16
R_2	-3840.66296462	17
R_3	-5767.20374474	18
R_8	-7583.63226753	19
R_15	-9163.90169168	20
