Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
100	991	1000	-0.8306944830394388	0.41675	0.0	0.38989230394363406
200	987	1000	0.3716877538363255	0.41875	0.0	0.7561612367630005
300	978	1000	0.6809521084179662	0.4205	0.0	1.115369701385498
400	973	1000	0.616920803921936	0.41925	0.0	1.4707733511924743
500	971	1000	0.6477049589652195	0.41775	0.0	1.8170455376307169
600	961	1000	0.6751114318566437	0.41825	0.9375650364203955	1.9356340487798056
700	961	1000	0.6630455333127722	0.417	0.9240374609781478	2.0597310344378155
800	955	1000	0.6312367717805294	0.41825	0.9141361256544502	2.192832016944885
900	947	1000	0.6834611938849523	0.4155	0.9218585005279831	2.3238774657249452
1000	941	1000	0.32786564443350946	0.41325	0.926673751328374	2.4533907532691956
1100	933	1000	0.5467942789206098	0.411	0.9281886387995713	2.5820330500602724
1200	929	1000	0.019251408983913535	0.40975	0.9386437029063509	2.7058907032012938
1300	922	1000	0.21799087815366902	0.40725	0.9479392624728851	2.8203743855158487
1400	918	1000	0.2424810631134526	0.4055	0.9498910675381264	2.9410761833190917
1500	907	1000	0.6771670399782237	0.40575	0.9492833517089305	3.0595787008603414
1600	898	1000	0.7530673196706711	0.40675	0.9576837416481069	3.1660187045733132
1700	890	1000	0.6899842064754261	0.40725	0.9617977528089887	3.272313435872396
1800	885	1000	0.7305950455119621	0.40725	0.96045197740113	3.377130667368571
1900	880	1000	0.5979039792705748	0.4065	0.9613636363636363	3.4797386169433593
2000	877	1000	0.6289573132331074	0.40525	0.9589509692132269	3.582424553235372
2100	871	1000	0.5355517132694164	0.4045	0.9529276693455798	3.688391617933909
2200	869	1000	0.6580776441535822	0.404	0.9551208285385501	3.7937442819277445
2300	859	1000	0.7561598467658871	0.40425	0.9580908032596042	3.8956266164779665
2400	856	1000	0.612500840356284	0.403	0.9567757009345794	3.9976412693659467
2500	846	1000	0.1139839914704366	0.399	0.9621749408983451	4.098926067352295
2600	844	1000	0.37652660395949566	0.39925	0.9656398104265402	4.19561493396759
2700	835	1000	0.6635332743924559	0.39875	0.9736526946107784	4.28954515059789
2800	834	1000	0.7691144693342606	0.39525	0.9688249400479616	4.3814957658449805
2900	829	1000	0.5375250072649402	0.39475	0.9674306393244874	4.471935721238454
3000	821	1000	0.7659204801826999	0.39475	0.9683313032886723	4.5633814334869385
3100	815	1000	-0.47998887981167604	0.395	0.9619631901840491	4.656240220864614
3200	810	1000	0.6683163125400163	0.39525	0.9641975308641976	4.749677169322967
3300	807	1000	0.6955372229602568	0.3945	0.9653035935563816	4.840846602121989
