InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
1304	992.6301455170326	286.05625037404747	1026.563407905549	1114.6665347978492	787.8138560376957	156.49955015207888	724.9531678783757	600.0446747175044	1963.9778972932609	459.73112772220384	122.40205783774908	6995.407141671034	7051.0671614012435	42.63
715	963.9766398574386	303.838323974657	911.1234142803993	1103.030766345878	586.0335256325528	208.7641196558654	639.9333716441481	622.8717880410715	1891.695278789045	429.274794272525	108.0181282689946	6142.037553416584	6609.314598499181	114.21
1320	921.27798714154	283.18272980620134	942.624884389491	784.022465690708	518.7368088180466	140.87580514260014	643.3656796704547	376.5394477236234	1698.0694260696557	399.8417986609924	94.6884196097648	5392.775621624885	5428.655576419022	6.16
298	899.2671828149743	249.08468873813538	974.1956338192999	999.9768729415708	590.6985538233853	130.6262036537157	643.6110685374783	463.7788526789103	1716.5755804953815	407.8947362907694	92.33499077052146	5927.000740649792	5779.343926936455	1.91
381	624.0249517808685	144.75515158866153	670.324813352132	685.6068706131581	269.7149232373974	45.87315133683175	387.6488924112596	280.794510759615	999.6186283677863	215.01476967809862	9.734554499988747	4702.287976451209	4882.643868937851	533.56
1107	380.8617197696003	49.769741080650405	306.76660063719316	437.2222521968485	450.9071582743626	13.9613720558804	237.15715304254417	211.28193881137435	1104.9784924142305	152.72356058616916	10.043592111302605	3087.027478115995	3228.8367720945034	655.4
1268	692.5835811051872	194.37403148174485	813.906172337246	806.480300530051	561.4262184140855	46.416065447185446	488.85598612957745	325.29982740005806	995.3187337583611	263.286917448666	9.735729974910475	5652.112567337499	5820.010109920123	661.89
1125	1003.0070995179899	299.31794812495946	1056.8186999778568	782.0960121148264	708.9211707856416	166.14804769241496	692.6127153296972	567.7237686662427	1961.3697499628563	439.0360070828638	104.71929639176298	6681.928122803358	6873.27113636026	7.67
419	176.52779742119637	23.77935887178966	148.06941546507304	387.20899548496453	232.88791579108113	49.05745854901841	121.0281647897328	333.2881298646072	302.5147159792161	88.23602262777399	25.005743355990838	2592.9142189975432	2705.074880871052	641.94
749	1026.0833365767458	307.0340904326714	1014.8276637893014	1068.7488439101032	546.0283495942978	152.18109499896408	678.2494610288867	586.8708367896669	1985.6258116125523	416.7277858423487	73.47618531126315	6342.6574664569325	6933.6151050152785	195.29
184	1076.137320256677	321.06665396022936	1082.2341425417676	1165.0293504913889	783.1066631839592	182.11437288317248	764.9406478972021	670.174814948072	2044.4816968582977	499.75848308530044	112.59145759054543	7249.37320126241	7476.236579064438	32.04
1345	780.8396696039371	271.5458178724162	853.3634585361808	834.8561143236176	341.35385305679984	123.57519606389114	570.2597700560318	477.1529804531834	1095.6401213870315	303.09344307580676	67.22020244372261	5354.392279699451	5854.358095710039	231.78
1043	983.7403789251823	325.3044570680714	1007.9140477040896	1147.8451090479011	405.9215498941234	170.79097434017828	690.7426495862691	604.0457143543354	1695.998392939591	440.3545547021936	102.67320207719243	6253.745001787821	6811.9707338747485	87.53
307	462.41796628459366	91.54843093414436	452.06798577227516	446.08585836480046	497.5385377323258	48.68747606571703	266.83375065082856	179.99524515407012	1268.200249771037	225.04782057226777	14.53069513113631	3260.3862385435064	3615.3591380258936	339.61
1191	253.20287071682657	41.39337282385574	244.97347742734368	467.3782309908082	383.84214551291774	51.64663249802007	182.04422766242777	311.26185128558194	554.3902999459532	148.50317348222356	23.37714280004883	2963.569169137447	3216.18810196602	463.42
982	920.1489803359669	237.09473147162217	1002.779409575633	907.7896370517016	599.1710292524905	135.03290739558602	610.0170108503893	578.3431711064103	1811.758193569762	380.3502363357257	71.46631562176843	6142.270668230314	6655.885097299995	249.76
271	864.187985111364	316.91508853850655	954.6191671975561	1027.7786852355478	647.8200369820939	177.7340081154587	674.6850748573763	602.1325831242494	1289.8944565775955	392.29960707273176	85.54080187903246	6093.042024934126	6778.337351508234	124.6
1190	181.53209002847842	41.97176946607452	137.97466898088058	196.01641145711923	356.7557164214655	90.7860886261817	93.35895212424612	271.118481411129	401.04960088220344	68.09990876806016	28.80299660562506	2343.891332008442	2591.882913185515	319.21
600	1033.0705494229103	319.0589707818628	1064.940469110982	1149.5322373188967	464.85301908910384	183.05183896757399	721.1441620285112	646.0457979469544	2005.6681667875228	441.73418210098134	88.1913626750787	6557.678020637841	7285.353893653363	117.54
119	702.1681873554348	193.16770638555317	766.5882763173759	826.7464867541298	429.2787650741723	62.804373889971856	467.91170422680466	384.58110111211903	1024.985848950749	261.335395370358	8.546528829288865	5671.6102916925	5788.748846497523	596.52
