InstanceID	N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
1304	14072.263330104583	6725.314259326541	2851.753276384289	17048.58907201841	3534.880692289309	6861.3567828692785	3929.655457474946	12748.43319060197	576.644441547654	14055.758825866775	4777.58957146065	13359.57049840096	11735.172045984797	0.8123463478
715	7629.523709006002	4042.918399234711	1851.9514686216867	8609.867534480181	1502.8528256990453	3570.936869541929	1858.8392395987983	7452.575550805981	387.4955314074176	7815.045510042979	3101.356314665781	7644.006711232303	6776.467187495979	-0.2329654228
1320	7104.201475196665	3779.2997268866584	1694.9230594616263	8007.946313249932	1393.345160492138	3461.4844237137863	1698.9301372782236	6848.535236182775	353.83361134019003	7237.6725995312345	2889.3679539402615	7162.294435169492	6135.325696396009	-0.3329673977
298	13360.508434873382	6078.594774997076	2567.1675891524656	16261.433354023065	3351.645476305914	6541.206755510872	3553.0946089091576	12029.858367432818	588.0895245771126	13354.985602876	4168.286168258138	12668.69734872343	11262.597462327662	0.8890026379
381	13959.76271062492	6685.402463001062	2871.1967200286117	16920.589029094455	3497.1008505237405	6846.316830472707	3940.4766266256393	12683.68710852289	554.6024283524337	13999.838851098257	4699.9762234216705	13314.526314573326	11600.86340497225	0.9622803951
1107	9803.580619331797	4907.5166578064855	2135.3738846327187	10611.39643578206	2691.996153382849	4850.124638909483	2715.5842920353266	8684.926999310987	463.4342905887978	9665.080604405082	3631.1546136950765	9231.573766784606	7435.324274335329	-0.0263659602
1268	4581.396975566047	1630.3043605352568	1206.2350213024135	6881.362328091652	1495.8096503049019	2331.306723772266	1419.550507079584	3636.8838355102102	261.5245645890287	4312.371156813154	1278.1627502013412	3749.9948247875827	3846.4575653430375	0.6272580608
1125	13569.49973592513	6378.854222543561	2618.4093910875085	16445.57046375421	3337.6094149541573	6647.005362258839	3907.746173993258	12140.702823661308	537.5517432380566	13507.7992963993	4620.263373513942	12765.83180267554	11238.494869767366	-0.9623116717
419	10508.04149022173	5152.4234285041575	2162.1508342846905	12341.847123529933	2973.4028168244463	5312.302808344488	2718.3864351846705	8996.623916617742	482.9304379168012	10183.482033420632	3684.268838329028	9661.128448255382	8413.786949299445	-0.5619122895
749	10419.293064001333	4565.117451694856	1963.6483236445788	13044.479798596381	2615.3655034284025	5080.838916963172	3184.7983781640264	9068.0859855221	479.2495962538143	10284.442934129775	3326.6666047233243	9603.565613716817	8500.25067631554	-0.8528467171
184	1226.0373930417225	719.9718716457535	169.0128291469855	1548.0862389298625	206.8839850007349	507.8004633629797	261.9355962646799	1177.504373936561	145.30997918694968	1327.943224249392	345.7270096386415	1249.8439997497655	1254.6876355915679	0.1173349875
1345	3217.8028517875996	988.4991916686836	879.9257271392439	5411.058458007669	1249.0825324609523	1806.2976133019706	1292.3230897993992	2224.271545340618	262.0217376521522	2899.7947799255917	776.9256059797826	2386.12418611608	2464.7784612329956	0.4716523858
1043	8779.594901002507	3586.6673505640756	2104.1668190245996	10531.257397951696	2075.8087215820474	4082.8444186176393	2562.0898340317253	7320.510909696415	555.5703917253104	8284.083805572469	3200.4519851565456	7709.415363548323	6493.884326012584	-0.0372609698
307	11076.272468648625	5485.944255759377	2388.3928010794184	12006.91507815755	3128.8171621866113	5296.626532669351	2704.073311906161	10412.868257046235	465.7052193094889	11176.45584543004	4016.080724407273	10889.069752332513	9063.388980645275	0.402599432
1191	13153.116771592679	6036.914057972865	2452.100938277668	15707.72484676823	3339.0063254534207	6292.462395048131	3461.5152007709944	11929.66676708166	500.79107778937976	13118.672010516835	4301.575840202367	12516.559616047076	10796.434882252475	-0.9920624237
982	11701.811555734117	5243.619423701832	1794.3033500558834	14418.521048280707	2859.020212255321	5616.769643825477	3491.3030368617383	10288.281983949872	505.6953513771576	11591.308399171516	3967.3105032315766	10890.43874381879	9848.694811072975	-0.953588266
271	5370.909631771755	2434.312613989178	850.9495353362372	6866.9976544025885	1920.7775040592517	2933.6223289423865	1687.0246389983513	3705.1486508329126	327.49620592033835	4823.044731122407	1471.805023154458	4213.162300068666	3804.4617938157035	-0.4331923709
1190	13860.948224793323	6607.856228643137	2849.9284521285053	16657.811197003062	3359.8015589214237	6733.290521092457	3634.1427711164442	12667.701790274878	560.2378308656519	13812.915307554224	4701.1431516305665	13259.482962510687	11558.972403448694	0.9107443758
600	4630.028568122894	2277.260953517095	1208.0313214854905	6613.270649497911	2119.4195340396527	3072.8807268933683	1151.0190884525398	3656.914156346512	227.56384202307765	4273.583224540962	1052.0550761605562	3627.0624869621706	3730.8119477336895	-0.6665624963
119	2168.495980611404	1077.8537146837054	426.99565937299366	2579.196317680533	439.34648548772617	920.7521706083019	428.62619307208274	2059.603576314614	159.50802401012552	2268.4033187458026	639.437640434984	2211.4428380994987	2062.7172201750896	-0.1662540692
469	3582.0645151945246	1279.4679502738531	933.6451497583764	5240.772966744732	1155.4036500603731	1827.6586318765912	1262.3702293624578	2434.709546200554	280.0762903436789	3123.8236711311056	1097.0458823397773	2522.512755053589	2548.14716237407	-0.2657825788
287	13851.46648891619	6674.452992153742	2863.9360723714667	16754.41792277765	3432.6489062262112	6721.778179762015	3834.676362695673	12727.395074944068	574.0722742228361	13944.24688850174	4750.753728947165	13315.309306680809	11650.106936029197	0.8042891441
1158	11713.84386924331	5981.673224857145	2582.086639658225	14296.164318687437	2950.388676420887	6037.821541604509	3250.501966813995	10601.197885046753	507.0026176270066	11717.602422464879	4182.011685604861	11112.467272444615	9706.679641052484	-0.7249186426
1092	12817.607782295121	6270.821605941662	2597.067235505365	15292.872729912866	3101.731749802075	6208.496047039223	3623.8097794319197	11934.135175277355	481.1825053395003	13077.914465863962	4515.111266330163	12520.410396167816	10941.400412273584	0.9991311566
989	8617.446887769947	4557.119264409113	2213.0193589563864	10127.17250155765	1696.1282153903176	4158.7860946184055	2314.5051503370873	8039.061697617392	383.8468826243804	8719.712817620037	3487.4150147212868	8317.126572354002	7148.207140474276	0.5196203153
158	7869.554769331177	3454.119648836944	1310.8077560735837	10199.61241196974	2165.6561506270295	4070.9778895374398	2401.363106670619	6382.104117738251	403.857174481424	7502.5930601439595	2394.615698417528	6981.837926085571	6380.397490360606	-0.752027537
1237	11141.239496392713	5748.799679675074	2459.2119500157332	12231.651199366082	2887.22345743002	5268.28757239168	2700.8950726986127	10720.37645936148	442.7677811200116	11375.999380569374	4045.747441370656	11082.740940195	9291.78372442024	-0.7188981828
752	7524.53237685043	3492.5697215857854	2199.172616210715	8641.64906039538	1815.430470700223	3311.9658264522614	2305.49063159913	6787.165118162126	449.09055738656207	7468.656055744421	3124.267480814625	7101.977439788332	5644.15830150028	0.4697916339
178	3211.538891036035	1308.849441220154	952.5419888389424	4797.869127156438	1087.2556545249743	1898.1770809543398	924.9668847069767	2587.5301307645555	194.25429944968124	3077.9031097599377	743.5374185352608	2654.2777326460796	2682.0060004737584	0.5859699485
727	8718.770372008938	4687.550326465492	2238.869380436575	9590.463388609147	1693.2891195497757	3980.419161777042	2254.6260069360524	8340.000469808354	400.1614831386833	8898.977994246408	3551.4545273425138	8660.650621653998	7187.992133719422	0.1805082055
1243	13369.234512522815	6149.230245463286	2607.178450126237	16048.446145956952	3443.887541510941	6560.132404915396	3579.258530751179	12132.721079570405	572.3315388224138	13414.388077563648	4374.925269482844	12761.528860744822	11200.489050812132	-0.8382687017
489	14053.623537923331	6690.508853621265	2890.126696016647	16797.43938925084	3533.043143989553	6821.989739593905	3793.5518651726697	12751.052304180857	545.8472448215811	14051.160373780465	4762.473033320387	13331.081388661916	11474.643782427733	-0.917094813
116	10649.054180244242	5402.764526822912	2449.815561886044	11892.48274231164	2845.4598538560363	5151.241085538534	2416.8393079146367	10020.800646390786	438.12331392865036	10781.42109983961	3748.87051786715	10406.83601465628	8822.775828934893	-0.6998038356
437	13307.263489742378	6473.142185427063	2881.903558525398	16076.586557567316	3341.927611742729	6485.34664091456	3682.824203230576	12117.434908158793	554.8154659669474	13337.060569839588	4567.265143900174	12646.003894598878	10957.847047791469	-0.8555852792
1087	4853.728215279906	1572.2800612041372	982.4908318997774	6794.224183869261	1222.3779517905182	2203.846720557088	1826.332315417792	3568.6925283443493	339.69468971781083	4498.362283916779	1203.553117392565	3841.434796791325	3225.6892753873344	-0.7742883644
346	7022.232228830169	3385.3960440639926	1681.318491795488	9382.452553038294	2423.831089918098	3883.495058089103	2078.809635058271	5672.954531785694	314.3120084914534	6686.696140607645	1890.9436232457997	6003.324593982422	5515.68251404954	-0.7649444505
890	6466.479602675347	2844.1525065533756	1806.0745814062927	7397.9071848331505	1598.2457033016408	2900.3289738754643	1861.518048436435	5857.11664161474	370.76705125255955	6383.352672251059	2772.884316271408	6051.42976482501	4894.570187422474	-0.4450808488
544	10313.614090778343	5394.808862521469	2307.828784899093	11061.238492747207	2802.5564152389493	4988.869503590261	2532.2690038044684	9595.96373804939	440.5811540438124	10356.623903323172	3896.9216389626745	10196.625407910227	8446.779608152045	0.237658213
1223	9486.04304597226	4990.120253430934	1896.425875052719	10147.406742780158	2334.522334991221	4491.43332651386	2210.0111117674955	8762.021531871074	339.6981097378905	9505.197310212141	3225.4793684263	9321.207729768083	7865.703521652808	-0.6813928112
90	14036.890775362617	6673.927787612134	2914.009840122862	16984.955564549255	3573.7431841176062	6889.582159523112	3952.2682746185183	12748.499547223719	571.542129137422	14039.291618187423	4753.334636368644	13380.961948410986	11690.68904915813	0.9698518817
833	14001.70101007995	6700.567315178937	2923.89192637292	16794.306339391405	3535.2743777217065	6878.197309719917	3942.2348381634397	12706.924856990787	558.2836420397451	14048.194090989971	4777.005779979979	13324.254383648034	11610.23201498385	-0.9455296604
829	12823.158370949794	5893.102981215425	2312.4641241844715	15666.467728225987	3042.131761718296	6309.6191172659255	3747.6710838983763	11461.983051973035	582.7106960402988	12755.238809994946	4438.028166280439	12145.624631947041	10733.048789105766	-0.9586608497
1226	1954.8659341304294	333.5137829282308	268.98456250770454	3646.5225783137835	716.4335792331552	1195.3135498076406	841.0568486194468	863.7837357268559	253.01146106895973	1412.2073653332175	374.5784085812745	941.7502331338551	1428.4932876708247	-0.0281206875
1470	10555.395161951797	4984.616388140357	2330.530991958248	12463.695934238553	2841.0744966168277	5378.937082838786	3022.494742922375	9009.336177438157	477.58176709804513	10198.947912269403	3807.6598376594625	9635.068516724701	8207.987159369488	-0.5927842441
1202	6945.893296677428	3033.682563724312	1809.634014334397	8942.933281310168	1716.8358748082876	3693.6313975348608	2152.1220442365657	6150.005191086304	399.8651881136121	6758.628179730253	2643.3260521279662	6273.696849920275	5702.041294528067	-0.4496281251
467	1468.7693139616392	240.9604965510077	209.37687615939507	2847.9670404809476	585.7490274432251	935.7469462761741	520.4451406264325	425.2081701515652	237.9435648718785	938.9944801339733	273.26775217798377	454.38260272421877	921.5821836364864	-0.4016832013
