N3	Z	283	267.88344153658056
N4	Z	186	177.89250539779408
N3	N4	172	164.95113121330328
X	Z	151	145.97420874810769
N3	X	112	108.45145434791816
N4	X	108	104.86408004819825
N2	Z	53	51.78763541666666
N2	N3	52	49.76145833333333
N2	X	49	47.95001388888889
N2	N4	49	47.912791666666664
N5	Z	12	11.377641912546515
N1	Z	11	10.44856660032434
N5	X	7	6.337958333333334
N1	X	6	5.328428571428572
N3	N5	5	3.8833333333333333
N2	N5	4	3.3666666666666667
N1	N3	3	2.466666666666667
N4	N5	2	1.9833333333333334
N1	N5	3	1.9244999999999999
N1	N2	0	0
N1	N4	0	0
