InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
1304	177.24164450759832	43.91902544179363	218.69967690552542	194.35140276147058	43.59381484972044	111.39158446281364	89.36449213410202	71.80208663496869	104.06332993546341	58.24229033515262	610.9632823242549	44.963997794216155	5646.62543904284	5794.82
715	173.76648510141635	41.018534841266096	149.715866901828	120.72886126612948	11.794854143472172	95.96881978728659	220.37688289279922	36.15610318827732	152.48282432053995	42.43355878483762	573.2412246434826	33.46078327849612	5549.45571209692	2653.99
1320	132.73140574505672	49.03865031287185	216.9997391758046	235.26904811880303	55.698241550223614	112.1360327138301	141.38043632037585	77.55231591425908	139.23002083158045	60.80628769060677	771.6863044640642	57.21578601335423	5213.515763616137	2112.17
298	167.01169966959353	3.111448413781397	154.33836525362054	132.9644138238197	0.672270080322645	58.07196209434282	105.52797262167982	25.257074495600186	69.51386974794549	27.40976253747605	714.4568820350921	0.44001775500453233	5758.892518568517	5551.62
381	231.76747075475436	82.00550787010181	272.52234219084426	226.84848134752798	108.03163708202531	207.84374168716235	371.69258229737363	124.82095812139136	259.51210557435456	77.67473985605736	479.463377599503	112.80550845667281	5991.407129236585	13.42
1107	276.48091511619657	96.40464066115989	281.58396312652684	259.52053699083547	82.6162925681954	120.43748256838651	360.4472778117182	164.0261938048907	199.12316384331626	80.89460159392475	805.5903173054389	117.23081594131507	6614.205324073898	181.91
1268	123.48618879754682	12.964675837612672	166.2801219356468	200.18951909912923	0.6903191603923239	55.454677156335066	179.65607050725856	8.673523033176819	110.42776630713051	2.3202007924089156	711.2404553820406	7.42289686629465	5007.1751672147675	3524.38
1125	142.0500449064216	4.0972281035300995	170.66908700616733	142.73750782832394	0	43.32581031162014	193.69395891062183	16.459100377185823	136.1787537725947	20.46520539038555	512.0039976916689	2.9204632122079026	4573.955807165822	4201.9
419	295.59533025642014	91.81025732458463	269.4436046773035	324.62985037725247	85.29276237100855	216.94964655146387	313.30739115966895	189.91691644741658	312.78970800839465	89.56235283884236	831.2225618909722	121.15082276956595	6879.683905535194	405.64
749	107.88963194552326	4.661981783628421	144.84934804148548	136.52157503259326	0	63.84240484423622	99.32791140021807	20.840643041459735	95.13969366377331	1.75890303103023	612.4498461479172	6.947549546785095	4763.002482589935	3515.7
