InstanceID	A_0	A_1	A_2	R_0	R_1	R_2	R_3	R_4	R_5	R_6	R_7	Class
771	26.57732023838461	20.94382138882717	28.57407040168383	20.215709417202934	20.367064190721585	21.986656107530862	29.34084339365559	21.557171315954815	24.585657347244354	19.80980412174415	18.266677584332008	1
69	35.599874736821526	24.5358248420435	37.338954134227826	20.895008551576694	45.49014657074328	33.744871034189636	41.731274773956414	30.01822156092047	29.31957421963595	33.33316980943262	37.85315299202033	1
789	31.32045028585602	26.6346359801683	35.92406090466736	21.202949465228148	46.39636402332259	42.77735947587198	40.24534160517319	37.41984040303151	22.451346054031717	34.349826828068544	36.920444268498464	1
135	27.585953900304215	31.474678367799847	29.381982365999477	23.24568465592047	41.93753095274254	38.83651554375223	27.36971688466787	31.886589054163217	30.0968959411145	14.643343216466347	28.823366322134802	1
1467	28.698979817364137	26.022519671021087	25.532111267307787	20.30972061142621	41.16945410936437	29.510126542787457	29.615253109063662	26.01190091381176	30.0068955371672	36.31988581760371	38.35989787265309	0
1621	24.90320339625858	23.73741236508823	25.76239821278953	21.26554059426491	20.87043746094914	30.83929007120064	20.107450455960493	28.85628733216255	18.004585523997513	23.120890433159765	30.31857983238791	0
741	33.0010709836863	33.59742252358133	31.418708768843985	21.610098730854805	45.75611838391831	48.60923373188835	30.847418327268297	40.40917790942003	29.6392718543015	28.140593255658	37.34994894041192	1
1692	26.660364404941106	23.25813463702724	28.042996323905	18.42556060336294	33.02576603596657	31.60246276264198	21.21274283056361	31.596790729534344	15.419327745040938	26.71615716785623	26.913128802157395	0
356	32.12974341654803	29.167848452717358	28.149955678937687	22.41500001668159	36.75515426107346	33.25539486880044	24.113681638124845	28.658050918232984	30.654455515863756	32.72151506650144	31.018086090594	0
1669	22.76880654600977	21.490388455740536	25.430649894367185	18.487191747652883	20.40462579206248	21.742531803557405	17.905658071741662	26.47732423856111	14.024198609128732	13.241304747236148	23.11746438969285	1
155	29.32172349552199	27.865711723769515	26.766384189352014	21.475940463369312	37.87527145879622	28.834320853208123	26.22746666640092	35.86784504960042	26.533791918618707	33.21301302432639	33.441634230290944	0
444	39.13397402461927	30.160254378069176	44.58587351724108	20.764434149453923	50.2630084509652	35.856039404235325	36.63742105656725	33.34029702462177	24.941550471237814	31.3617011405141	31.998462302849667	1
1061	22.20423270132166	27.989060163282815	21.992112936764563	19.51411304414721	39.73731303697626	32.94043425362897	17.742258431836014	25.277531139902667	29.00819630077461	22.761167801881413	33.33066489343748	0
1197	39.83229777378821	29.159730807496395	38.659706102406524	20.692291851065082	44.55595772895199	34.94787880041097	31.715512674147877	21.28310745573497	31.12268138302938	17.86980635160474	22.22868909729736	1
1270	31.14318177929898	21.633950737628496	34.58292393830322	20.01253049472123	25.512244949923797	27.66248466775673	39.44596774921466	28.62887945068673	22.799812026033713	30.240116010025705	33.95887320424211	1
365	33.6801228066785	22.493877174218603	34.8228699863752	20.540039787798417	38.67770998263173	32.473346806709756	29.57685555934388	19.188639185780897	29.467104198306565	19.033346757448225	21.445831478804454	1
1004	34.38771240722985	30.52438640316169	34.96960141868204	19.84696889360199	25.051300783557053	43.92466782280564	28.03461745976637	30.13541851802439	23.15063224049652	19.995182885371538	33.3156673817697	1
1979	30.484558879762925	21.432562992953176	29.54063719675729	20.25027241061679	22.657196869238607	28.2699056045042	34.2210179355879	26.735066893715963	20.333676824148245	30.46246991411782	27.606643601554904	1
1177	31.516503287547607	30.054794524520034	27.720634772324775	20.4880839011768	38.556026592592644	36.38657121864095	32.00630493738228	34.36636541060789	30.05464246416022	29.3378459230821	30.254363704380236	0
849	38.59736203402515	27.88235551374079	38.37578258721996	20.83643029143082	45.791048958336596	44.506399517536984	44.29860615204718	38.31710632788866	30.191274071483974	33.06472715744566	40.71487364316494	1
1048	24.8099563931859	20.049868238053552	19.320215555134887	15.155643284504624	20.488622515230382	30.040877828699028	27.009686647868627	28.70309402928169	15.508448312767573	24.80975854375943	20.68039479511761	0
1921	23.304234174241465	21.001752433863437	29.183208754491034	18.7108533990389	23.217147647262873	24.208674602767	18.774215442073302	23.372286198768716	14.228900461775266	18.281910471596227	31.496347476728637	1
1654	31.15628553515397	34.21363132897759	39.47850051013924	26.391048160196622	45.78785999408372	39.17260013661264	38.598976231178995	30.269267985275878	32.415324436457745	24.89910667220423	42.60044864477594	1
1745	27.810855269732585	28.952039807929072	28.929755300215323	19.646860393597265	45.737309730176996	30.722824598591608	27.40162072548157	22.737635187755217	30.39322392628123	25.696722385348096	38.45229225016634	1
1060	38.3116365054815	33.438476055308556	43.9466623739227	22.79206662894967	52.9584204000616	36.361802396579904	28.17229968076061	35.996680543841805	21.48368864061374	31.272246897648376	36.71126828565309	1
779	30.71869951115461	27.646049581525883	21.172297671704975	21.552430296270916	21.698250625920462	35.716273708154546	33.44562982916831	28.74606140464911	31.241932816394062	30.87764980477388	28.23386940134668	0
16	26.26921206635925	28.360345901418	35.01781925933019	22.030846137164364	31.305097090738744	32.01872758087592	36.84086502557339	25.462089867406036	32.79040148067551	21.229025394265523	38.14465812983858	1
1250	24.30358020617298	26.222281725517284	30.890221642103825	21.25854880214105	38.629523355518884	36.1771355114599	24.94757052866078	32.877026718173845	18.028395592145372	31.902494986977477	39.81523481649892	0
502	23.793016185618324	20.79627341718462	28.533825231714122	19.51354083548321	27.05175696816318	27.20995998220307	25.51113102045082	24.15275252054939	16.089904837458572	26.263897995913563	30.667608001014255	1
590	30.22006038277296	31.045491405778932	31.43110019797655	16.292309684522962	22.44720385480223	38.9803199252174	23.585014867948477	23.058402116858172	26.00989941294125	15.716071634632124	22.187390074350123	1
909	24.36977780775539	23.254148868071773	21.86679968819011	18.37919225487701	15.62560188999582	21.717125656026482	24.17799544797667	19.182237393977005	25.562435354466448	19.91333007339086	26.0784417669365	0
1600	31.017201853106805	25.947143008057623	27.639381895919815	21.15567938990337	21.639528838176098	25.04292457735336	28.48720850637688	31.936158915834643	24.24474661607064	31.34898624188025	29.16558953510585	0
32	23.757306135360707	29.033532834388573	28.275982095949296	23.33373223130351	24.994878493694863	35.21757339994068	27.287315775092814	31.649095677081412	29.04165819255802	13.534560777954853	27.124981266709256	1
713	30.12605945068902	26.715139972923588	29.201734261875774	19.948393091231047	37.12525638539683	36.94614956972102	25.767586096285488	28.041938246616564	27.234181333934586	35.16600387190933	36.30701736434966	0
1446	40.451174423450574	34.330461121371584	42.40804619480519	22.67605112143399	51.76229723832086	38.44604863928977	29.82670401176481	36.64323494616187	25.2513813640031	31.541106972769096	37.30635970858712	1
261	41.27712868405221	35.36276347613638	39.51668922954309	20.195999900253444	51.38755962068328	50.62715389350877	33.12135941690207	38.98950579861682	29.35093225400735	31.086214978104046	38.74877956456792	1
269	34.22122226871919	36.15423672190413	34.17235498458703	19.66094692723716	31.268742045217273	41.45567097711099	32.14941052775028	29.915627195434855	35.166954257688424	16.393077383910075	23.811596826020317	1
75	34.58008876698012	31.449965165242965	32.96018469325904	17.438329181961194	41.7619363689152	43.271891719331606	28.54085196043522	31.84552145380882	30.3046210070009	14.379550556006997	25.790960030921198	1
386	27.401765718411497	26.65743481395414	33.51161706082067	19.225766506732366	43.62501088629103	29.91182190371089	21.298662165547935	27.79017814930561	26.60488495264679	17.35216144519948	28.175325975649805	1
1360	37.57025660962844	26.366823505724803	40.05794777975972	19.656840497749652	46.50695147097607	41.9113245739284	42.996279516836736	29.430186451447902	28.946405359524846	29.73709527422554	39.340727595110906	1
2	27.173864347000183	27.155033990349327	31.222711338750884	20.479611862894355	28.156386794972416	28.75848596332994	24.88978079247693	32.49296438221789	29.813280645987657	23.737817452166205	38.22835406843728	1
1181	24.944450569231453	20.729280933717828	22.419955473950928	16.988916471564377	34.359144322654565	34.018895361084454	29.134581361136682	22.375818071584504	16.732025941894147	23.35181362478464	21.46917020681098	0
929	24.694933119357934	23.546795374319657	23.895844162981803	15.76957228272684	40.996033143244276	36.15401001508478	24.071757878442693	26.380415226377863	15.159327998040377	31.86957303871184	35.45088982334673	0
1364	28.839408411404104	23.39791667394964	27.685490033706397	21.736416182364213	30.755016406865934	30.379466984477222	28.740518023242746	26.81060742952728	28.37786983886164	27.438015738667378	33.09577356532294	1
111	25.028160027461855	22.711547237952455	27.177529303856875	18.528159783593757	31.965455918493397	32.76860085194568	17.671166754765665	27.857759872847485	16.118577807314654	19.871552262871376	25.65570413937934	0
1113	25.218742128906282	28.22089729554053	28.875222784494127	16.608411534823457	43.968760242029866	29.868924076955235	20.858005305223273	25.381034002135436	15.679233003875016	21.258064175270658	34.728191017193105	0
200	26.93770735212562	28.55641267052911	26.11935797055858	18.856145411980684	41.39250486629059	38.3816273990881	32.7391357611357	35.93272242562658	28.33106372633492	27.05829293164083	25.848558224806965	0
1400	24.366558912927157	25.255400609658892	19.252470597439686	20.922267140381308	16.352619864425453	34.67462161727212	28.9641155363891	23.01713725236566	31.041943234055022	20.957973897755792	26.195740606987684	0
969	24.414187338768556	25.2367726509359	32.68742849498503	16.03408428730482	26.97010604101445	27.552057474474637	25.543253300040167	28.976897369517566	17.001763758120024	23.559778170861225	32.335965212096966	1
1243	17.610688763237267	23.717660653141255	21.386768133713147	18.214432268216697	34.3446666262431	19.357772728883507	22.79978378529141	21.467883450135737	19.423539699213727	19.882008717331903	20.45875669252999	0
1418	36.14082936617253	31.113879013547947	39.13304556899068	18.435961391437313	47.21061123695891	42.628125231484724	28.5762913279354	26.55786349077788	31.46849455663359	21.74995583316983	36.191176635764855	1
291	26.026024801794296	22.36743132126908	34.271904523499664	18.480911788367806	25.339108366928826	29.9927622345917	33.69956184082577	24.361712884488906	21.80113073452402	20.6961537649422	32.88628282644192	1
1003	20.32512591257799	25.146654317904513	21.258130175485462	18.718590009950397	20.059215136826328	31.652982518115856	24.12092037371823	31.515073637431463	16.782373018955596	29.354258346080325	31.49400617987154	0
616	23.87510768876511	25.96094446721396	18.549507597257904	18.28638670530461	36.15817585631766	28.014336957749887	20.975860723614268	27.612198805084656	24.00005959655072	31.613759979620053	27.54615710132238	0
1868	36.15312224098396	23.83977901897971	37.10781802826578	21.973316119581604	46.836333440057935	34.96888328807275	39.307613736049106	31.437395266509863	31.060586565060202	32.07473787177228	31.655481298408013	1
1729	23.79891135827088	26.808909459760798	17.78408939825477	18.360927689725703	35.71083408216046	33.63486077935451	20.026997152431818	31.74951034265788	27.50285477464391	27.829639675469288	24.400716707104685	0
405	28.875031909532392	28.281693423936304	31.103187214395163	18.978744847291633	45.91830220346736	43.66119139831336	31.468825928057658	38.064582148883055	29.949000419845536	27.169630468739435	39.879202270459295	1
95	25.253607916513246	23.393297385483763	23.955178055447142	18.1382217525025	40.98622316171957	36.98095803401254	24.43294629039422	32.82585052477467	13.423801998122956	30.63155256446685	35.9013605824027	0
1936	24.735443233831283	26.1554894029398	27.03373005459176	20.364223312987388	38.77389484034677	31.118450759418824	29.190740901184675	31.795457673120108	26.312217387438032	26.57468463847749	33.24927473635299	0
340	30.272308541146387	25.39095624479248	29.781212916996935	22.433789818669826	24.58751765159023	28.349026297086827	32.91932787078102	24.452169955541702	33.55372520576742	19.365462128609412	21.80927659714461	1
1659	27.960927500435123	29.918371034437286	32.42848076956732	20.211404016428116	37.908947501578425	33.33769368055431	25.939779967839915	41.890021302146444	18.767385217868302	35.20345298021643	37.23121924689242	0
1480	28.92167959932749	26.62037029544656	28.18845337927907	20.954543608900817	25.777001162637102	28.908843392470843	27.37334586946893	33.807450684791185	26.979411539687057	25.04706729326295	32.342635629788425	1
487	34.804914673406934	29.484917465119103	43.666600842701925	19.698102502003497	47.79725825153662	33.27340372239531	33.05575058433573	30.187913355304683	26.139662180114744	18.584096653148556	30.17970992186766	1
403	22.53042169976353	20.499907457358717	29.488650712447253	18.733300195082855	23.035571431805717	24.165599742714576	19.988925443120618	24.242033844448045	14.797799841116436	17.94092978394165	32.81778210229541	1
1675	21.931813393665415	26.314738391338814	26.197564513006583	18.450507301342782	34.4462513237023	34.22536095043596	28.744422165767045	33.154585173079	18.308109801677226	22.5212401851779	23.58234438190032	0
1189	28.22517489393302	18.416439404527186	28.476107161042325	16.73563340008252	35.535176992745534	33.10944839606623	32.47511800239801	30.078721403593537	15.908476887223378	31.764511778306545	30.445886167712633	0
682	25.94108231008168	26.218856704251248	28.064267432761877	23.851647075925587	24.211714201972946	27.596478334817494	30.60078992530934	32.18901004023782	32.53105971792709	16.891753995456373	24.677588417240536	1
1429	34.71170537219736	25.950529182528655	36.06178641133444	21.13665814970513	33.569812643532366	36.092452607959814	44.395674585892145	29.57844461788821	30.450181828383354	31.21721504818954	35.71370367638689	1
527	31.276118728204754	24.7008171304124	30.869135277018525	23.365576143926297	27.327930831480053	31.15780396986581	38.1246966854995	27.14136119913522	32.85136718063305	29.808396941875184	25.408241322103972	1
1452	28.359151926034446	26.248283217056667	31.256296252785695	19.98994177201104	23.305852907337744	28.746038163473813	27.507547209181908	35.642430677280075	16.985948410873668	32.8691568111015	36.73064122083425	0
815	30.575627799490128	22.062633053291872	37.532984086785405	19.75379781027731	27.730779327459544	30.95583013946064	43.316108327169076	30.65117548240139	19.737694654957057	32.00448834609299	34.77621617661763	1
1963	21.23195987215875	28.655990521694317	25.76769601401096	20.107261239921048	38.67984834874787	32.45707006598417	20.5754448319533	26.797438940193494	19.64634739684948	19.98212235199384	33.84109297063069	0
839	21.416704253051897	23.242018335711673	26.615952930858708	17.672345312499587	23.468106953381717	35.55888910130768	36.12254675367928	36.592537798233664	21.577342744464758	25.428249036093835	25.33654468435077	1
1687	29.574435235518973	29.736815318977918	30.867325010347383	17.138037477190856	20.90500309788076	39.90421241110642	23.968825896460586	28.941754355957862	24.037104065605245	14.129415373804036	22.936199396372395	1
578	33.51646184695527	37.2666354896592	35.190912999683505	21.877592264338116	30.130901798047883	42.304548541551675	27.871419425232027	29.84065600467159	35.608080581983565	17.729238149808918	29.610720222477116	1
1549	26.189145807553505	25.67924590294047	28.950131275200608	18.467894071779387	33.90860975482075	31.15140093483386	31.020099168268793	32.75870549972491	19.29483329155028	27.507857231581188	25.624965441802406	0
14	23.460846326511682	22.11927676712401	34.13288992699759	15.018745195803689	21.630161354608997	28.811735649624705	33.85214090660959	24.13755024588609	22.350100759388194	23.30579888964582	34.375987415871336	1
1273	22.1156691803311	21.646579751363504	24.913715755190353	19.53477711479041	15.314150437534456	28.582042435086734	27.83748648614466	31.937972014242845	17.923407733290134	20.429267468063895	21.3139277998587	0
215	31.30707511477631	27.478836990806773	25.1805939516352	21.48476658635352	22.307426136053973	31.173962867186574	28.986498921479857	35.18504935478163	24.202202176749957	33.53808570336517	36.48558231054912	0
165	23.234109159877935	22.7485923777255	26.076616843441048	17.91672381818368	31.969916219420476	30.66044735687985	16.12398376290655	19.283350470854867	17.821528260359532	20.534470363517208	23.02466454014621	0
910	32.1287221991338	32.55000254049477	37.76587728671143	21.922753326041995	44.470744930861855	38.96680196086943	28.73887439271978	25.65591389924162	34.91115825878295	18.223234982184895	28.92995785813521	1
1810	24.733738479472144	25.1103208513651	25.460134875991653	18.378067645019247	39.620611050506135	36.54136966139904	32.266683642401325	25.325343358407668	31.34427185059085	22.104367334776164	29.563382311991784	0
117	28.261754687461124	26.442341271563222	18.391495472903056	17.077208896465358	20.626697488125373	33.42801476420171	30.73258822420304	31.665775399721465	27.048388061405937	26.125828045192076	25.024624446694432	0
414	34.292554344918905	29.019992913185252	38.89788573324721	21.08740666511261	45.87882374485004	34.99126114311222	29.075995342598	27.412832538194483	30.81125729690705	29.868576939354192	39.50382490628039	1
238	23.60634124174217	25.434196889982903	23.424716858877357	19.19878975093829	39.905876422102025	35.585393443192395	25.901370769188357	35.27733916063154	25.947755058528344	31.020818593020152	36.236805019628086	0
1435	24.06770576351233	22.83350554110486	21.73775676256465	18.889485543345444	36.64916430830895	34.33691922674976	30.510720685191195	23.21145104212644	17.6613395876013	23.725511716073978	20.395112437218756	0
250	36.617833942363916	33.52750731517509	39.4297824397592	22.513349706333344	49.19645555374247	42.851371086813224	33.01622270438634	35.49651287907032	36.60495869924189	16.975455907865793	28.183177621089484	1
669	31.533636848399688	27.950393074036022	21.37357056395265	21.95403474323489	23.300566643818225	36.16286916120221	34.85630489193796	28.763750638887615	32.1041641041598	29.91264233931514	27.747561208417448	0
1541	21.062207460133788	22.938666176114264	34.365150408893534	18.502047093304537	40.36397398314049	29.706900946171064	20.79507859309221	28.8195613089192	19.0561677314626	19.577564625850336	31.693592506347237	1
866	27.466740970476668	23.33682999159818	32.467740707200164	20.71303938347824	44.07848345693199	43.61869690423866	32.074435993961785	27.05621421666116	24.747175176849296	29.727942537749403	36.6256826374188	1
476	21.28815290699709	24.266355595090953	19.0793384258331	18.500119781341397	19.76247203905763	31.513705990621162	28.913286286103688	31.03852632075599	25.27413233141993	20.0617915679092	25.807578117862604	0
