Epoch	Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	RuleCount	TreeCount	AveGenerality	ExpRules	Time(min)
1	100	994	1000	0.8295785506505612	513	481	0.6896153846153822	0.0	1.9439069827397664
2	200	983	1000	0.9473115850672909	535	448	0.6896153846153816	0.0	2.679996414979299
3	300	978	1000	0.9414530878830479	562	416	0.6926923076923038	0.0	3.3500869154930113
4	400	968	1000	0.9491317273854891	577	391	0.6936153846153805	0.0	3.980467132727305
5	500	960	1000	0.9458875926578391	592	368	0.6938461538461502	0.0	4.554983981450399
6	600	947	1000	0.9419230748923947	605	342	0.6948461538461499	0.0	5.137780249118805
7	700	934	1000	0.9257772263104778	616	318	0.6961538461538421	0.0	5.677333867549896
8	800	920	1000	0.9477207604059847	625	295	0.6979999999999958	0.0	6.176295300324758
9	900	910	1000	0.9412601633926856	643	267	0.6993076923076882	0.0	6.615840744972229
10	1000	904	1000	0.9354475676970465	659	245	0.7004615384615341	0.0	7.035225566228231
11	1100	895	1000	0.9420815524237796	662	233	0.704307692307688	0.0	7.411374847094218
12	1200	890	1000	0.9431648113038292	664	226	0.7084615384615344	0.0	7.837471862634023
13	1300	884	1000	0.9301682292606291	661	223	0.7124615384615344	0.0	8.30155753294627
14	1400	879	1000	0.9336409996112179	662	217	0.7168461538461497	0.0	8.775143380959829
15	1500	874	1000	0.9203469717994212	664	210	0.7205384615384575	0.0	9.273212313652039
16	1600	862	1000	0.9462495598632346	659	203	0.726230769230765	0.7563805104408353	9.337476495901743
17	1700	866	1000	0.9406746633438814	661	205	0.7292307692307648	0.7586605080831409	9.402699597676595
18	1800	864	1000	0.9256638840470808	665	199	0.73161538461538	0.7754629629629629	9.468706063429515
19	1900	865	1000	0.9358082442989875	668	197	0.7359999999999955	0.7803468208092486	9.533017881711324
20	2000	861	1000	0.9409147177255142	666	195	0.7379230769230724	0.7839721254355401	9.599116416772207
21	2100	853	1000	0.9385304832761908	660	193	0.7416923076923031	0.7831184056271981	9.66909874677658
22	2200	848	1000	0.920280711628455	658	190	0.7436923076923031	0.785377358490566	9.737414479255676
23	2300	843	1000	0.9404619890194273	656	187	0.7453076923076876	0.7852906287069988	9.806038681666056
24	2400	837	1000	0.9322106185385823	652	185	0.7495384615384565	0.7885304659498208	9.877822784582774
25	2500	826	1000	0.926055866784954	645	181	0.7537692307692261	0.7953995157384988	9.95139749844869
26	2600	824	1000	0.9432318159380597	644	180	0.7549999999999952	0.7985436893203883	10.02270830074946
27	2700	822	1000	0.9423766371153013	641	181	0.7559999999999955	0.7980535279805353	10.09799004793167
28	2800	818	1000	0.93958939008554	639	179	0.7573076923076871	0.8080684596577017	10.176891366640726
29	2900	818	1000	0.9324854037775542	640	178	0.7597692307692258	0.80440097799511	10.252483050028482
