MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):0.973999977112
=== SCORES ===
M0P0	189.34609721	1
M0P1	127.143729058	2
N3	38.3234370616	3
N4	28.9954105607	4
N15	15.4840791616	5
N12	11.9689274116	6
N6	5.84738730116	7
M1P1	-3.78162925117	8
N9	-6.52856890564	9
N2	-10.9123865402	10
N7	-11.2911714767	11
N1	-13.5332493172	12
N5	-17.6334796503	13
N8	-18.9483369008	14
N14	-22.714078013	15
N13	-29.329805678	16
M1P0	-31.1659267581	17
N11	-35.6826988651	18
N10	-43.9671953265	19
N0	-49.1097300233	20
