MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):72.75546598434448
=== SCORES ===
X	51857.32697915819	1
N9	-2203.009465164283	2
N6	-2243.3948249433233	3
N2	-2426.9313807570397	4
N3	-2516.20431591379	5
N5	-2607.0305425601837	6
N0	-2774.6625450452048	7
N4	-2825.00856870431	8
N7	-2921.2858436473434	9
N10	-2973.2714080357	10
N8	-3014.323346346955	11
N11	-3459.671224403439	12
N1	-3689.2039949141035	13
