InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N14	N15	M0P0	M0P1	M1P0	M1P1	Class
137	2139.324692400739	622.8146100519797	31.86701432568712	575.8981703850933	2590.523779749496	1195.560942184649	2700.8615469792408	1493.6635326149826	1463.5613938156666	25.107110795675744	550.9506698750488	69.75548439664782	70.95847316892414	1182.4793010137057	462.92415985909275	1177.1265905712892	36.45189048035168	10055.237723044433	1436.0533418429102	13.8
10	2330.134732500832	651.4729986183017	130.99041545762628	627.8261738137388	2677.5915410187326	1420.465387111612	4407.1633052196985	1685.8479017519128	1735.558626035961	153.9139255406723	917.5488482442029	234.81414666528812	230.31671843972052	2043.6400403386228	581.6565674592334	1495.5046214637864	262.1009778430336	10342.769965938258	1662.1601618781863	1.1
9	1144.99491789722	685.6648432228526	127.53778011977073	383.4055998892043	1385.3736993196383	1165.153241254789	2042.9084246468715	939.8799845141965	1034.5974579033948	138.96522559520716	387.69116813945027	165.43142653852053	248.40935422401247	1042.2183510439413	303.3084182060928	776.4427357408752	281.77498963461017	5824.3845730090325	716.351459665689	3.0
100	1932.0271125532665	595.0108950790521	0	335.9075861192808	1767.8495774695332	1129.902285799939	3872.089156385819	1184.859531348485	1418.2688525178698	0	738.3130259631259	76.831339670105	24.74872586283303	1709.070495250082	150.90536436196317	1147.493580091935	70.5499112594175	10465.935959333501	1412.2990263043744	10.1
105	2102.7795833793766	789.8718688747812	12.723611111111108	413.16142801959285	2314.561098445546	1291.3463075946208	3780.6040520651213	1504.9796050316413	1492.477528934104	18.94944194278975	757.1197456774397	91.04234925249389	23.451546404223052	1595.703134042457	457.4781993542575	1185.2172425936076	20.38530154997017	11080.598102515225	1463.5393684953096	10.6
153	1764.019041986611	523.4722177695963	12.791666666666664	455.270576638866	2114.491643985899	1008.6752165300202	2129.4601480481747	1337.065132775749	1231.8311812065888	0	384.5318846783985	55.469680339767805	44.84191426394748	925.5457614725749	371.4182691376942	963.4955974857506	25.164766365773485	8456.948666578977	1224.1398364261058	16.4
14	2383.7296525115617	704.6960366347292	120.03677453066688	675.1738222525562	2931.3778457564895	1380.4837371369747	4975.462703515957	1721.0630852629913	1863.7580622142373	140.15732193209058	804.0045039423044	204.1152069902446	158.86926441383844	2151.7248585473394	593.8391239522666	1508.6943331408336	242.34963810594095	11046.381365870713	1627.85396114602	1.5
177	2227.2137771398534	709.2853841251901	12.886501736111107	487.00175004753856	2575.240796910035	1274.7826686856176	3338.3758734549115	1564.5282813264655	1421.1864126755613	19.038961156025	605.4024952300091	67.90488827815417	12.551105967078188	1169.2819446493193	453.52517818673664	1158.7972517831788	7.8059859307749955	9614.335817439513	1439.4638589575309	17.8
43	2071.9596601736052	714.8495369505424	113.12329809113815	546.861902844312	2581.898566643871	1180.0279574219942	2968.9695374726266	1500.4493031658183	1690.0921970722218	110.31959900544653	558.2480744610243	177.90113484762026	198.68400755858258	1449.0870826808778	310.0442507068437	1264.7439518153594	236.70662229387796	9352.884568525042	1359.356579566924	5.4
167	1421.481508725522	469.3747716380512	12.92725694444444	516.1555241889641	2548.991953326907	912.2722988565939	3119.6364993275065	1367.1311641453315	1291.726587380747	18.470815385818664	340.09097621620884	58.36876098767061	48.22389505140846	910.7662240589227	350.40650602008003	908.9781237110258	22.643738159242208	8438.806388489591	1247.3074768695294	17.8
67	2661.619485931904	955.6998117932019	109.25405191185321	650.4434945865215	2850.182427021103	1489.6294807229729	5598.182104401211	1808.647648713868	2138.1216298708136	96.98469446661375	866.399673932016	163.21448422397629	163.8491524792376	2502.3935833104747	537.4251288903994	1495.6845358143976	164.26222191493844	13514.96257352103	1669.9488025149892	6.8
111	2350.8546910418318	690.5814122359051	13.66143818966392	536.6758494534613	2658.4616717835647	1271.1323296785774	3723.4717212238047	1656.2837843166474	1355.20819144933	9.070136069173401	613.4066195393222	75.27364992011911	36.26726647468936	1225.355740464271	448.92306758384507	1230.4955915489193	12.878652941202812	11551.230065171914	1352.5177228717605	12.2
40	1438.9514089774477	776.4554029742361	111.97387716367587	525.4578856008518	2034.5795750357322	1234.4047913252869	2931.733115099708	1202.7713609176037	1276.819353966473	128.28758637440893	717.0386686876982	214.20102736840036	218.1066993394989	1171.5154581685404	468.2021897509716	1235.2634844426993	203.52493861079324	8248.516571543518	1576.8830549685288	4.1
15	2343.639532916113	707.4793835009203	119.88706614716742	560.3269194241116	2352.8808529711664	1435.3851226833594	4774.206361385562	1585.2437202864096	1690.2301344970817	140.39525601863787	761.9269583911555	207.8096019243188	202.56874339342372	2046.456243853808	593.2209023317332	1462.4212310943415	240.29256737975314	10718.993367007693	1550.3157853694395	1.6
139	2090.907450116021	568.8971906297985	0.1953333678320761	415.2540920834212	2362.3348666898128	1191.6229390105561	3265.1999781754184	1339.1720387884843	1094.2980680497953	19.115310523181883	751.5674620046639	89.98021214355221	7.254125271353891	1343.914637056166	301.86257002777194	1208.6489858717239	38.7170617337175	10042.558222804975	1452.5202050861244	14.0
37	1976.3151950536912	853.9680236677812	116.97802101414663	659.7060131966836	2867.797478153391	1356.40932920507	3503.531941584182	1763.7887659496469	1575.073820763984	138.9942344181733	685.2705089663191	216.2963549760788	219.23129417774322	1382.2517889660562	456.03021718385065	1399.6735072737945	245.5987521980485	9866.299298521846	1626.224485252267	3.8
41	2298.6145176350533	737.7979674191505	108.67701003829015	575.6395677980231	2521.6529954422854	1180.0118661790664	5332.403354772603	1610.2939585826773	1874.6329105777115	101.3797625238619	606.0310658539111	178.01117685718737	184.09079045343393	2205.015632634533	431.0060411373886	1335.8688810317356	188.26528827043225	11921.876744440688	1273.833490979428	5.2
82	1965.87524079272	501.74451900754	14.18770532745401	565.5840897342789	2186.9807005409957	1112.73745092908	2992.5471488497697	1375.7944305590431	1252.0648115305635	16.894915320497546	467.2121146171395	64.88185018027893	54.30406300875047	979.0646535632893	430.34952811633025	1049.1474629462102	27.206494948568203	9807.138504085728	1195.131281402624	9.3
