MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):16673.1779449
=== SCORES ===
A_0	15887.4477484	1
A_5	15821.3361019	2
A_3	12909.5074413	3
A_1	12692.1607639	4
A_2	11070.2161604	5
A_4	8435.7276742	6
R_12	3340.92925955	7
R_9	2607.32278861	8
R_0	2348.60843892	9
R_50	2086.71242593	10
R_58	1964.25764206	11
R_37	1818.86621209	12
R_31	1442.42095332	13
R_1	1428.02401907	14
R_56	1214.99735387	15
R_22	986.923846642	16
R_59	896.771990123	17
R_38	855.762531096	18
R_14	833.02132995	19
R_23	829.120824432	20
R_30	691.879567811	21
R_57	659.500531587	22
R_5	440.498036663	23
R_47	395.924822425	24
R_28	385.584266457	25
R_10	269.812870858	26
R_16	245.986718466	27
R_63	142.257020331	28
R_41	-3.10720120231	29
R_21	-74.0142824561	30
R_55	-114.714809627	31
R_39	-154.084754747	32
R_46	-237.54591879	33
R_26	-253.801914037	34
R_33	-274.182034833	35
R_19	-307.394577065	36
R_11	-387.784083031	37
R_13	-389.635926959	38
R_61	-442.070966288	39
R_2	-472.024724669	40
R_52	-516.908233718	41
R_27	-585.265799257	42
R_53	-682.583474492	43
R_35	-683.064106986	44
R_54	-719.268353058	45
R_60	-730.613644864	46
R_40	-832.827393667	47
R_18	-960.43533985	48
R_34	-993.077743014	49
R_49	-1052.49446472	50
R_45	-1058.82332869	51
R_24	-1114.82537858	52
R_17	-1155.14300535	53
R_43	-1164.47216993	54
R_29	-1169.01509098	55
R_51	-1247.23302452	56
R_62	-1262.22699374	57
R_7	-1305.1490596	58
R_25	-1407.69216773	59
R_44	-1411.19648911	60
R_36	-1425.62673722	61
R_15	-1432.17417705	62
R_4	-1585.59010386	63
R_48	-1745.95410891	64
R_3	-1852.23402204	65
R_42	-2071.08914684	66
R_32	-2161.01849499	67
R_8	-2170.39966845	68
R_6	-2235.09597149	69
R_20	-2609.64199387	70
