InstanceID	N1	N2	N3	X1	N4	X2	Class
477	303.6971897439159	165.55853680865138	390.3681506533201	1666.5225284201888	122.08578581588222	1467.1164523538087	180.0
421	263.92148530530875	74.6122024213253	465.44688773945524	1993.1268340704187	126.75137771068272	1661.55749399602	108.0
178	712.7081878067119	509.17763778163726	953.8451946808739	2534.384847214737	473.517528088542	1842.9185181011105	64.0
576	856.8860622824934	647.718520893463	1061.187624522426	2659.1446322321667	600.3815107817686	1781.604101587728	24.0
387	172.57013598746906	86.75188015815776	257.9855956356556	1546.498322464557	14.269322311382318	1441.5477861794923	190.0
183	165.31518710050983	49.81101480989776	266.7056123282289	1051.8200882787085	38.40369011668557	923.4812197829636	247.0
606	823.9306142794823	606.1175684599101	1001.0261241412039	2257.4380981110844	558.4422929730977	1520.938212596476	0.0
212	848.848457686411	631.7586501226009	1050.5483971849008	2540.7576429356654	585.0430095077081	1799.8471217870208	6.0
617	160.0537240193339	54.622255484293476	279.85825226649484	1298.157674756354	18.485438761983886	1211.2932193857305	200.0
433	851.6823485722945	654.4422991243547	1024.669508187979	2513.7008747441105	583.7273094285158	1756.634883555886	8.0
398	189.83679985182619	46.68351603925677	305.9331235803207	1609.1826182281961	21.913990065691998	1418.6951962835894	156.0
145	848.6138690882126	623.9450537138473	1055.9834224136946	2543.715688276708	579.382191782689	1763.9117455131964	10.0
3	407.15487444466964	220.40335003739327	580.5103343791076	1686.1635243160215	252.98233291518372	1230.4308065629377	80.0
316	168.16692143222278	19.49311440457119	248.76329186182588	1209.764107620872	25.872669607140217	1051.045950113062	140.0
153	847.9123561134373	659.6098105297062	1028.5628636853967	2625.778983256781	565.6762543835262	1842.155423788132	8.0
616	192.24416713052284	25.96360183708108	289.8349767425175	1308.4698572170187	14.187997755028736	1180.4384396810117	180.0
284	296.8957592713791	126.890716357872	441.22640543561647	1862.1368761271026	105.51609819367323	1418.5450511893564	98.0
494	264.38975256647996	62.008184697853316	405.77124034295025	1750.4451400128664	98.53870178465256	1357.6953668453607	112.0
84	231.78493214989808	58.01338486348753	362.50284239212334	1804.5531671510187	91.89337231137884	1496.1044262345572	120.0
567	808.9223154362464	616.8298438373675	989.0512064462202	2044.553804775344	548.9764915411298	1590.597292861807	11.0
79	862.3418339722191	633.2138547908735	1021.7328262061577	2675.7083995048743	591.6372561622416	1812.1260413519108	21.0
412	806.4460716527535	619.6737595598892	875.0628997754834	1998.2442227655088	519.040228918956	1577.0514794187468	10.0
121	200.33069538580895	60.11685984332241	299.76585664379957	1195.681146335508	101.93446638134552	893.3021462450306	80.0
431	173.54139221350323	32.20334155705625	290.54723323937	1484.8429682698204	26.723474175576676	1408.2293107059834	130.0
330	845.8310816064627	620.5607452062131	1021.3353632744048	2655.230537321362	557.149233179	1779.8752465344521	24.0
14	819.2402649881808	606.2200042718157	1018.63569620667	2380.4043472808908	556.8899143022611	1626.5813506281663	0.0
486	834.7684603139069	598.0191501481409	976.3798339101162	2529.569249962341	566.9187514435846	1742.4079407966478	0.0
269	842.7978322987958	582.5627261637165	1006.5237290187614	2454.3501700660354	557.7447640675817	1742.6118235030383	1.0
0	375.46482234903283	208.61788067434838	547.2175431550958	2106.483331546584	178.15405138770512	1345.0637568214681	36.0
358	163.67408678530524	99.7500461164395	283.5197186536995	1587.9554210611996	12.60646740615706	1478.4827097270736	195.0
220	680.844220096375	470.17299257501935	796.8532308043762	2094.316145107446	448.21248875110865	1502.2192732067272	50.0
117	183.59951942616368	71.0041851364241	274.09551805557464	1520.2074304696182	44.10217694460667	1456.8662077530105	130.0
184	826.8759544749336	578.003205991054	1039.6424154213555	2393.124810368891	563.5562826881912	1627.1147109371732	11.0
586	177.13916964223674	58.301537513745394	265.30903137378107	1622.5997447741606	29.733228987576695	1444.6129829267857	108.0
536	210.96723250981077	43.03022942193529	340.0938659097775	1778.8882703032489	32.782492851684275	1510.5322058664492	108.0
348	580.8388843302946	410.84035475656816	736.4048390327217	1811.0806417054985	382.043859808167	1397.4330557962178	68.0
103	839.0605451021021	644.970071710645	1064.2783928177753	2602.6960185165685	557.6018720813288	1801.7373769071419	0.0
155	166.54945503338496	20.048609289317294	268.92970504672115	1525.0026049247178	12.247594223257504	1380.2573099226668	195.0
452	829.7629148006403	607.3382171594436	1022.8442140361174	2462.415999316071	561.953309170771	1647.0779953371684	22.0
589	303.80128927511913	174.43369167976365	431.98033162747356	2183.9329496837054	100.0986443492375	1683.543091440812	77.0
276	725.4307264814034	550.6232598303361	923.1596870928803	2456.523190439905	476.73797254022145	1678.0527844329804	45.0
614	177.04446823716475	73.46167087880912	253.4440221607204	1754.853290814069	40.72728083449226	1453.5909755124014	96.0
444	822.0711222424923	599.2516312083194	994.4934398249643	2319.8266460027367	551.727151848433	1499.3884977308912	30.0
560	612.1261912659124	430.0964478475596	767.4849713130797	2101.918032328957	380.39405692669476	1475.9076115704447	52.0
527	166.65154263982717	31.33437517768865	275.51194862929805	1235.6606856926862	29.783822839719072	1111.6528240426826	224.0
239	629.2287792791439	477.43850030716885	748.3392594540595	1911.096000697286	425.3098069864737	1477.1067935569279	70.0
274	231.60734432592244	66.7970158196395	336.51003835461256	1663.884978034861	118.24752143805303	1370.8471209419836	98.0
478	846.354225429809	664.149508398793	1049.819809912781	2468.3234061347794	569.1828500626747	1772.818386401307	0.0
118	651.7283741918419	440.44220529185696	779.1054868622931	2042.0287208669397	438.46146828672295	1471.8869385239213	55.0
425	837.4293962791888	600.0066345889388	1054.4462746103693	2462.1679896493133	565.371328417304	1642.7300722258733	24.0
604	706.9187232064558	499.5999446221814	810.1174861406879	2014.2422943062604	472.4478708370955	1477.6898241500128	44.0
146	150.8639173860132	16.428625522961955	200.0219792470932	828.7642413061196	14.103528955130615	822.8517093014516	300.0
60	811.0027884045547	623.3573132665458	951.7104377156958	1937.8037047809166	571.0378197789165	1611.105693569608	30.0
506	839.8188066682385	609.0773157051775	1047.762838909455	2342.587581451385	559.8247469550113	1571.898735950865	13.0
113	309.6964812036448	131.9332542576727	423.8753586911159	2013.1764944900635	127.83563195606663	1535.055793865622	77.0
42	241.5401758143968	105.73967237306924	390.13703029212104	1676.294573675238	105.0109018478037	1356.293000883363	98.0
334	322.1405353997119	171.70358646611118	500.49557591485984	2092.8554055898303	185.6131417390876	1586.9487118812071	80.0
298	786.2284317650063	570.8683361405346	973.3226966148168	2484.2445358797863	527.0397233547819	1623.954315758178	36.0
253	838.8065271674222	640.1568187865681	1015.8152090638616	2655.94053817187	552.4822851916548	1794.465988764143	30.0
488	717.4789327920103	502.4359899678216	887.9808431855571	2395.346472581293	447.9291774746018	1644.189518838568	44.0
67	179.29506621530302	95.63115377314554	322.16111693780954	1718.457151030452	20.195291369482064	1532.0653158634414	117.0
241	478.10608843768915	304.71161321880976	507.26184557541484	2119.7747297995083	258.4304748531068	1584.1863548290341	64.0
462	853.2830090491029	607.7432465954523	1054.6502574211102	2656.6196177870074	562.5676412219857	1818.2558022559347	9.0
34	178.05167753252607	29.514088429298205	278.5618724424696	1227.4779598663708	22.802271073039314	1086.804197763244	182.0
