Explore_Iteration	MacroPopSize	MicroPopSize	Accuracy_Estimate	AveGenerality	ExpRules	Time(min)
100	991	1000	0.9246208275575316	0.5486666666666663	0.0	0.3971784710884094
200	984	1000	0.9374855415832934	0.550333333333333	0.0	0.6847560207049052
300	971	1000	0.8919323664238632	0.5531666666666664	0.0	0.9516946196556091
400	960	1000	0.8496317947586202	0.5565000000000004	0.0	1.185162035624186
500	949	1000	0.8717899921087173	0.558666666666667	0.0	1.400732970237732
600	943	1000	0.846567337186243	0.5603333333333332	0.9056203605514316	1.4838393847147624
700	938	1000	0.8352142012324147	0.5630000000000004	0.8987206823027718	1.5684907197952271
800	932	1000	0.7380006455064554	0.5635000000000002	0.8927038626609443	1.6539320826530457
900	922	1000	0.7890903758193766	0.5633333333333336	0.8904555314533622	1.737648101647695
1000	918	1000	0.735506131180883	0.5643333333333331	0.8888888888888888	1.8193838834762572
1100	906	1000	0.6421905158236977	0.5658333333333334	0.8885209713024282	1.903389819463094
1200	891	1000	0.702801843250787	0.5656666666666667	0.8956228956228957	1.9831092874209086
1300	875	1000	0.7346474013427201	0.5674999999999998	0.9051428571428571	2.0590937693913776
1400	864	1000	0.7504386224015996	0.5701666666666668	0.9085648148148148	2.127890717983246
1500	854	1000	0.7481083374534687	0.5716666666666667	0.9180327868852459	2.1902696530024213
1600	841	1000	0.6825670980367416	0.5721666666666664	0.9262782401902497	2.2518791874249775
1700	837	1000	0.7553635358524505	0.5715000000000001	0.9151732377538829	2.309624969959259
1800	824	1000	0.7650699647702701	0.5736666666666664	0.9162621359223301	2.367342233657837
1900	819	1000	0.8160073077808953	0.5736666666666664	0.9242979242979243	2.422526117165883
2000	812	1000	0.7279107626782154	0.5758333333333338	0.9236453201970444	2.476359001795451
2100	802	1000	0.7792159387425953	0.5773333333333337	0.9214463840399002	2.5323553522427877
2200	795	1000	0.7395835002531687	0.579166666666667	0.939622641509434	2.5860331853230796
2300	793	1000	0.7363317043179106	0.5810000000000002	0.9306431273644389	2.6397201379140216
2400	793	1000	0.8105092736026756	0.5815000000000001	0.9281210592686002	2.6968170841534933
2500	791	1000	0.7946973884681284	0.5815	0.9266750948166877	2.755387834707896
2600	782	1000	0.7781772436427609	0.5806666666666667	0.9322250639386189	2.8149724046389264
2700	775	1000	0.8253508668719605	0.5790000000000001	0.9380645161290323	2.872216602166494
2800	771	1000	0.7095185422467425	0.5816666666666671	0.9442282749675746	2.928063217798869
2900	767	1000	0.8222512276712095	0.5833333333333337	0.9478487614080835	2.981530718008677
3000	766	1000	0.7971285464498855	0.585166666666667	0.9425587467362925	3.0350080331166587
3100	768	1000	0.8244102687742586	0.585	0.9375	3.091916835308075
3200	771	1000	0.7887592721667458	0.5840000000000002	0.9364461738002594	3.151748037338257
3300	767	1000	0.6515408594826729	0.5836666666666669	0.940026075619296	3.212971536318461
3400	763	1000	0.7476747008945103	0.5849999999999997	0.9423328964613368	3.272974435488383
3500	759	1000	0.8159629695629562	0.5846666666666663	0.9420289855072463	3.3310595393180846
3600	760	1000	0.8354315394863283	0.5873333333333329	0.9473684210526315	3.3919264515240988
3700	753	1000	0.8140746686574226	0.5876666666666664	0.9468791500664011	3.4523331840833027
3800	748	1000	0.7369867937802697	0.5891666666666666	0.9505347593582888	3.5097419023513794
3900	745	1000	0.8340385897485213	0.5896666666666667	0.9530201342281879	3.565672016143799
4000	740	1000	0.8133835575297169	0.5893333333333333	0.9540540540540541	3.6204235196113586
4100	737	1000	0.8114640197429153	0.5893333333333333	0.9579375848032564	3.677432652314504
4200	732	1000	0.794185839364689	0.5873333333333334	0.9590163934426229	3.733691918849945
4300	729	1000	0.3681979554715385	0.5868333333333333	0.9629629629629629	3.7895098686218263
4400	727	1000	0.7495349089041673	0.5883333333333333	0.9628610729023384	3.844516118367513
4500	724	1000	0.673847041820827	0.5868333333333332	0.962707182320442	3.899883766969045
