MultiSURF Analysis Completed with ExSTraCS
Run Time (sec):2130.82157803
=== SCORES ===
A_2	9744.50488906	1
A_4	7871.13080627	2
A_3	6596.97430031	3
A_0	5917.09506965	4
A_1	4248.69883698	5
R_30	1532.56157506	6
R_23	1323.04720549	7
R_27	1295.76667536	8
R_25	1290.27318594	9
R_10	942.823204572	10
R_20	856.299618093	11
R_18	735.142815305	12
R_28	528.225532332	13
R_9	490.106570103	14
R_11	385.711629834	15
R_24	75.4306417186	16
R_19	59.8689997608	17
R_1	-80.4320675745	18
R_3	-94.8068262993	19
R_6	-109.884875195	20
R_21	-115.320798679	21
R_4	-144.795479122	22
R_22	-332.541157506	23
R_16	-343.073468003	24
R_0	-381.432922257	25
R_31	-402.581250219	26
R_7	-520.715443451	27
R_17	-585.909495595	28
R_15	-656.78810507	29
R_5	-685.786272835	30
R_29	-717.011140188	31
R_8	-754.439209534	32
R_2	-827.141216591	33
R_12	-931.422910127	34
R_26	-1052.01762782	35
R_14	-1536.18636167	36
R_13	-1898.2862171	37
