InstanceID	N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
1304	22.603360499684335	56.84088982245184	5.109385979202357	34.0846471036174	27.49770811971234	64.06604202851832	2819.0097643725853	19.254226258950382	4949.055851719842	9295.62200203192	6.340667209464771	24159.23584775734	26447.78564101019	321.87
715	47.130492444575204	22.248987512992723	10.792805690118287	44.401579598956204	37.16752202853605	38.48485461610005	2842.377061727506	12.917467041081647	4760.112982127052	8840.987717001926	4.05524596401048	23828.56608560552	25229.72780014312	492.22
1320	121.45961412613262	65.81868275444505	5.179391032969814	56.74654552531169	90.6268904373728	80.87900427231939	2985.3625488820308	7.0173494847709765	5204.073302666446	8682.445487186356	6.790758213106236	23644.226468360135	25726.5698458826	435.48
298	78.59370112162057	112.87747591598232	9.928527712330228	44.70235615748221	99.47471159973954	97.98509601504261	2929.7365246131153	28.272630086781838	4653.158690586804	9155.741946723265	11.637551563998832	23835.893925225693	27021.92109697032	222.91
381	119.86613996717108	166.14702930361898	7.953539930584947	42.78409710732308	51.87630169250458	126.17570982213527	2425.5065264262576	9.708989611592244	4072.6469833609185	8881.637967206567	8.158230266801745	22999.940197204156	25235.383102860225	322.17
1107	32.49670327865091	25.420564062067143	17.965763625985854	45.879716065532655	49.14487083140882	45.941574948545345	2768.2661180080954	20.24698476639924	4323.4112052460705	8090.261136939917	9.352985699163092	22263.994348398588	24013.079130234863	136.0
1268	49.28169413369227	19.12359012175964	4.943374727435763	39.676586395254446	84.04480965608685	53.61381595962602	2779.7357964541047	18.20999713230521	4764.760012800627	9132.646614892452	5.846823879007294	23830.369399312298	25194.788077959613	393.65
1125	36.60123596853242	24.856515300222117	2.619860360556625	29.001601391468082	45.79509403899913	40.56470278032271	2719.558659697526	3.2177474914531667	4594.315626293318	8548.477812322668	5.157959002306311	23206.035178327293	24535.87425881893	492.93
419	121.55702570425457	98.95937196486695	5.621122867494416	55.183413662657756	50.26975561205117	120.41708814787499	2800.842785919748	7.68557357945885	4277.122823604854	8762.833881519242	7.880315502142153	23241.441686192884	25244.472190928605	451.56
749	51.64749067696768	73.13479187041548	10.326459878121856	51.37801133893946	62.10742797814182	93.33369196162361	2848.601822048386	16.312321977815152	4014.960255332163	8461.846297743952	11.234003971403553	22210.619955610593	24291.582110960222	51.1
184	107.14664788083722	141.07197944855312	14.32752201335591	91.46745187393289	49.08188596611275	125.59074744604162	2445.618623353393	29.24449038056395	4455.17430176342	9258.873971557587	12.191432076528839	23472.15262836774	25946.507336989675	52.0
1345	76.15686744029463	61.5121395173985	6.455821338510118	50.364597733529834	68.27546837431406	112.37781231634365	2850.459105622082	9.716291869083806	4832.374862526776	9040.623083719474	9.135425811903477	23985.432676411107	25890.418466158757	389.98
1043	85.86845538380184	74.53435506657328	15.876896802809238	66.58765698044468	106.47590911925246	93.72034193314663	2951.3122386920004	19.253166028282802	4557.571756149333	8531.967336413732	16.8597835855902	23725.069648598394	26267.128707287535	153.08
307	31.69022871331685	83.8034433716648	13.550717412137338	55.96790177881332	45.33106981760926	56.736232903868974	2860.85068056591	16.888694477145204	4618.929187988455	8248.845118456646	14.533541451078953	22667.488987837594	24703.40350209011	107.67
1191	87.82374938644398	91.92295028685363	5.735100671934475	40.89803870843012	114.7068202123818	69.56686564480184	2819.6311614022393	7.284671351751717	4969.521411751176	8963.81634334087	3.895928762506072	23914.27069691253	26388.735802465835	324.2
982	38.32054533540534	15.33089151862868	1.427150364329995	28.641496643555172	16.889616073836763	34.831492636393904	2786.6595546539766	3.315812354411759	4654.677115946363	9017.548411107211	4.796245724891249	23754.589945475647	25113.99675671463	491.57
271	18.81224107869927	111.38583546540185	11.849358573677641	40.42352296825743	99.23059364457859	43.414985773444826	2834.7661495516504	16.644201893535786	4819.275098945908	9393.274351687745	12.088599044859478	23964.981196138528	26849.974606920085	274.6
1190	57.24850658150023	100.69032392528347	9.332412754799645	45.767549852587344	56.88019618656056	90.91208373234	2944.978631962886	23.714702971151574	5081.673787684608	8609.238256991757	17.143018914050668	24093.366633555022	26534.01090540207	105.75
600	23.130169700279318	65.87937074089642	11.299638561164642	40.6434136627969	141.90834707118424	50.79872349995635	2855.908537528129	13.771431325872308	4992.422505817147	9342.15730479496	29.930016931732286	24428.68644655713	26816.405533879668	220.61
119	64.87939427350567	91.57790582766546	12.883993300044436	55.03122781149651	112.49128259420675	96.51343802617154	2791.817351635577	15.158309173925648	4601.94765219671	9476.551636050603	11.794515972770062	24060.875005019716	27105.17141440884	214.73
469	96.35490390381081	66.50799241671857	8.516775427170096	47.65132539964806	55.76002155330694	86.77670261096416	2775.3158514901265	17.70630778901893	4785.770122240471	8691.161247172899	12.455903723202072	23231.819554093257	25172.664307138268	502.57
287	34.48352421373741	32.09339633343848	0.5626441193789921	30.570374059002418	19.842753039269102	68.05121370919386	2787.34790282132	2.2444059227692073	4640.080502744087	8989.660727984508	2.1544151810884182	23621.165531963896	25022.95612503068	532.74
1158	23.896601333819383	63.5355511026944	8.947247315781675	47.57128291831246	116.75003386006244	52.99803725838143	2828.6697111058493	11.039275639200309	4485.225240009035	8176.98307794061	9.20993698241403	22502.80925228771	24442.853124752997	119.0
1092	37.74856869898593	77.22061839080514	8.14419050955939	44.881015889433435	51.16081916278454	67.50799592750624	3001.758128165417	12.80446142820052	5087.818892986938	9455.693495919819	11.805475068590306	24579.42966902434	26727.33611335294	336.51
989	32.078562316656964	100.80740361998531	5.4136909579913	41.91718269743243	46.95368760680926	61.565334401114754	2891.755324513875	18.53639965587435	5147.138456807255	9345.76869421607	8.93267910297176	24310.92418603732	26405.366873092633	343.64
158	55.82100026133819	33.79213779614433	4.412990153703782	33.81677987566621	33.56323580172601	106.17927281002372	2787.161828980544	11.54953108186033	4885.346190402414	8574.181091619172	7.03152824211401	23594.68464062255	25139.927001730215	492.91
1237	78.79815303494574	155.85885758146125	10.74948300685541	51.52632515882756	47.11812411142152	98.56877221351736	3091.231353015707	16.3622756681333	5376.511826688013	9541.166432111557	16.380075892200175	24807.48348685303	27819.77384522937	175.34
752	67.50026399128815	27.34001914515245	2.9447093655705845	33.45230919873625	72.72725744857696	73.06917216545675	2803.1637886612607	8.22811307940207	4783.980242383068	8708.652985820117	7.613147579815884	23726.32738970819	25502.546636126524	404.47
178	112.95137350059899	91.87859890383082	5.553918071725905	58.745736488118936	44.494041430435196	89.72941333907103	2968.459713281989	18.419811573661605	5079.499154235121	9152.653809153586	9.36704283875386	23797.1784628435	26034.44606743691	415.7
727	18.39705263355097	65.07225415359744	10.057719396976491	49.50700516530561	44.49071357186867	44.59838116040477	2697.8230332214853	18.18253027361716	3925.968816293328	8545.866768260297	12.241298200197992	22219.39195657055	23813.752802429917	109.49
1243	92.87021892733588	152.79734631177467	15.186893700972195	56.204629761031924	136.26377063636616	90.36311796954467	3014.2612715700147	17.847934688796578	4926.388575002663	9739.746196097003	16.346912323565626	24702.634405647055	28021.451342001998	266.1
489	42.92286424927208	37.419758799316206	6.721315182000523	43.52723975681466	39.93063250351109	107.14947428819625	2905.39929762946	7.976408729068418	5186.917850885276	9245.66148015526	9.175422454500143	24331.175758267073	26111.52469494473	512.47
116	38.99907952938643	27.587248722499993	6.110470045770606	42.29535357841171	42.061080846375155	111.44474661332329	2793.547798827765	7.9641996218326865	4997.8879710475585	8673.369910839394	7.3787973936650335	23809.433350278865	25846.108808354842	393.47
437	56.666989532183536	95.71375405564122	10.82580418329851	47.54283556306601	57.875663006050964	83.86291121645226	2969.3107525642126	12.693159133006322	5000.353985324611	9634.459448305934	11.452484987697657	24960.455563487325	27718.69769521407	204.03
1087	51.147839053652625	29.724498066499628	6.029233191066063	34.58495549260939	35.63569887189836	55.25294933512596	2868.1220217860614	7.632670068374385	4774.173689267048	8690.318070916243	7.330396642450606	23810.927676908865	25252.658957367563	476.4
346	45.28117882586773	83.39271006662051	11.001424021116812	44.23163625050732	96.51800225603577	67.41319708166678	2951.176877594384	13.18878624394696	5176.129898550113	9531.39550125525	12.663162348292317	24850.089341788935	27403.547778305587	116.1
890	38.52730830420748	15.547968356318822	4.959132783488443	32.710808886451346	21.900797324148453	34.82539606252155	2803.2860809061663	6.282117779546299	4581.117201020467	8625.013960881992	4.338253928290392	23175.44926376464	24468.217616280082	547.62
544	84.4117624393381	62.439505389556736	6.658858550149288	47.46218661858786	31.350748645778452	87.82566389788997	2795.033500102099	25.88694803511891	4839.302412784591	9078.274916276676	3.862998807269172	23879.692407015307	25428.00588922162	530.7
1223	37.59812208207974	71.16895484174627	11.19489753734658	44.39690567567469	145.45800886372206	62.27372524668872	3005.53154074163	25.118443945991583	5118.855993013127	9212.406267692693	31.654291013236033	24580.94154954612	27511.936301080157	277.61
