InstanceID	N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
1304	35.47902152130707	36.97908251208504	88.55807001315732	168.47072501666918	939.0863208963048	14508.59048346621	53.19769556356125	88.29173275484074	64.91456219971107	41.86718790948349	15.911027041760594	36.682325366280395	116.66934490228499	37.77730191
715	23.08053600301667	16.455406836297648	55.75953944242499	62.29249894184994	712.7267243301249	10836.588576364113	50.18445717297197	46.561285686811196	51.50132943803294	15.928724424620382	18.137437186184222	30.125041589660007	103.67001903753474	9.040883187
1320	7.481320921659718	5.725786150330688	48.18243520205181	71.98089503834954	328.1866310227512	13303.61275035791	33.073262942087965	77.83187587178078	297.0568659671051	1.597279978964043	10.53055941613494	17.931625955758065	75.06628501713044	101.404743
298	35.848349604868226	25.836691940163927	69.38992687698769	150.8533749355084	641.5922664511049	14411.026050692344	17.576640828133808	37.485779492251346	52.889312660228455	8.67939209846038	9.187610087454022	20.068120434925454	99.22018799586162	78.48551446
381	15.106907183796139	6.753516865013281	46.53661320038322	62.36445235319313	373.1384097526949	15974.043144369956	8.199513696133156	52.70578741287246	415.24229686992896	9.096270724863649	4.3187865461821575	22.39860207482658	54.381804843175985	121.139531
1107	39.31013768217701	25.308931432134045	116.8791778201128	154.65348092384448	1142.3479721579204	13965.638722745036	67.31462702427433	67.9819477160071	61.722713888773	40.83939435710397	4.502640677141785	27.98950575860698	99.25899084970519	56.62524091
1268	6.949297654442659	6.983561006064482	73.8499709546247	70.66054356858749	400.9483990832564	11458.499323785107	38.161728012301836	165.39492983210744	38.92413577731738	9.813947802178564	14.164500784685435	32.74122068227842	88.75860413415488	95.83988504
1125	38.39197717697715	36.704045843893766	120.59020603458113	152.42183799496013	749.6988063615215	13637.332136202693	68.82098753998926	89.03434133628605	80.77837509379532	45.8780723243499	16.30345003637558	33.432033653669365	120.92842151495525	59.61317219
419	32.80087309274899	22.435922070606168	99.01325543782986	109.47436086597432	289.2023933823624	15950.552199637274	37.21622390655925	90.53474139095938	453.2411715330628	10.807363781113727	13.65842897973223	19.87268676996039	41.43951868908408	117.7614536
749	39.07820036684868	25.050305906902782	81.78757692312313	173.4976351015229	743.8787224812914	13627.966118671951	29.01379469425869	81.3238617372005	90.30418076328243	34.8195092378847	2.911849420993006	26.078921770306437	93.7814666675644	59.43615917
184	14.49089477165574	10.131586275384787	59.94182403988554	63.37464019745163	451.41945123762594	15967.708094059939	14.962207345762486	74.5880875608216	437.32808939161356	4.510590962612369	14.742698890988086	23.963668194256414	42.705758813315356	131.1206985
1345	6.836352599153995	4.181904031159562	66.80757233100371	33.39569198123846	391.5504445490867	15565.637267351456	2.0671499653107417	150.1480398174782	351.8043287677362	8.821634431634237	1.135013651755194	19.114026767134	16.638487315177386	149.0068517
1043	10.01017053815209	7.966835062350053	64.48090696633285	67.22768586201232	290.8320454465236	16044.8741734926	8.37134839026951	112.86970320819454	436.8784068577706	11.980108485467392	5.026302668385726	23.435881094714702	76.4847190995814	116.9791447
307	38.65115077346765	24.25972414676699	66.3925235044048	147.74507488047854	1070.2804128086661	13892.87590392559	53.45335118359044	71.72783736990738	90.38837719654954	21.431533851525245	3.824622104295446	31.031656894984444	93.39393587121664	57.39605121
1191	47.013965517354315	32.32368024591497	61.72879193803919	172.32686227394535	1177.9025654439936	14748.601489355151	62.29736054318019	72.04436123847718	91.77200334524218	16.195373050719226	13.813448304571354	34.34881118186635	99.80939817722344	39.2870694
982	36.56992711899193	32.21959596425666	102.94228716915299	144.20826923557118	845.9438318439416	15191.267130866503	55.23005335668552	118.4648314292985	190.48611911825446	40.793929688362326	5.210349450340756	24.778172535288	71.22639518273134	83.36800776
271	11.479098208740794	15.610267613449544	89.18914345110848	73.99098370575128	1188.9881939906077	14760.19098684742	44.688892212782996	90.20285592556336	79.755885839622	21.770008913377417	2.695685182338912	29.586434501664797	83.06630656337362	54.81423318
1190	2.9487488800362307	3.884973764768601	70.7347952807021	52.334944924332156	392.482722385799	15702.465981609748	2.4963431194837176	141.87762152274297	28.528853306704946	4.625043426876574	3.0158938165154416	15.59244613202598	27.283253988568656	119.7053501
600	6.709039160035015	5.26004592646187	49.86972998419918	41.560538524503585	376.5991599373044	15488.851111147893	13.169133620717785	150.64358433130997	340.18149933709424	8.917117724924633	13.586995624006006	24.849538039179013	50.954978819658535	150.8810567
119	13.09422961362316	10.688311654236893	105.5444566414929	77.98477211164943	803.6806861599282	14410.69641634361	62.1317802930821	91.68475809437197	82.27496498094888	20.18873348339752	2.607458910202373	22.509229317313775	88.11709054599348	55.8908479
469	3.6701857528936905	1.5396369476587721	27.429638456585163	16.83591080550499	210.10639552145466	12657.553487268255	10.670359705395422	31.557552580206757	15.031804045969526	4.503832575631693	12.392301290413672	22.05120756688893	31.72314590209496	166.5170869
287	45.24565147219605	23.397737217554198	106.832969037739	164.9639643802849	874.8340926855142	14545.698897453482	45.40906152523488	98.56815801783631	134.23802964109058	37.96359513147405	8.15855104848163	24.173822250394355	89.81163622970766	30.72100899
